Model,Rank,Feature,Importance,Cumulative_Importance
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100 - 2017Q1 to 2026Q4)",12,DJIA_QoQ,0.017398889226764008,0.7562872379978843
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100 - 2017Q1 to 2026Q4)",13,QuarterlyReturn_Lag3,0.017392252575871767,0.7736794905737561
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100 - 2017Q1 to 2026Q4)",14,ROE_last1,0.01656879306101441,0.7902482836347705
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100 - 2017Q1 to 2026Q4)",15,IXIC_QoQ,0.01534778114432989,0.8055960647791004
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100 - 2017Q1 to 2026Q4)",16,ROA_last1,0.015326824994813455,0.8209228897739138
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100 - 2017Q1 to 2026Q4)",17,SP500_QoQ,0.013584927097643818,0.8345078168715576
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100 - 2017Q1 to 2026Q4)",18,ClosingPrice_cur,0.011975198230757303,0.8464830151023149
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100 - 2017Q1 to 2026Q4)",19,VIX_QoQ_Lag1,0.010637742038420368,0.8571207571407353
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100 - 2017Q1 to 2026Q4)",20,VIX_QoQ_Lag2,0.009467032126590775,0.866587789267326
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300 - 2017Q1 to 2026Q4)",1,Spread_cur,0.35522546555764717,0.35522546555764717
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300 - 2017Q1 to 2026Q4)",2,TradingTurnover_cur,0.05983293131573101,0.4150583968733782
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300 - 2017Q1 to 2026Q4)",3,TradingVolume_cur,0.05812738230919519,0.4731857791825734
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300 - 2017Q1 to 2026Q4)",4,QuarterlyReturn_Lag1,0.05756500430658028,0.5307507834891536
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300 - 2017Q1 to 2026Q4)",5,TradingMoney_cur,0.052193662048648795,0.5829444455378024
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300 - 2017Q1 to 2026Q4)",6,Last3mCumulativeRevenue_last1,0.03635305880877631,0.6192975043465787
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300 - 2017Q1 to 2026Q4)",7,SOX_QoQ,0.03541910483056139,0.6547166091771401
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300 - 2017Q1 to 2026Q4)",8,VIX_QoQ,0.02650745921464991,0.6812240683917901
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300 - 2017Q1 to 2026Q4)",9,DJIA_QoQ,0.01948800249545922,0.7007120708872493
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300 - 2017Q1 to 2026Q4)",10,Last3mCumulativeRevenueGrowthRate_last1,0.01925152519131356,0.7199635960785629
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300 - 2017Q1 to 2026Q4)",11,EPS_last1,0.017735557254446685,0.7376991533330095
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300 - 2017Q1 to 2026Q4)",12,QuarterlyReturn_Lag2,0.017618325829899674,0.7553174791629091
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300 - 2017Q1 to 2026Q4)",13,ROE_last1,0.016782380236138608,0.7720998593990478
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300 - 2017Q1 to 2026Q4)",14,QuarterlyReturn_Lag3,0.01660604119056085,0.7887059005896087
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300 - 2017Q1 to 2026Q4)",15,SP500_QoQ,0.016598343654088688,0.8053042442436973
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300 - 2017Q1 to 2026Q4)",16,ROA_last1,0.015552810058638572,0.8208570543023359
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300 - 2017Q1 to 2026Q4)",17,IXIC_QoQ,0.013053511494281815,0.8339105657966177
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300 - 2017Q1 to 2026Q4)",18,ClosingPrice_cur,0.01144969342096637,0.8453602592175841
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300 - 2017Q1 to 2026Q4)",19,FnG_QoQ_Lag2,0.010583274625691735,0.8559435338432758
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300 - 2017Q1 to 2026Q4)",20,VIX_QoQ_Lag1,0.010155429915196329,0.8660989637584722
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500 - 2017Q1 to 2026Q4)",1,Spread_cur,0.3578045175489828,0.3578045175489828
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500 - 2017Q1 to 2026Q4)",2,TradingVolume_cur,0.06024516087267185,0.41804967842165464
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500 - 2017Q1 to 2026Q4)",3,TradingTurnover_cur,0.05761765940725593,0.4756673378289106
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500 - 2017Q1 to 2026Q4)",4,QuarterlyReturn_Lag1,0.05749375270663359,0.5331610905355442
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500 - 2017Q1 to 2026Q4)",5,TradingMoney_cur,0.05244289778674488,0.585603988322289
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500 - 2017Q1 to 2026Q4)",6,Last3mCumulativeRevenue_last1,0.03729388557083724,0.6228978738931262
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500 - 2017Q1 to 2026Q4)",7,SOX_QoQ,0.035168182755075536,0.6580660566482017
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500 - 2017Q1 to 2026Q4)",8,VIX_QoQ,0.026057320779432968,0.6841233774276347
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500 - 2017Q1 to 2026Q4)",9,DJIA_QoQ,0.020100830590218655,0.7042242080178533
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500 - 2017Q1 to 2026Q4)",10,Last3mCumulativeRevenueGrowthRate_last1,0.018764717919807074,0.7229889259376604
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500 - 2017Q1 to 2026Q4)",11,QuarterlyReturn_Lag2,0.017718068679048637,0.7407069946167091
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500 - 2017Q1 to 2026Q4)",12,ROE_last1,0.017174188569279412,0.7578811831859885
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500 - 2017Q1 to 2026Q4)",13,EPS_last1,0.016793678299459398,0.774674861485448
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500 - 2017Q1 to 2026Q4)",14,QuarterlyReturn_Lag3,0.01648069544825444,0.7911555569337024
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500 - 2017Q1 to 2026Q4)",15,SP500_QoQ,0.016137121019974453,0.8072926779536769
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500 - 2017Q1 to 2026Q4)",16,ROA_last1,0.01442719147982099,0.8217198694334978
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500 - 2017Q1 to 2026Q4)",17,IXIC_QoQ,0.013054073732796866,0.8347739431662947
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500 - 2017Q1 to 2026Q4)",18,ClosingPrice_cur,0.011179202451423441,0.8459531456177182
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500 - 2017Q1 to 2026Q4)",19,FnG_QoQ_Lag2,0.010621100068512248,0.8565742456862304
"RF Model1 (max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500 - 2017Q1 to 2026Q4)",20,VIX_QoQ_Lag1,0.00980904297271211,0.8663832886589425
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100 - 2017Q1 to 2026Q4)",1,Spread_cur,0.27668133067577927,0.27668133067577927
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100 - 2017Q1 to 2026Q4)",2,TradingTurnover_cur,0.05982839648831129,0.33650972716409056
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100 - 2017Q1 to 2026Q4)",3,QuarterlyReturn_Lag1,0.05895967786713732,0.39546940503122785
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100 - 2017Q1 to 2026Q4)",4,TradingMoney_cur,0.057539031419364395,0.45300843645059224
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100 - 2017Q1 to 2026Q4)",5,TradingVolume_cur,0.05065863329403152,0.5036670697446237
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100 - 2017Q1 to 2026Q4)",6,Last3mCumulativeRevenue_last1,0.04076466398309415,0.5444317337277179
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100 - 2017Q1 to 2026Q4)",7,ROE_last1,0.03445398663634272,0.5788857203640606
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100 - 2017Q1 to 2026Q4)",8,EPS_last1,0.03152931017724394,0.6104150305413045
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100 - 2017Q1 to 2026Q4)",9,Last3mCumulativeRevenueGrowthRate_last1,0.0313374516650995,0.641752482206404
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100 - 2017Q1 to 2026Q4)",10,QuarterlyReturn_Lag2,0.028478445313606146,0.6702309275200101
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100 - 2017Q1 to 2026Q4)",11,QuarterlyReturn_Lag3,0.028326425706374888,0.698557353226385
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100 - 2017Q1 to 2026Q4)",12,ROA_last1,0.026306861486443324,0.7248642147128284
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100 - 2017Q1 to 2026Q4)",13,ClosingPrice_cur,0.02239826677023457,0.747262481483063
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100 - 2017Q1 to 2026Q4)",14,VIX_QoQ,0.021467868526672537,0.7687303500097354
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100 - 2017Q1 to 2026Q4)",15,SOX_QoQ,0.021323213183869653,0.7900535631936051
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100 - 2017Q1 to 2026Q4)",16,GrossMargin_last1,0.0194351407024458,0.8094887038960509
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100 - 2017Q1 to 2026Q4)",17,DJIA_QoQ,0.013218158468697916,0.8227068623647488
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100 - 2017Q1 to 2026Q4)",18,SP500_QoQ,0.011514934963542474,0.8342217973282913
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100 - 2017Q1 to 2026Q4)",19,IXIC_QoQ,0.010819448280236697,0.845041245608528
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100 - 2017Q1 to 2026Q4)",20,VIX_QoQ_Lag1,0.008917327409340625,0.8539585730178686
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300 - 2017Q1 to 2026Q4)",1,Spread_cur,0.269669826970563,0.269669826970563
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300 - 2017Q1 to 2026Q4)",2,TradingTurnover_cur,0.06290562743135207,0.3325754544019151
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300 - 2017Q1 to 2026Q4)",3,QuarterlyReturn_Lag1,0.06069379871376048,0.39326925311567557
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300 - 2017Q1 to 2026Q4)",4,TradingVolume_cur,0.056323801035254174,0.44959305415092976
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300 - 2017Q1 to 2026Q4)",5,TradingMoney_cur,0.055487953115823864,0.5050810072667536
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300 - 2017Q1 to 2026Q4)",6,Last3mCumulativeRevenue_last1,0.043324993770937834,0.5484060010376914
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300 - 2017Q1 to 2026Q4)",7,ROE_last1,0.034635051215998615,0.5830410522536901
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300 - 2017Q1 to 2026Q4)",8,Last3mCumulativeRevenueGrowthRate_last1,0.030325906142014396,0.6133669583957044
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300 - 2017Q1 to 2026Q4)",9,ROA_last1,0.028426562668051793,0.6417935210637562
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300 - 2017Q1 to 2026Q4)",10,EPS_last1,0.02827796480790242,0.6700714858716587
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300 - 2017Q1 to 2026Q4)",11,QuarterlyReturn_Lag3,0.027906511738552228,0.6979779976102108
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300 - 2017Q1 to 2026Q4)",12,QuarterlyReturn_Lag2,0.027894375242528274,0.7258723728527391
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300 - 2017Q1 to 2026Q4)",13,ClosingPrice_cur,0.023046760218576327,0.7489191330713154
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300 - 2017Q1 to 2026Q4)",14,SOX_QoQ,0.021745415799031286,0.7706645488703467
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300 - 2017Q1 to 2026Q4)",15,GrossMargin_last1,0.0206269523680437,0.7912915012383904
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300 - 2017Q1 to 2026Q4)",16,VIX_QoQ,0.02005099285682424,0.8113424940952146
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300 - 2017Q1 to 2026Q4)",17,SP500_QoQ,0.01410335159346072,0.8254458456886754
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300 - 2017Q1 to 2026Q4)",18,DJIA_QoQ,0.013048870481091561,0.838494716169767
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300 - 2017Q1 to 2026Q4)",19,IXIC_QoQ,0.00976881198917684,0.8482635281589439
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300 - 2017Q1 to 2026Q4)",20,FnG_QoQ_Lag2,0.009212270771374934,0.8574757989303189
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500 - 2017Q1 to 2026Q4)",1,Spread_cur,0.2767971021672884,0.2767971021672884
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500 - 2017Q1 to 2026Q4)",2,TradingTurnover_cur,0.06107796095388731,0.3378750631211757
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500 - 2017Q1 to 2026Q4)",3,QuarterlyReturn_Lag1,0.06054865035215186,0.39842371347332756
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500 - 2017Q1 to 2026Q4)",4,TradingVolume_cur,0.05781004902805028,0.4562337625013778
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500 - 2017Q1 to 2026Q4)",5,TradingMoney_cur,0.05455013415865369,0.5107838966600315
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500 - 2017Q1 to 2026Q4)",6,Last3mCumulativeRevenue_last1,0.041976979647115435,0.552760876307147
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500 - 2017Q1 to 2026Q4)",7,ROE_last1,0.03414447813640215,0.5869053544435492
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500 - 2017Q1 to 2026Q4)",8,Last3mCumulativeRevenueGrowthRate_last1,0.02956989621772945,0.6164752506612786
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500 - 2017Q1 to 2026Q4)",9,QuarterlyReturn_Lag3,0.028104306532858316,0.644579557194137
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500 - 2017Q1 to 2026Q4)",10,ROA_last1,0.027726804823801302,0.6723063620179383
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500 - 2017Q1 to 2026Q4)",11,QuarterlyReturn_Lag2,0.027683573795289813,0.6999899358132281
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500 - 2017Q1 to 2026Q4)",12,EPS_last1,0.027620454613445315,0.7276103904266734
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500 - 2017Q1 to 2026Q4)",13,ClosingPrice_cur,0.02253568315504321,0.7501460735817166
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500 - 2017Q1 to 2026Q4)",14,SOX_QoQ,0.022211108396369923,0.7723571819780866
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500 - 2017Q1 to 2026Q4)",15,GrossMargin_last1,0.020319566308031577,0.7926767482861181
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500 - 2017Q1 to 2026Q4)",16,VIX_QoQ,0.018171414494906158,0.8108481627810242
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500 - 2017Q1 to 2026Q4)",17,SP500_QoQ,0.014545595848234219,0.8253937586292585
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500 - 2017Q1 to 2026Q4)",18,DJIA_QoQ,0.013452833774746641,0.838846592404005
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500 - 2017Q1 to 2026Q4)",19,IXIC_QoQ,0.009414342939181967,0.848260935343187
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500 - 2017Q1 to 2026Q4)",20,FnG_QoQ_Lag2,0.0089029111237648,0.8571638464669519
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100 - 2017Q1 to 2026Q4)",1,Spread_cur,0.3070857805194162,0.3070857805194162
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100 - 2017Q1 to 2026Q4)",2,TradingTurnover_cur,0.06243262872489988,0.3695184092443161
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100 - 2017Q1 to 2026Q4)",3,TradingMoney_cur,0.05893566458298778,0.4284540738273039
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100 - 2017Q1 to 2026Q4)",4,QuarterlyReturn_Lag1,0.055151866978599626,0.4836059408059035
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100 - 2017Q1 to 2026Q4)",5,TradingVolume_cur,0.05147006072588927,0.5350760015317928
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100 - 2017Q1 to 2026Q4)",6,Last3mCumulativeRevenue_last1,0.039068081462252664,0.5741440829940455
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100 - 2017Q1 to 2026Q4)",7,Last3mCumulativeRevenueGrowthRate_last1,0.025987154193790732,0.6001312371878362
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100 - 2017Q1 to 2026Q4)",8,EPS_last1,0.025787671156835983,0.6259189083446722
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100 - 2017Q1 to 2026Q4)",9,ROE_last1,0.02474309311105973,0.6506620014557319
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100 - 2017Q1 to 2026Q4)",10,SOX_QoQ,0.02451113008198325,0.6751731315377152
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100 - 2017Q1 to 2026Q4)",11,ROA_last1,0.023886820918801868,0.6990599524565171
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100 - 2017Q1 to 2026Q4)",12,VIX_QoQ,0.022068867910445617,0.7211288203669627
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100 - 2017Q1 to 2026Q4)",13,QuarterlyReturn_Lag2,0.021544715857219822,0.7426735362241825
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100 - 2017Q1 to 2026Q4)",14,QuarterlyReturn_Lag3,0.019601297908332628,0.7622748341325152
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100 - 2017Q1 to 2026Q4)",15,ClosingPrice_cur,0.01904186462857528,0.7813166987610904
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100 - 2017Q1 to 2026Q4)",16,DJIA_QoQ,0.01654684933731533,0.7978635480984058
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100 - 2017Q1 to 2026Q4)",17,GrossMargin_last1,0.015302227774365358,0.8131657758727712
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100 - 2017Q1 to 2026Q4)",18,SP500_QoQ,0.013211554637302905,0.8263773305100741
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100 - 2017Q1 to 2026Q4)",19,IXIC_QoQ,0.012462552095448396,0.8388398826055226
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100 - 2017Q1 to 2026Q4)",20,FnG_QoQ_Lag2,0.010541168912228609,0.8493810515177511
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300 - 2017Q1 to 2026Q4)",1,Spread_cur,0.2943250786824541,0.2943250786824541
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300 - 2017Q1 to 2026Q4)",2,TradingTurnover_cur,0.0655219035728481,0.3598469822553022
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300 - 2017Q1 to 2026Q4)",3,QuarterlyReturn_Lag1,0.05954354949568785,0.41939053175099006
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300 - 2017Q1 to 2026Q4)",4,TradingMoney_cur,0.058593013578477536,0.4779835453294676
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300 - 2017Q1 to 2026Q4)",5,TradingVolume_cur,0.055211704090838115,0.5331952494203057
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300 - 2017Q1 to 2026Q4)",6,Last3mCumulativeRevenue_last1,0.04032152911406359,0.5735167785343693
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300 - 2017Q1 to 2026Q4)",7,ROE_last1,0.02695681809216702,0.6004735966265363
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300 - 2017Q1 to 2026Q4)",8,Last3mCumulativeRevenueGrowthRate_last1,0.025441488493011366,0.6259150851195476
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300 - 2017Q1 to 2026Q4)",9,SOX_QoQ,0.024646058102156646,0.6505611432217043
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300 - 2017Q1 to 2026Q4)",10,ROA_last1,0.023621112712563456,0.6741822559342678
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300 - 2017Q1 to 2026Q4)",11,EPS_last1,0.02334526238976987,0.6975275183240377
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300 - 2017Q1 to 2026Q4)",12,QuarterlyReturn_Lag2,0.022018017906266805,0.7195455362303045
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300 - 2017Q1 to 2026Q4)",13,VIX_QoQ,0.02196710648500951,0.741512642715314
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300 - 2017Q1 to 2026Q4)",14,QuarterlyReturn_Lag3,0.021196653679400553,0.7627092963947146
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300 - 2017Q1 to 2026Q4)",15,ClosingPrice_cur,0.018313557810447217,0.7810228542051618
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300 - 2017Q1 to 2026Q4)",16,SP500_QoQ,0.016031298175392235,0.7970541523805541
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300 - 2017Q1 to 2026Q4)",17,DJIA_QoQ,0.015768105674855617,0.8128222580554098
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300 - 2017Q1 to 2026Q4)",18,GrossMargin_last1,0.014934642789112733,0.8277569008445225
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300 - 2017Q1 to 2026Q4)",19,IXIC_QoQ,0.011973382955927732,0.8397302838004502
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300 - 2017Q1 to 2026Q4)",20,VIX_QoQ_Lag1,0.010346846393466407,0.8500771301939166
"RF Model1 (max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 500 - 2017Q1 to 2026Q4)",1,Spread_cur,0.29673414161687967,0.29673414161687967
