Date,VIX,SOX,DJIA,IXIC,SP500,FnG
2018-01-08,9.52,1335.54,25283.0,7157.39,2747.71,75.0
2018-01-09,10.08,1322.57,25385.8,7163.58,2751.29,76.0
2018-01-10,9.82,1306.22,25369.13,7153.57,2748.23,75.0
2018-01-11,9.88,1314.34,25574.73,7211.78,2767.56,77.0
2018-01-12,10.16,1322.1,25803.19,7261.06,2786.24,79.0
2018-01-16,11.66,1325.97,25792.86,7223.69,2776.42,75.0
2018-01-17,11.91,1364.29,26115.65,7298.28,2802.56,75.0
2018-01-18,12.22,1370.56,26017.81,7296.05,2798.03,72.0
2018-01-19,11.27,1372.03,26071.72,7336.38,2810.3,80.0
2018-01-22,11.03,1382.41,26214.6,7408.03,2832.97,79.0
2018-01-23,11.1,1392.86,26210.81,7460.29,2839.13,78.0
2018-01-24,11.47,1360.68,26252.12,7415.06,2837.54,78.0
2018-01-25,11.58,1337.62,26392.79,7411.16,2839.25,77.0
2018-01-26,11.08,1381.27,26616.71,7505.77,2872.87,79.0
2018-01-29,13.84,1378.42,26439.48,7466.51,2853.53,68.0
2018-01-30,14.79,1350.44,26076.89,7402.48,2822.43,62.0
2018-01-31,13.54,1361.5,26149.39,7411.48,2823.81,61.0
2018-02-01,13.47,1355.07,26186.71,7385.86,2821.98,58.0
2018-02-02,17.31,1317.98,25520.96,7240.95,2762.13,40.0
2018-02-05,37.32,1255.81,24345.75,6967.53,2648.94,17.0
2018-02-06,29.98,1301.66,24912.77,7115.88,2695.14,18.0
2018-02-07,27.73,1272.5,24893.35,7051.98,2681.66,16.0
2018-02-08,33.46,1218.66,23860.46,6777.16,2581.0,8.0
2018-02-09,29.06,1255.81,24190.9,6874.49,2619.55,10.0
2018-02-12,25.61,1279.14,24601.27,6981.96,2656.0,12.0
2018-02-13,24.97,1278.51,24640.45,7013.51,2662.94,13.0
2018-02-14,19.26,1307.05,24893.49,7143.62,2698.63,11.0
2018-02-15,19.13,1322.95,25200.37,7256.43,2731.2,15.0
2018-02-16,19.46,1318.32,25219.38,7239.47,2732.22,18.0
2018-02-20,20.6,1341.53,24964.75,7234.31,2716.26,17.0
2018-02-21,20.02,1325.35,24797.78,7218.23,2701.33,18.0
2018-02-22,18.72,1322.09,24962.48,7210.09,2703.96,15.0
2018-02-23,16.49,1351.09,25309.99,7337.39,2747.3,18.0
2018-02-26,15.8,1380.27,25709.27,7421.46,2779.6,20.0
2018-02-27,18.59,1374.72,25410.03,7330.35,2744.28,17.0
2018-02-28,19.85,1362.02,25029.2,7273.01,2713.83,12.0
2018-03-01,22.47,1340.14,24608.98,7180.56,2677.67,8.0
2018-03-02,19.59,1363.78,24538.06,7257.87,2691.25,10.0
2018-03-05,18.73,1375.86,24874.76,7330.7,2720.94,14.0
2018-03-06,18.36,1396.47,24884.12,7372.01,2728.12,26.0
2018-03-07,17.76,1400.47,24801.36,7396.65,2726.8,20.0
2018-03-08,16.54,1402.05,24895.21,7427.95,2738.97,20.0
2018-03-09,14.64,1431.16,25335.74,7560.81,2786.57,44.0
2018-03-12,15.78,1445.9,25178.61,7588.32,2783.02,40.0
2018-03-13,16.35,1423.46,25007.03,7511.01,2765.31,36.0
2018-03-14,17.23,1423.5,24758.12,7496.81,2749.48,30.0
2018-03-15,16.59,1422.07,24873.66,7481.74,2747.33,21.0
2018-03-16,15.8,1422.54,24946.51,7481.99,2752.01,19.0
2018-03-19,19.02,1394.82,24610.91,7344.24,2712.92,14.0
2018-03-20,18.2,1405.5,24727.27,7364.3,2716.94,15.0
2018-03-21,17.86,1407.98,24682.31,7345.29,2711.93,16.0
2018-03-22,23.34,1368.98,23957.89,7166.68,2643.69,9.0
2018-03-23,24.87,1323.92,23533.2,6992.67,2588.26,7.0
2018-03-26,21.03,1380.1,24202.6,7220.54,2658.55,8.0
2018-03-27,22.5,1327.94,23857.71,7008.81,2612.62,7.0
2018-03-28,22.87,1299.82,23848.42,6949.23,2605.0,6.0
2018-03-29,19.97,1328.9,24103.11,7063.44,2640.87,8.0
2018-04-02,23.62,1277.01,23644.19,6870.12,2581.88,7.0
2018-04-03,21.1,1302.09,24033.36,6941.28,2614.45,9.0
2018-04-04,20.06,1319.01,24264.3,7042.11,2644.69,11.0
2018-04-05,18.94,1305.24,24505.22,7076.55,2662.84,13.0
2018-04-06,21.49,1265.25,23932.76,6915.11,2604.47,9.0
2018-04-09,21.77,1273.8,23979.1,6950.34,2613.16,12.0
2018-04-10,20.47,1314.54,24408.0,7094.3,2656.87,17.0
2018-04-11,20.24,1315.06,24189.45,7069.03,2642.19,17.0
2018-04-12,18.49,1339.66,24483.05,7140.25,2663.99,22.0
2018-04-13,17.41,1329.4,24360.14,7106.65,2656.3,23.0
2018-04-16,16.56,1332.52,24573.04,7156.28,2677.84,25.0
2018-04-17,15.25,1357.72,24786.63,7281.1,2706.39,28.0
2018-04-18,15.6,1343.78,24748.07,7295.24,2708.64,32.0
2018-04-19,15.96,1285.88,24664.89,7238.06,2693.13,32.0
2018-04-20,16.88,1270.83,24462.94,7146.13,2670.14,38.0
2018-04-23,16.34,1253.98,24448.69,7128.6,2670.29,40.0
2018-04-24,18.02,1243.67,24024.13,7007.35,2634.56,33.0
2018-04-25,17.84,1242.19,24083.83,7003.74,2639.4,38.0
2018-04-26,16.24,1268.21,24322.34,7118.68,2666.94,42.0
2018-04-27,15.41,1258.11,24311.19,7119.8,2669.91,40.0
2018-04-30,15.93,1244.4,24163.15,7066.27,2648.05,42.0
2018-05-01,15.49,1265.94,24099.05,7130.7,2654.8,42.0
2018-05-02,15.97,1259.42,23924.98,7100.9,2635.67,38.0
2018-05-03,15.9,1267.44,23930.15,7088.15,2629.73,32.0
2018-05-04,14.77,1296.73,24262.51,7209.62,2663.42,40.0
2018-05-07,14.75,1308.48,24357.32,7265.21,2672.63,44.0
2018-05-08,14.71,1318.02,24360.21,7266.9,2671.92,41.0
2018-05-09,13.42,1336.68,24542.54,7339.91,2697.79,49.0
2018-05-10,13.23,1360.72,24739.53,7404.97,2723.07,54.0
2018-05-11,12.65,1350.46,24831.17,7402.88,2727.72,55.0
2018-05-14,12.93,1367.5,24899.41,7411.32,2730.13,54.0
2018-05-15,14.63,1351.1,24706.41,7351.63,2711.45,52.0
2018-05-16,13.42,1370.1,24768.93,7398.3,2722.46,55.0
2018-05-17,13.43,1364.87,24713.98,7382.47,2720.13,55.0
2018-05-18,13.42,1345.2,24715.09,7354.34,2712.97,52.0
2018-05-21,13.08,1359.34,25013.29,7394.04,2733.01,56.0
2018-05-22,13.22,1366.97,24834.41,7378.46,2724.44,59.0
2018-05-23,12.58,1373.95,24886.81,7425.96,2733.29,54.0
2018-05-24,12.53,1378.72,24811.76,7424.43,2727.76,48.0
2018-05-25,13.22,1390.84,24753.09,7433.85,2721.33,44.0
2018-05-29,17.02,1380.92,24361.45,7396.59,2689.86,34.0
2018-05-30,14.94,1389.91,24667.78,7462.45,2724.01,42.0
2018-05-31,15.43,1379.0,24415.84,7442.12,2705.27,43.0
2018-06-01,13.46,1411.31,24635.21,7554.33,2734.62,52.0
2018-06-04,12.74,1422.67,24813.69,7606.46,2746.87,55.0
2018-06-05,12.4,1428.51,24799.98,7637.86,2748.8,58.0
2018-06-06,11.64,1437.94,25146.39,7689.24,2772.35,65.0
2018-06-07,12.13,1424.34,25241.41,7635.07,2770.37,62.0
2018-06-08,12.18,1412.29,25316.53,7645.51,2779.03,63.0
2018-06-11,12.35,1408.99,25322.31,7659.93,2782.0,65.0
2018-06-12,12.34,1416.37,25320.73,7703.79,2786.85,65.0
2018-06-13,12.94,1414.48,25201.2,7695.7,2775.63,63.0
2018-06-14,12.12,1423.12,25175.31,7761.04,2782.49,63.0
2018-06-15,11.98,1422.04,25090.48,7746.38,2779.66,61.0
2018-06-18,12.31,1407.91,24987.47,7747.03,2773.75,61.0
2018-06-19,13.35,1391.58,24700.21,7725.59,2762.59,53.0
2018-06-20,12.79,1398.6,24657.8,7781.51,2767.32,57.0
2018-06-21,14.64,1381.01,24461.7,7712.95,2749.76,52.0
2018-06-22,13.77,1371.0,24580.89,7692.82,2754.88,53.0
2018-06-25,17.33,1328.04,24252.8,7532.01,2717.07,42.0
2018-06-26,15.92,1333.4,24283.11,7561.63,2723.06,47.0
2018-06-27,17.91,1300.51,24117.59,7445.08,2699.63,36.0
2018-06-28,16.85,1311.64,24216.05,7503.68,2716.31,39.0
2018-06-29,16.09,1313.7,24271.41,7510.3,2718.37,34.0
2018-07-02,15.6,1321.81,24307.18,7567.69,2726.71,35.0
2018-07-03,16.14,1297.71,24174.82,7502.67,2713.22,32.0
2018-07-05,14.97,1332.96,24356.74,7586.43,2736.61,33.0
2018-07-06,13.37,1349.19,24456.48,7688.39,2759.82,40.0
2018-07-09,12.69,1358.03,24776.59,7756.2,2784.17,47.0
2018-07-10,12.64,1372.25,24919.66,7759.2,2793.84,49.0
2018-07-11,13.63,1336.71,24700.45,7716.61,2774.02,41.0
2018-07-12,12.58,1346.2,24924.89,7823.92,2798.29,49.0
2018-07-13,12.18,1340.83,25019.41,7825.98,2801.31,47.0
2018-07-16,12.83,1339.24,25064.36,7805.72,2798.43,45.0
2018-07-17,12.06,1358.99,25119.89,7855.12,2809.55,49.0
2018-07-18,12.1,1369.46,25199.29,7854.44,2815.62,56.0
2018-07-19,12.87,1365.82,25064.5,7825.3,2804.49,50.0
2018-07-20,12.86,1359.19,25058.12,7820.2,2801.83,53.0
2018-07-23,12.62,1361.38,25044.29,7841.87,2806.98,58.0
2018-07-24,12.41,1346.58,25241.94,7840.77,2820.4,64.0
2018-07-25,12.29,1353.15,25414.1,7932.24,2846.07,70.0
2018-07-26,12.14,1378.42,25527.07,7852.18,2837.44,72.0
2018-07-27,13.03,1372.24,25451.06,7737.42,2818.82,67.0
2018-07-30,14.26,1358.56,25306.83,7630.0,2802.6,64.0
2018-07-31,12.83,1367.47,25415.19,7671.79,2816.29,66.0
2018-08-01,13.15,1365.11,25333.82,7707.29,2813.36,66.0
2018-08-02,12.19,1378.83,25326.16,7802.69,2827.22,68.0
2018-08-03,11.64,1381.64,25462.58,7812.01,2840.35,71.0
2018-08-06,11.27,1389.22,25502.18,7859.68,2850.4,72.0
2018-08-07,10.93,1400.0,25628.91,7883.66,2858.45,73.0
2018-08-08,10.85,1403.77,25583.75,7888.33,2857.7,74.0
2018-08-09,11.27,1389.06,25509.23,7891.78,2853.58,70.0
2018-08-10,13.16,1354.8,25313.14,7839.11,2833.28,60.0
2018-08-13,14.78,1356.75,25187.7,7819.71,2821.93,56.0
2018-08-14,13.31,1354.19,25299.92,7870.89,2839.96,58.0
2018-08-15,14.64,1334.86,25162.41,7774.12,2818.37,46.0
2018-08-16,13.45,1333.09,25558.73,7806.52,2840.69,51.0
2018-08-17,12.64,1323.41,25669.32,7816.33,2850.13,54.0
2018-08-20,12.49,1322.1,25758.69,7821.01,2857.05,55.0
2018-08-21,12.86,1348.28,25822.29,7859.17,2862.96,61.0
2018-08-22,12.25,1354.53,25733.6,7889.1,2861.82,61.0
2018-08-23,12.41,1356.13,25656.98,7878.46,2856.98,59.0
2018-08-24,11.99,1375.88,25790.35,7945.98,2874.69,68.0
2018-08-27,12.16,1397.46,26049.64,8017.9,2896.74,77.0
2018-08-28,12.5,1402.95,26064.02,8030.04,2897.52,74.0
2018-08-29,12.25,1406.38,26124.57,8109.69,2914.04,78.0
2018-08-30,13.53,1393.17,25986.92,8088.36,2901.13,73.0
2018-08-31,12.86,1401.2,25964.82,8109.54,2901.52,71.0
2018-09-04,13.16,1410.93,25952.48,8091.25,2896.72,67.0
2018-09-05,13.91,1403.82,25974.99,7995.17,2888.6,62.0
2018-09-06,14.65,1366.35,25995.87,7922.73,2878.05,53.0
2018-09-07,14.88,1360.77,25916.54,7902.54,2871.68,52.0
2018-09-10,14.16,1375.74,25857.07,7924.16,2877.13,56.0
2018-09-11,13.22,1361.89,25971.06,7972.47,2887.89,59.0
2018-09-12,13.14,1346.02,25998.92,7954.23,2888.92,59.0
2018-09-13,12.37,1362.2,26145.99,8013.71,2904.18,72.0
2018-09-14,12.07,1377.31,26154.67,8010.04,2904.98,73.0
2018-09-17,13.68,1357.48,26062.12,7895.79,2888.8,67.0
2018-09-18,12.79,1368.87,26246.96,7956.11,2904.31,73.0
2018-09-19,11.75,1371.68,26405.76,7950.04,2907.95,71.0
2018-09-20,11.8,1387.67,26656.98,8028.23,2930.75,74.0
2018-09-21,11.68,1383.09,26743.5,7986.96,2929.67,75.0
2018-09-24,12.2,1388.46,26562.05,7993.25,2919.37,70.0
2018-09-25,12.42,1364.82,26492.21,8007.47,2915.56,64.0
2018-09-26,12.89,1351.85,26385.28,7990.37,2905.97,53.0
2018-09-27,12.41,1357.87,26439.93,8041.97,2914.0,48.0
2018-09-28,12.12,1366.74,26458.31,8046.35,2913.98,47.0
2018-10-01,12.0,1370.44,26651.21,8037.3,2924.59,49.0
2018-10-02,12.05,1370.87,26773.94,7999.55,2923.43,45.0
2018-10-03,11.61,1372.4,26828.39,8025.09,2925.51,51.0
2018-10-04,14.22,1347.16,26627.48,7879.51,2901.61,43.0
2018-10-05,14.82,1315.84,26447.05,7788.45,2885.57,33.0
2018-10-08,15.69,1301.0,26486.78,7735.95,2884.43,28.0
2018-10-09,15.95,1300.15,26430.57,7738.02,2880.34,23.0
2018-10-10,22.96,1242.1,25598.74,7422.05,2785.68,8.0
2018-10-11,24.98,1229.36,25052.83,7329.06,2728.37,5.0
2018-10-12,21.31,1253.58,25339.99,7496.89,2767.13,11.0
2018-10-15,21.3,1241.82,25250.55,7430.74,2750.79,11.0
2018-10-16,17.62,1282.95,25798.42,7645.49,2809.92,13.0
2018-10-17,17.4,1277.31,25706.68,7642.7,2809.21,14.0
2018-10-18,20.06,1245.3,25379.45,7485.14,2768.78,12.0
2018-10-19,19.89,1225.94,25444.34,7449.03,2767.78,14.0
2018-10-22,19.64,1234.2,25317.41,7468.63,2755.88,16.0
2018-10-23,20.71,1227.61,25191.43,7437.54,2740.69,12.0
2018-10-24,25.23,1146.41,24583.42,7108.4,2656.1,6.0
2018-10-25,24.22,1173.21,24984.55,7318.34,2705.57,9.0
2018-10-26,24.16,1153.0,24688.31,7167.21,2658.69,7.0
2018-10-29,24.7,1140.15,24442.92,7050.29,2641.25,7.0
2018-10-30,23.35,1187.57,24874.64,7161.65,2682.63,10.0
2018-10-31,21.23,1202.3,25115.76,7305.9,2711.74,7.0
2018-11-01,19.34,1258.08,25380.74,7434.06,2740.37,6.0
2018-11-02,19.51,1239.16,25270.83,7356.99,2723.06,8.0
2018-11-05,19.96,1228.6,25461.7,7328.85,2738.31,9.0
2018-11-06,19.91,1242.63,25635.01,7375.96,2755.45,12.0
2018-11-07,16.36,1257.47,26180.3,7570.75,2813.89,25.0
2018-11-08,16.72,1252.23,26191.22,7530.88,2806.83,29.0
2018-11-09,17.36,1229.05,25989.3,7406.9,2781.01,18.0
2018-11-12,20.45,1174.49,25387.18,7200.87,2726.22,11.0
2018-11-13,20.02,1190.37,25286.49,7200.87,2722.18,10.0
2018-11-14,21.25,1194.71,25080.5,7136.39,2701.58,7.0
2018-11-15,19.98,1234.62,25289.27,7259.03,2730.2,10.0
2018-11-16,18.14,1220.14,25413.22,7247.87,2736.27,10.0
2018-11-19,20.1,1173.01,25017.44,7028.48,2690.73,8.0
2018-11-20,22.48,1174.82,24465.64,6908.82,2641.89,7.0
2018-11-21,20.8,1179.73,24464.69,6972.25,2649.93,13.0
2018-11-23,21.52,1179.24,24285.95,6938.98,2632.56,9.0
2018-11-26,18.9,1201.72,24640.24,7081.85,2673.45,17.0
2018-11-27,19.02,1204.08,24748.73,7082.7,2682.17,19.0
2018-11-28,18.49,1231.45,25366.43,7291.59,2743.79,23.0
2018-11-29,18.79,1221.43,25338.84,7273.08,2737.76,23.0
2018-11-30,18.07,1239.6,25538.46,7330.54,2760.17,22.0
2018-12-03,16.44,1272.74,25826.43,7441.51,2790.37,32.0
2018-12-04,20.74,1209.35,25027.07,7158.43,2700.06,20.0
2018-12-06,21.19,1202.83,24947.67,7188.26,2695.95,15.0
2018-12-07,23.23,1157.86,24388.95,6969.25,2633.08,11.0
2018-12-10,22.64,1174.19,24423.26,7020.52,2637.72,9.0
2018-12-11,21.76,1181.48,24370.24,7031.83,2636.78,8.0
2018-12-12,21.46,1198.9,24527.27,7098.31,2651.07,10.0
2018-12-13,20.65,1194.59,24597.38,7070.33,2650.54,11.0
2018-12-14,21.63,1177.57,24100.51,6910.66,2599.95,8.0
2018-12-17,24.52,1162.46,23592.98,6753.73,2545.94,10.0
2018-12-18,25.58,1177.36,23675.64,6783.91,2546.16,8.0
2018-12-19,25.58,1127.44,23323.66,6636.83,2506.96,8.0
2018-12-20,28.38,1117.74,22859.6,6528.41,2467.42,5.0
2018-12-21,30.11,1101.29,22445.37,6332.99,2416.62,3.0
2018-12-24,36.07,1069.39,21792.2,6192.92,2351.1,2.0
2018-12-26,30.41,1131.1,22878.45,6554.36,2467.7,4.0
2018-12-27,29.96,1139.49,23138.82,6579.49,2488.83,8.0
2018-12-28,28.34,1147.37,23062.4,6584.52,2485.74,12.0
2018-12-31,25.42,1155.17,23327.46,6635.28,2506.85,12.0
2019-01-02,23.22,1165.3,23346.24,6665.94,2510.03,12.0
2019-01-03,25.45,1096.03,22686.22,6463.5,2447.89,10.0
2019-01-04,21.38,1143.96,23433.16,6738.86,2531.94,16.0
2019-01-07,21.4,1166.24,23531.35,6823.47,2549.69,19.0
2019-01-08,20.47,1160.55,23787.45,6897.0,2574.41,24.0
2019-01-09,19.98,1189.84,23879.12,6957.08,2584.96,27.0
2019-01-10,19.5,1201.4,24001.92,6986.07,2596.64,31.0
2019-01-11,18.19,1213.04,23995.95,6971.48,2596.26,30.0
2019-01-14,19.07,1194.28,23909.84,6905.92,2582.61,28.0
2019-01-15,18.6,1197.03,24065.59,7023.83,2610.3,31.0
2019-01-16,19.04,1187.19,24207.16,7034.69,2616.1,38.0
2019-01-17,18.06,1200.76,24370.1,7084.46,2635.96,44.0
2019-01-18,17.8,1228.33,24706.35,7157.23,2670.71,51.0
2019-01-22,20.8,1193.36,24404.48,7020.36,2632.9,51.0
2019-01-23,19.52,1185.95,24575.62,7025.77,2638.7,55.0
2019-01-24,18.89,1253.91,24553.24,7073.46,2642.33,58.0
2019-01-25,17.42,1281.16,24737.2,7164.86,2664.76,58.0
2019-01-28,18.87,1254.4,24528.22,7085.68,2643.85,55.0
2019-01-29,19.13,1236.25,24579.96,7028.29,2640.0,55.0
2019-01-30,17.66,1271.76,25014.86,7183.08,2681.05,58.0
2019-01-31,16.57,1272.09,24999.67,7281.74,2704.1,60.0
2019-02-01,16.14,1287.4,25063.89,7263.87,2706.53,61.0
2019-02-04,15.73,1293.88,25239.37,7347.54,2724.87,64.0
2019-02-05,15.57,1300.13,25411.52,7402.08,2737.7,64.0
2019-02-06,15.38,1333.76,25390.3,7375.28,2731.61,65.0
2019-02-07,16.37,1303.92,25169.53,7288.35,2706.05,62.0
2019-02-08,15.72,1302.42,25106.33,7298.2,2707.88,61.0
2019-02-11,15.97,1308.88,25053.11,7307.9,2709.8,62.0
2019-02-12,15.43,1336.72,25425.76,7414.62,2744.73,67.0
2019-02-13,15.65,1340.71,25543.27,7420.38,2753.03,67.0
2019-02-14,16.22,1344.11,25439.39,7426.95,2745.73,65.0
2019-02-15,14.91,1351.18,25883.25,7472.41,2775.6,70.0
2019-02-19,14.88,1348.49,25891.32,7486.77,2779.76,68.0
2019-02-20,14.02,1360.28,25954.44,7489.07,2784.7,70.0
2019-02-21,14.46,1350.25,25850.63,7459.71,2774.88,68.0
2019-02-22,13.51,1364.78,26031.81,7527.54,2792.67,69.0
2019-02-25,14.85,1375.95,26091.95,7554.46,2796.11,70.0
2019-02-26,15.17,1366.58,26057.98,7549.3,2793.9,70.0
2019-02-27,14.7,1349.87,25985.16,7554.51,2792.38,72.0
2019-02-28,14.78,1350.2,25916.0,7532.53,2784.49,72.0
2019-03-01,13.57,1363.13,26026.32,7595.35,2803.69,72.0
2019-03-04,14.63,1363.25,25819.65,7577.57,2792.81,66.0
2019-03-05,14.74,1356.9,25806.63,7576.36,2789.65,66.0
2019-03-06,15.74,1333.82,25673.46,7505.92,2771.45,63.0
2019-03-07,16.59,1319.09,25473.23,7421.46,2748.93,59.0
2019-03-08,16.05,1318.21,25450.24,7408.14,2743.07,55.0
2019-03-11,14.33,1349.88,25650.88,7558.06,2783.3,59.0
2019-03-12,13.77,1355.12,25554.66,7591.03,2791.52,58.0
2019-03-13,13.41,1360.77,25702.89,7643.41,2810.92,60.0
2019-03-14,13.5,1353.06,25709.94,7630.91,2808.48,60.0
2019-03-15,12.88,1392.36,25848.87,7688.53,2822.48,65.0
2019-03-18,13.1,1388.77,25914.1,7714.48,2832.94,65.0
2019-03-19,13.56,1407.35,25887.38,7723.95,2832.57,67.0
2019-03-20,13.91,1393.01,25745.67,7728.97,2824.23,62.0
2019-03-21,13.63,1441.83,25962.51,7838.96,2854.88,68.0
2019-03-22,16.48,1400.37,25502.32,7642.67,2800.71,59.0
2019-03-25,16.33,1382.75,25516.83,7637.54,2798.36,56.0
2019-03-26,14.68,1396.75,25657.73,7691.52,2818.46,54.0
2019-03-27,15.15,1376.48,25625.59,7643.38,2805.37,51.0
2019-03-28,14.43,1373.8,25717.46,7669.17,2815.44,48.0
2019-03-29,13.71,1395.51,25928.68,7729.32,2834.4,49.0
2019-04-01,13.4,1430.24,26258.42,7828.91,2867.19,54.0
2019-04-02,13.36,1431.63,26179.13,7848.69,2867.24,56.0
2019-04-03,13.74,1464.19,26218.13,7895.55,2873.4,62.0
2019-04-04,13.58,1465.89,26384.63,7891.78,2879.39,70.0
2019-04-05,12.82,1477.65,26424.99,7938.69,2892.74,74.0
2019-04-08,13.18,1481.38,26341.02,7953.88,2895.77,74.0
2019-04-09,14.28,1464.52,26150.58,7909.28,2878.2,70.0
2019-04-10,13.3,1477.16,26157.16,7964.24,2888.21,69.0
2019-04-11,13.02,1476.07,26143.05,7947.36,2888.32,68.0
2019-04-12,12.01,1497.12,26412.3,7984.16,2907.41,74.0
2019-04-15,12.32,1485.82,26384.77,7976.01,2905.58,68.0
2019-04-16,12.18,1533.22,26452.66,8000.23,2907.06,70.0
2019-04-17,12.6,1557.08,26449.54,7996.08,2900.45,71.0
2019-04-18,12.09,1558.13,26559.54,7998.06,2905.03,70.0
2019-04-22,12.42,1558.29,26511.05,8015.27,2907.97,71.0
2019-04-23,12.28,1574.05,26656.39,8120.82,2933.68,75.0
2019-04-24,13.14,1589.02,26597.05,8102.01,2927.25,70.0
2019-04-25,13.25,1560.32,26462.08,8106.29,2926.17,71.0
2019-04-26,12.73,1547.4,26543.33,8133.96,2939.88,72.0
2019-04-29,13.11,1544.44,26554.39,8149.39,2943.03,71.0
2019-04-30,13.12,1556.18,26592.91,8095.39,2945.83,66.0
2019-05-01,14.8,1543.48,26430.14,8049.64,2923.73,62.0
2019-05-02,14.42,1560.61,26307.79,8036.77,2917.52,59.0
2019-05-03,12.87,1570.7,26504.95,8164.0,2945.64,60.0
2019-05-06,15.44,1543.73,26438.48,8123.29,2932.47,55.0
2019-05-07,19.32,1506.32,25965.09,7963.76,2884.05,40.0
2019-05-08,19.4,1494.48,25967.33,7943.32,2879.42,42.0
2019-05-09,19.1,1476.8,25828.36,7910.59,2870.72,40.0
2019-05-10,16.04,1478.87,25942.37,7916.94,2881.4,44.0
2019-05-13,20.55,1408.95,25324.99,7647.02,2811.87,32.0
2019-05-14,18.06,1442.83,25532.05,7734.49,2834.41,35.0
2019-05-15,16.44,1454.5,25648.02,7822.15,2850.96,35.0
2019-05-16,15.29,1430.11,25862.68,7898.05,2876.32,39.0
2019-05-17,15.96,1402.01,25764.0,7816.28,2859.53,36.0
2019-05-20,16.31,1345.58,25679.9,7702.38,2840.23,34.0
2019-05-21,14.95,1374.21,25877.33,7785.72,2864.36,34.0
2019-05-22,14.75,1345.04,25776.61,7750.84,2856.27,32.0
2019-05-23,16.92,1322.84,25490.47,7628.28,2822.24,28.0
2019-05-24,15.85,1311.97,25585.69,7637.01,2826.06,27.0
2019-05-28,17.5,1300.3,25347.77,7607.35,2802.39,25.0
2019-05-29,17.9,1305.57,25126.41,7547.31,2783.02,23.0
2019-05-30,17.3,1315.29,25169.88,7567.72,2788.86,24.0
2019-05-31,18.71,1296.18,24815.04,7453.15,2752.06,24.0
2019-06-03,18.86,1300.52,24819.78,7333.02,2744.45,23.0
2019-06-04,16.97,1355.26,25332.18,7527.12,2803.27,26.0
2019-06-05,16.09,1345.1,25539.57,7575.48,2826.15,29.0
2019-06-06,15.93,1363.13,25720.66,7615.55,2843.49,29.0
2019-06-07,16.3,1378.81,25983.94,7742.1,2873.34,32.0
2019-06-10,15.94,1413.89,26062.68,7823.17,2886.73,37.0
2019-06-11,15.99,1418.02,26048.51,7822.57,2885.72,36.0
2019-06-12,15.91,1384.95,26004.83,7792.72,2879.84,34.0
2019-06-13,15.82,1392.94,26106.77,7837.13,2891.64,39.0
2019-06-14,15.28,1356.55,26089.61,7796.66,2886.98,38.0
2019-06-17,15.35,1347.86,26112.53,7845.02,2889.67,37.0
2019-06-18,15.15,1406.16,26465.54,7953.88,2917.75,44.0
2019-06-19,14.33,1407.3,26504.0,7987.32,2926.46,42.0
2019-06-20,14.75,1421.03,26753.17,8051.34,2954.18,45.0
2019-06-21,15.4,1410.5,26719.13,8031.71,2950.46,50.0
2019-06-24,15.26,1412.08,26727.54,8005.7,2945.35,50.0
2019-06-25,16.28,1391.12,26548.22,7884.72,2917.38,44.0
2019-06-26,16.21,1435.83,26536.82,7909.97,2913.78,48.0
2019-06-27,15.82,1456.9,26526.58,7967.76,2924.92,47.0
2019-06-28,15.08,1458.96,26599.96,8006.24,2941.76,50.0
2019-07-01,14.06,1497.55,26717.43,8091.16,2964.33,55.0
2019-07-02,12.93,1476.83,26786.68,8109.09,2973.01,56.0
2019-07-03,12.57,1470.49,26966.0,8170.23,2995.82,63.0
2019-07-05,13.28,1461.7,26922.12,8161.79,2990.41,61.0
2019-07-08,13.96,1450.41,26806.14,8098.38,2975.95,59.0
2019-07-09,14.09,1461.21,26783.49,8141.73,2979.63,56.0
2019-07-10,13.03,1471.51,26860.2,8202.53,2993.07,58.0
2019-07-11,12.93,1476.28,27088.08,8196.04,2999.91,62.0
2019-07-12,12.39,1504.28,27332.03,8244.14,3013.77,64.0
2019-07-15,12.68,1515.92,27359.16,8258.19,3014.3,57.0
2019-07-16,12.86,1499.64,27335.63,8222.8,3004.04,55.0
2019-07-17,13.97,1503.87,27219.85,8185.21,2984.42,47.0
2019-07-18,13.53,1526.97,27222.97,8207.24,2995.11,47.0
2019-07-19,14.45,1523.91,27154.2,8146.49,2976.61,44.0
2019-07-22,13.53,1554.09,27171.9,8204.14,2985.03,44.0
2019-07-23,12.61,1573.27,27349.19,8251.4,3005.47,50.0
2019-07-24,12.07,1622.02,27269.97,8321.5,3019.56,57.0
2019-07-25,12.74,1594.12,27140.98,8238.54,3003.67,55.0
2019-07-26,12.16,1593.86,27192.45,8330.21,3025.86,60.0
2019-07-29,12.83,1598.02,27221.35,8293.33,3020.97,58.0
2019-07-30,13.94,1593.82,27198.02,8273.61,3013.18,53.0
2019-07-31,16.12,1542.44,26864.27,8175.42,2980.38,48.0
2019-08-01,17.87,1511.98,26583.42,8111.12,2953.56,43.0
2019-08-02,17.61,1488.43,26485.01,8004.07,2932.05,36.0
2019-08-05,24.59,1423.52,25717.74,7726.04,2844.74,22.0
2019-08-06,20.17,1441.77,26029.52,7833.27,2881.77,27.0
2019-08-07,19.49,1452.12,26007.07,7862.83,2883.98,25.0
2019-08-08,16.91,1491.26,26378.19,8039.16,2938.09,25.0
