Date,VIX,SOX,DJIA,IXIC,SP500,FnG
2019-08-09,17.97,1464.34,26287.44,7959.14,2918.65,25.0
2019-08-12,21.09,1446.98,25907.37,7863.41,2883.75,23.0
2019-08-13,17.52,1489.66,26279.91,8016.36,2926.32,27.0
2019-08-14,22.1,1442.54,25479.42,7773.94,2840.6,21.0
2019-08-15,21.18,1439.29,25579.39,7766.62,2847.6,19.0
2019-08-16,18.47,1479.25,25886.01,7895.99,2888.68,20.0
2019-08-19,16.88,1506.99,26135.79,8002.81,2923.65,26.0
2019-08-20,17.5,1498.9,25962.44,7948.56,2900.51,23.0
2019-08-21,15.8,1512.72,26202.73,8020.21,2924.43,25.0
2019-08-22,16.68,1512.25,26252.24,7991.39,2922.95,25.0
2019-08-23,19.87,1446.38,25628.9,7751.77,2847.11,18.0
2019-08-26,19.32,1458.88,25898.83,7853.74,2878.38,19.0
2019-08-27,20.31,1454.12,25777.9,7826.95,2869.16,16.0
2019-08-28,19.35,1462.85,26036.1,7856.88,2887.94,18.0
2019-08-29,17.88,1495.82,26362.25,7973.39,2924.58,26.0
2019-08-30,18.98,1504.92,26403.28,7962.88,2926.46,23.0
2019-09-03,19.66,1478.32,26118.02,7874.16,2906.27,25.0
2019-09-04,17.33,1519.55,26355.47,7976.88,2937.78,28.0
2019-09-05,16.27,1566.21,26728.15,8116.83,2976.0,39.0
2019-09-06,15.0,1568.34,26797.46,8103.07,2978.71,35.0
2019-09-09,15.27,1576.39,26835.51,8087.44,2978.43,45.0
2019-09-10,15.2,1583.15,26909.43,8084.16,2979.39,55.0
2019-09-11,14.61,1606.19,27137.04,8169.68,3000.93,57.0
2019-09-12,14.22,1610.79,27182.45,8194.47,3009.57,65.0
2019-09-13,13.74,1605.65,27219.52,8176.71,3007.39,68.0
2019-09-16,14.67,1594.49,27076.82,8153.54,2997.96,67.0
2019-09-17,14.44,1599.74,27110.8,8186.02,3005.7,66.0
2019-09-18,13.95,1600.95,27147.08,8177.39,3006.73,66.0
2019-09-19,14.05,1592.07,27094.79,8182.88,3006.79,63.0
2019-09-20,15.32,1563.0,26935.07,8117.67,2992.07,58.0
2019-09-23,14.91,1578.09,26949.99,8112.46,2991.78,59.0
2019-09-24,17.05,1551.99,26807.77,7993.63,2966.6,54.0
2019-09-25,15.96,1579.56,26970.71,8077.38,2984.87,59.0
2019-09-26,16.07,1580.1,26891.12,8030.66,2977.62,57.0
2019-09-27,17.22,1542.87,26820.25,7939.63,2961.79,52.0
2019-09-30,16.24,1558.75,26916.83,7999.33,2976.74,54.0
2019-10-01,18.56,1544.2,26573.04,7908.67,2940.25,48.0
2019-10-02,20.56,1519.77,26078.62,7785.23,2887.61,34.0
2019-10-03,19.12,1545.76,26201.04,7872.25,2910.63,29.0
2019-10-04,17.04,1574.39,26573.72,7982.46,2952.01,32.0
2019-10-07,17.86,1563.17,26478.02,7956.28,2938.79,30.0
2019-10-08,20.28,1514.45,26164.04,7823.76,2893.06,29.0
2019-10-09,18.64,1540.85,26346.01,7903.73,2919.4,30.0
2019-10-10,17.57,1555.79,26496.67,7950.77,2938.13,36.0
2019-10-11,15.58,1591.13,26816.59,8057.04,2970.27,42.0
2019-10-14,14.57,1590.4,26787.36,8048.65,2966.15,42.0
2019-10-15,13.54,1625.69,27024.8,8148.71,2995.68,42.0
2019-10-16,13.68,1601.79,27001.98,8124.18,2989.69,47.0
2019-10-17,13.79,1607.16,27025.88,8156.85,2997.95,50.0
2019-10-18,14.25,1590.09,26770.2,8089.54,2986.2,50.0
2019-10-21,14.0,1620.04,26827.64,8162.99,3006.72,56.0
2019-10-22,14.46,1607.6,26788.1,8104.3,2995.99,59.0
2019-10-23,14.01,1576.58,26833.95,8119.79,3004.52,55.0
2019-10-24,13.71,1615.51,26805.53,8185.8,3010.29,57.0
2019-10-25,12.65,1648.67,26958.06,8243.12,3022.55,62.0
2019-10-28,13.11,1677.57,27090.72,8325.99,3039.42,67.0
2019-10-29,13.2,1662.46,27071.42,8276.85,3036.89,71.0
2019-10-30,12.33,1661.46,27186.69,8303.98,3046.77,75.0
2019-10-31,13.22,1651.22,27046.23,8292.36,3037.56,72.0
2019-11-01,12.3,1689.93,27347.36,8386.4,3066.91,80.0
2019-11-04,12.83,1726.92,27462.11,8433.2,3078.27,86.0
2019-11-05,13.1,1730.15,27492.63,8434.68,3074.62,89.0
2019-11-06,12.62,1715.67,27492.56,8410.63,3076.78,88.0
2019-11-07,12.73,1727.68,27674.8,8434.52,3085.18,91.0
2019-11-08,12.07,1736.78,27681.24,8475.31,3093.08,91.0
2019-11-11,12.69,1727.59,27691.49,8464.28,3087.01,89.0
2019-11-12,12.68,1732.42,27691.49,8486.09,3091.84,88.0
2019-11-13,13.0,1732.86,27783.59,8482.1,3094.04,87.0
2019-11-14,13.05,1727.59,27781.96,8479.02,3096.63,83.0
2019-11-15,12.05,1742.93,28004.89,8540.83,3120.46,87.0
2019-11-18,12.46,1738.78,28036.22,8549.94,3122.03,83.0
2019-11-19,12.86,1730.5,27934.02,8570.66,3120.18,80.0
2019-11-20,12.78,1710.14,27821.09,8526.73,3108.46,74.0
2019-11-21,13.13,1690.83,27766.29,8506.21,3103.54,70.0
2019-11-22,12.34,1690.79,27875.62,8519.88,3110.29,69.0
2019-11-25,11.87,1731.95,28066.47,8632.49,3133.64,70.0
2019-11-26,11.54,1723.26,28121.68,8647.93,3140.52,69.0
2019-11-27,11.75,1735.91,28164.0,8705.18,3153.63,78.0
2019-11-29,12.62,1716.84,28051.41,8665.47,3140.98,78.0
2019-12-02,14.91,1691.75,27783.04,8567.99,3113.87,74.0
2019-12-03,15.96,1665.71,27502.81,8520.64,3093.2,63.0
2019-12-04,14.8,1691.45,27649.78,8566.67,3112.76,67.0
2019-12-05,14.52,1697.66,27677.79,8570.7,3117.43,67.0
2019-12-06,13.62,1724.21,28015.06,8656.53,3145.91,70.0
2019-12-09,15.86,1714.98,27909.6,8621.83,3135.96,68.0
2019-12-10,15.68,1720.9,27881.72,8616.18,3132.52,65.0
2019-12-11,14.99,1759.2,27911.3,8654.05,3141.63,61.0
2019-12-12,13.94,1806.87,28132.05,8717.32,3168.57,74.0
2019-12-13,12.63,1796.04,28135.38,8734.88,3168.8,75.0
2019-12-16,12.14,1813.31,28235.89,8814.23,3191.45,82.0
2019-12-17,12.29,1821.92,28267.16,8823.36,3192.52,85.0
2019-12-18,12.58,1820.29,28239.28,8827.73,3191.14,87.0
2019-12-19,12.5,1834.97,28376.96,8887.22,3205.37,90.0
2019-12-20,12.51,1853.87,28455.09,8924.96,3221.22,91.0
2019-12-23,12.61,1857.12,28551.53,8945.65,3224.01,92.0
2019-12-24,12.67,1862.2,28515.45,8952.88,3223.38,91.0
2019-12-26,12.65,1864.49,28621.39,9022.39,3239.91,93.0
2019-12-27,13.43,1858.59,28645.26,9006.62,3240.02,91.0
2019-12-30,14.82,1844.39,28462.14,8945.99,3221.29,90.0
2019-12-31,13.78,1849.62,28538.44,8972.6,3230.78,93.0
2020-01-02,12.47,1887.91,28868.8,9092.19,3257.85,97.0
2020-01-03,14.02,1853.98,28634.88,9020.77,3234.85,93.0
2020-01-06,13.85,1834.68,28703.38,9071.46,3246.28,93.0
2020-01-07,13.79,1867.28,28583.68,9068.58,3237.18,89.0
2020-01-08,13.45,1867.59,28745.09,9129.24,3253.05,92.0
2020-01-09,12.54,1878.73,28956.9,9203.43,3274.7,93.0
2020-01-10,12.56,1866.35,28823.77,9178.86,3265.35,91.0
2020-01-13,12.32,1890.79,28907.05,9273.93,3288.13,90.0
2020-01-14,12.39,1894.64,28939.67,9251.33,3283.15,90.0
2020-01-15,12.42,1872.16,29030.22,9258.7,3289.29,86.0
2020-01-16,12.32,1903.93,29297.64,9357.13,3316.81,89.0
2020-01-17,12.1,1916.62,29348.1,9388.94,3329.62,89.0
2020-01-21,12.85,1915.0,29196.04,9370.81,3320.79,81.0
2020-01-22,12.91,1930.23,29186.27,9383.77,3321.75,74.0
2020-01-23,12.98,1945.37,29160.09,9402.48,3325.54,68.0
2020-01-24,14.56,1924.03,28989.73,9314.91,3295.47,62.0
2020-01-27,18.23,1848.86,28535.8,9139.31,3243.63,47.0
2020-01-28,16.28,1893.27,28722.85,9269.68,3276.24,53.0
2020-01-29,16.39,1858.7,28734.45,9275.16,3273.4,52.0
2020-01-30,15.49,1855.8,28859.44,9298.93,3283.66,56.0
2020-01-31,18.84,1789.93,28256.03,9150.94,3225.52,44.0
2020-02-03,17.97,1812.18,28399.81,9273.4,3248.92,46.0
2020-02-04,16.05,1868.65,28807.63,9467.97,3297.59,55.0
2020-02-05,15.15,1909.52,29290.85,9508.68,3334.69,60.0
2020-02-06,14.96,1909.64,29379.77,9572.15,3345.78,63.0
2020-02-07,15.47,1864.36,29102.51,9520.51,3327.71,57.0
2020-02-10,15.04,1892.8,29276.82,9628.39,3352.09,57.0
2020-02-11,15.18,1931.08,29276.34,9638.94,3357.75,56.0
2020-02-12,13.74,1958.82,29551.42,9725.96,3379.45,60.0
2020-02-13,14.15,1960.34,29423.31,9711.97,3373.94,58.0
2020-02-14,13.68,1956.56,29398.08,9731.18,3380.16,55.0
2020-02-18,14.83,1929.12,29232.19,9732.74,3370.29,51.0
2020-02-19,14.38,1979.5,29348.03,9817.18,3386.15,53.0
2020-02-20,15.56,1949.25,29219.98,9750.96,3373.23,49.0
2020-02-21,17.08,1891.05,28992.41,9576.59,3337.75,44.0
2020-02-24,25.03,1801.23,27960.8,9221.28,3225.89,29.0
2020-02-25,27.85,1746.11,27081.36,8965.61,3128.21,22.0
2020-02-26,27.56,1749.95,26957.59,8980.77,3116.39,21.0
2020-02-27,39.16,1668.65,25766.64,8566.48,2978.76,13.0
2020-02-28,40.11,1705.54,25409.36,8567.37,2954.22,10.0
2020-03-02,33.42,1765.38,26703.32,8952.16,3090.23,12.0
2020-03-03,36.82,1705.26,25917.41,8684.09,3003.37,10.0
2020-03-04,31.99,1789.57,27090.86,9018.09,3130.12,15.0
2020-03-05,39.62,1734.03,26121.28,8738.6,3023.94,9.0
2020-03-06,41.94,1699.89,25864.78,8575.62,2972.37,6.0
2020-03-09,54.46,1558.16,23851.02,7950.68,2746.56,3.0
2020-03-10,47.3,1656.5,25018.16,8344.25,2882.23,6.0
2020-03-11,53.9,1562.54,23553.22,7952.05,2741.38,4.0
2020-03-12,75.47,1392.11,21200.62,7201.8,2480.64,2.0
2020-03-13,57.83,1544.26,23185.62,7874.88,2711.02,5.0
2020-03-16,82.69,1298.78,20188.52,6904.59,2386.13,3.0
2020-03-17,75.91,1426.52,21237.38,7334.78,2529.19,5.0
2020-03-18,76.45,1286.84,19898.92,6989.84,2398.1,5.0
2020-03-19,72.0,1341.22,20087.19,7150.58,2409.39,7.0
2020-03-20,66.04,1298.54,19173.98,6879.52,2304.92,8.0
2020-03-23,61.59,1342.12,18591.93,6860.67,2237.4,5.0
2020-03-24,61.67,1491.83,20704.91,7417.86,2447.33,13.0
2020-03-25,63.95,1472.57,21200.55,7384.3,2475.56,17.0
2020-03-26,61.0,1572.61,22552.17,7797.54,2630.07,22.0
2020-03-27,65.54,1488.75,21636.78,7502.38,2541.47,23.0
2020-03-30,57.08,1545.31,22327.48,7774.15,2626.65,25.0
2020-03-31,53.54,1510.59,21917.16,7700.1,2584.59,25.0
2020-04-01,57.06,1427.73,20943.51,7360.58,2470.5,22.0
2020-04-02,50.91,1474.61,21413.44,7487.31,2526.9,22.0
2020-04-03,46.8,1443.04,21052.53,7373.08,2488.65,22.0
2020-04-06,45.24,1592.88,22679.99,7913.24,2663.68,32.0
2020-04-07,46.7,1585.38,22653.86,7887.26,2659.41,26.0
2020-04-08,43.35,1639.89,23433.57,8090.9,2749.98,33.0
2020-04-09,41.67,1601.73,23719.37,8153.58,2789.82,43.0
2020-04-13,41.17,1623.68,23390.77,8192.42,2761.63,36.0
2020-04-14,37.76,1695.76,23949.76,8515.74,2846.06,45.0
2020-04-15,40.84,1647.91,23504.35,8393.18,2783.36,41.0
2020-04-16,40.11,1690.87,23537.68,8532.36,2799.55,42.0
2020-04-17,38.15,1705.64,24242.49,8650.14,2874.56,44.0
2020-04-20,43.83,1667.57,23650.44,8560.73,2823.16,41.0
2020-04-21,45.41,1588.7,23018.88,8263.23,2736.56,40.0
2020-04-22,41.98,1682.12,23475.82,8495.38,2799.31,41.0
2020-04-23,41.38,1664.67,23515.26,8494.75,2797.8,40.0
2020-04-24,35.93,1702.56,23775.27,8634.52,2836.74,39.0
2020-04-27,33.29,1725.04,24133.78,8730.16,2878.48,43.0
2020-04-28,33.57,1713.21,24101.55,8607.73,2863.39,41.0
2020-04-29,31.23,1797.76,24633.86,8914.71,2939.51,46.0
2020-04-30,34.15,1731.24,24345.72,8889.55,2912.43,47.0
2020-05-01,37.19,1644.4,23723.69,8604.95,2830.71,42.0
2020-05-04,35.97,1661.3,23749.76,8710.71,2842.74,44.0
2020-05-05,33.61,1689.5,23883.09,8809.12,2868.44,44.0
2020-05-06,34.12,1707.75,23664.64,8854.39,2848.42,40.0
2020-05-07,31.44,1724.93,23875.89,8979.66,2881.19,41.0
2020-05-08,27.98,1775.61,24331.32,9121.32,2929.8,45.0
2020-05-11,27.57,1774.31,24221.99,9192.34,2930.32,44.0
2020-05-12,33.04,1725.24,23764.78,9002.55,2870.12,38.0
2020-05-13,35.28,1691.57,23247.97,8863.17,2820.0,38.0
2020-05-14,32.61,1739.05,23625.34,8943.72,2852.5,39.0
2020-05-15,31.89,1700.89,23685.42,9014.56,2863.7,39.0
2020-05-18,29.3,1782.54,24597.37,9234.83,2953.91,49.0
2020-05-19,30.53,1775.61,24206.86,9185.1,2922.94,47.0
2020-05-20,27.99,1840.79,24575.9,9375.78,2971.61,53.0
2020-05-21,29.53,1790.96,24474.12,9284.88,2948.51,52.0
2020-05-22,28.16,1802.31,24465.16,9324.59,2955.45,50.0
2020-05-26,28.01,1820.51,24995.11,9340.22,2991.77,51.0
2020-05-27,27.62,1847.31,25548.27,9412.36,3036.13,54.0
2020-05-28,28.59,1804.66,25400.64,9368.99,3029.73,50.0
2020-05-29,27.51,1852.49,25383.11,9489.87,3044.31,52.0
2020-06-01,28.23,1843.24,25475.02,9552.05,3055.73,58.0
2020-06-02,26.84,1883.41,25742.65,9608.37,3080.82,58.0
2020-06-03,25.66,1937.47,26269.89,9682.91,3122.87,61.0
2020-06-04,25.81,1953.47,26281.82,9615.81,3112.35,62.0
2020-06-05,24.52,2003.76,27110.98,9814.08,3193.93,66.0
2020-07-09,29.26,2076.72,25706.09,10547.75,3152.05,53.0
2020-07-10,27.29,2069.79,26075.3,10617.44,3185.04,59.0
2020-07-13,32.19,2034.14,26085.8,10390.84,3155.22,53.0
2020-07-14,29.52,2069.79,26642.59,10488.58,3197.52,62.0
2020-07-15,27.76,2064.17,26870.1,10550.49,3226.56,63.0
2020-07-16,28.0,2055.92,26734.71,10473.83,3215.57,62.0
2020-07-17,25.68,2068.99,26671.95,10503.19,3224.73,63.0
2020-07-20,24.46,2110.47,26680.87,10767.09,3251.84,66.0
2020-07-21,24.84,2096.59,26840.4,10680.36,3257.3,65.0
2020-07-22,24.32,2105.43,27005.84,10706.13,3276.02,65.0
2020-07-23,26.08,2070.97,26652.33,10461.42,3235.66,68.0
2020-07-24,25.84,2038.71,26469.89,10363.18,3215.63,63.0
2020-07-27,24.74,2104.62,26584.77,10536.27,3239.41,66.0
2020-07-28,25.44,2060.4,26379.28,10402.09,3218.44,62.0
2020-07-29,24.1,2106.3,26539.57,10542.94,3258.44,65.0
2020-07-30,24.76,2147.55,26313.65,10587.81,3246.22,61.0
2020-07-31,24.46,2136.41,26428.32,10745.27,3271.12,65.0
2020-08-03,24.28,2177.27,26664.4,10902.8,3294.61,67.0
2020-08-04,23.76,2209.81,26828.47,10941.17,3306.51,68.0
2020-08-05,22.99,2207.56,27201.52,10998.4,3327.77,70.0
2020-08-06,22.65,2204.94,27386.98,11108.07,3349.16,74.0
2020-08-07,22.21,2178.86,27433.48,11010.98,3351.28,72.0
2020-08-10,22.13,2179.6,27791.44,10968.36,3360.47,75.0
2020-08-11,24.03,2154.79,27686.91,10782.82,3333.69,71.0
2020-08-12,22.28,2227.22,27976.84,11012.24,3380.35,74.0
2020-08-13,22.13,2202.41,27896.72,11042.5,3373.43,72.0
2020-08-14,22.05,2200.81,27931.02,11019.3,3372.85,72.0
2020-08-17,21.35,2227.61,27844.91,11129.73,3381.99,71.0
2020-08-18,21.51,2214.66,27778.07,11210.84,3389.78,70.0
2020-08-19,22.54,2200.77,27692.88,11146.46,3374.85,68.0
2020-08-20,22.72,2181.04,27739.73,11264.95,3385.51,70.0
2020-08-21,22.54,2198.33,27930.33,11311.8,3397.16,70.0
2020-08-24,22.37,2219.37,28308.46,11379.72,3431.28,73.0
2020-08-25,22.03,2243.06,28248.44,11466.47,3443.62,74.0
2020-08-26,23.27,2250.23,28331.92,11665.06,3478.73,75.0
2020-08-27,24.47,2220.15,28492.27,11625.34,3484.55,76.0
2020-08-28,22.96,2264.14,28653.87,11695.63,3508.01,78.0
2020-08-31,26.41,2260.43,28430.05,11775.46,3500.31,74.0
2020-09-01,26.12,2304.68,28645.66,11939.67,3526.65,77.0
2020-09-02,26.57,2370.18,29100.5,12056.44,3580.84,78.0
2020-09-03,33.6,2234.23,28292.73,11458.1,3455.06,58.0
2020-09-04,30.75,2212.73,28133.31,11313.13,3426.96,59.0
2020-09-08,31.46,2108.61,27500.89,10847.69,3331.84,54.0
2020-09-09,28.81,2169.61,27940.47,11141.56,3398.96,66.0
2020-09-10,29.71,2137.78,27534.58,10919.59,3339.19,59.0
2020-09-11,26.87,2136.37,27665.64,10853.55,3340.97,58.0
2020-09-14,25.85,2181.75,27993.33,11056.65,3383.54,59.0
2020-09-15,25.59,2219.19,27995.6,11190.32,3401.2,59.0
2020-09-16,26.04,2195.54,28032.38,11050.47,3385.49,56.0
2020-09-17,26.46,2194.15,27901.98,10910.28,3357.01,53.0
2020-09-18,25.83,2160.97,27657.42,10793.28,3319.47,52.0
2020-09-21,27.78,2154.28,27147.7,10778.94,3281.06,51.0
2020-09-22,26.86,2180.26,27288.18,10963.77,3315.57,52.0
2020-09-23,28.58,2126.69,26763.13,10633.15,3236.92,46.0
2020-09-24,28.51,2147.42,26815.44,10672.43,3246.59,48.0
2020-09-25,26.38,2177.84,27173.96,10913.73,3298.46,49.0
2020-09-28,26.19,2237.64,27584.06,11117.7,3351.6,50.0
2020-09-29,26.27,2242.52,27452.66,11085.42,3335.47,44.0
2020-09-30,26.37,2244.12,27781.7,11167.68,3363.0,45.0
2020-10-01,26.7,2291.77,27816.9,11326.61,3380.8,41.0
2020-10-02,27.63,2221.12,27682.81,11075.11,3348.44,40.0
2020-10-05,27.96,2295.56,28148.64,11332.58,3408.63,45.0
2020-10-06,29.48,2281.09,27772.76,11154.7,3360.95,44.0
2020-10-07,28.06,2328.84,28303.46,11364.7,3419.45,51.0
2020-10-08,26.36,2356.16,28425.51,11421.08,3446.83,53.0
2020-10-09,25.0,2398.04,28586.9,11580.05,3477.13,55.0
2020-10-12,25.07,2433.48,28837.52,11876.36,3534.22,60.0
2020-10-13,26.07,2430.13,28679.81,11864.0,3511.93,56.0
2020-10-14,26.4,2417.2,28514.0,11768.83,3488.67,55.0
2020-10-15,26.97,2411.13,28494.2,11713.97,3483.34,59.0
2020-10-16,27.41,2399.76,28606.31,11671.66,3483.81,62.0
2020-10-19,29.18,2385.85,28195.42,11478.98,3426.92,59.0
2020-10-20,29.35,2385.82,28308.79,11516.49,3443.12,58.0
2020-10-21,28.65,2367.26,28210.82,11484.69,3435.56,63.0
2020-10-22,28.11,2370.45,28363.66,11506.01,3453.49,69.0
2020-10-23,27.55,2360.23,28335.57,11548.28,3465.39,67.0
2020-10-26,32.46,2308.45,27685.38,11358.94,3400.97,44.0
2020-10-27,33.35,2300.91,27463.19,11431.35,3390.68,47.0
2020-10-28,40.28,2222.98,26519.95,11004.87,3271.03,33.0
2020-10-29,37.59,2283.65,26659.11,11185.59,3310.11,33.0
2020-10-30,38.02,2246.15,26501.6,10911.59,3269.96,29.0
2020-11-02,37.13,2260.07,26925.05,10957.61,3310.24,25.0
2020-11-03,35.55,2302.73,27480.03,11160.57,3369.16,32.0
2020-11-04,29.57,2384.22,27847.66,11590.78,3443.44,36.0
2020-11-05,27.58,2489.16,28390.18,11890.93,3510.45,41.0
2020-11-06,24.86,2529.27,28323.4,11895.23,3509.44,40.0
2020-11-09,25.75,2497.59,29157.97,11713.78,3550.5,54.0
2020-11-10,24.8,2422.33,29420.92,11553.86,3545.53,58.0
2020-11-11,23.45,2511.24,29397.63,11786.43,3572.66,66.0
2020-11-12,25.35,2478.43,29080.17,11709.59,3537.01,55.0
2020-11-13,23.1,2508.82,29479.81,11829.29,3585.15,59.0
2020-11-16,22.45,2570.98,29950.44,11924.13,3626.91,71.0
2020-11-17,22.71,2548.96,29783.35,11899.34,3609.53,67.0
2020-11-18,23.84,2530.59,29438.42,11801.6,3567.79,63.0
2020-11-19,23.11,2570.22,29483.23,11904.71,3581.87,64.0
2020-11-20,23.7,2555.5,29263.48,11854.97,3557.54,62.0
2020-11-23,22.66,2595.25,29591.27,11881.17,3577.59,75.0
2020-11-24,21.64,2609.01,30046.24,12037.33,3635.41,88.0
2020-11-25,21.25,2600.24,29872.47,12094.4,3629.65,91.0
2020-11-27,20.84,2631.56,29910.37,12205.85,3638.35,92.0
2020-11-30,20.57,2663.49,29638.64,12198.74,3621.63,88.0
2020-12-01,20.77,2709.73,29823.92,12355.11,3662.45,85.0
2020-12-02,21.17,2716.35,29883.79,12349.37,3669.01,87.0
2020-12-03,21.28,2716.15,29969.52,12377.18,3666.72,85.0
2020-12-04,20.79,2793.03,30218.26,12464.23,3699.12,89.0
2020-12-07,21.3,2806.61,30069.79,12519.95,3691.96,88.0
2020-12-08,20.68,2816.27,30173.88,12582.77,3702.25,82.0
2020-12-09,22.27,2734.77,30068.81,12338.95,3672.82,80.0
2020-12-10,22.52,2733.67,29999.26,12405.81,3668.1,77.0
2020-12-11,23.31,2704.08,30046.37,12377.87,3663.46,76.0
2020-12-14,24.72,2736.25,29861.55,12440.04,3647.49,69.0
2020-12-15,22.89,2774.79,30199.31,12595.06,3694.62,69.0
2020-12-16,22.5,2773.42,30154.54,12658.19,3701.17,69.0
2020-12-17,21.93,2778.14,30303.37,12764.75,3722.48,71.0
2020-12-18,21.57,2764.74,30179.05,12755.64,3709.41,63.0
2020-12-21,25.16,2747.29,30216.45,12742.52,3694.92,63.0
2020-12-22,24.23,2743.97,30015.51,12807.92,3687.26,59.0
2020-12-23,23.31,2723.53,30129.83,12771.11,3690.01,57.0
2020-12-24,21.53,2750.24,30199.87,12804.73,3703.06,54.0
2020-12-28,21.7,2744.3,30403.97,12899.42,3735.36,54.0
2020-12-29,23.08,2738.05,30335.67,12850.22,3727.04,52.0
2020-12-30,22.77,2783.77,30409.56,12870.0,3732.04,50.0
2020-12-31,22.75,2795.5,30606.48,12888.28,3756.07,51.0
2021-01-04,26.97,2783.21,30223.89,12698.45,3700.65,52.0
2021-01-05,25.34,2837.17,30391.6,12818.96,3726.86,53.0
2021-01-06,25.07,2827.96,30829.4,12740.79,3748.14,59.0
2021-01-07,22.37,2937.0,31041.13,13067.48,3803.79,66.0
2021-01-08,21.56,2936.47,31097.97,13201.98,3824.68,71.0
2021-01-11,24.08,2969.92,31008.69,13036.43,3799.61,65.0
2021-01-12,23.33,2988.02,31068.69,13072.43,3801.19,69.0
2021-01-13,22.21,2991.95,31060.47,13128.95,3809.84,70.0
2021-01-14,23.25,3055.64,30991.52,13112.64,3795.54,67.0
2021-01-15,24.34,2992.77,30814.26,12998.5,3768.25,60.0
2021-01-19,23.24,3093.32,30930.52,13197.18,3798.91,61.0
2021-01-20,21.58,3085.04,31188.38,13457.25,3851.85,69.0
2021-01-21,21.32,3132.17,31176.01,13530.91,3853.07,63.0
2021-01-22,21.91,3074.4,30996.98,13543.06,3841.47,69.0
2021-01-25,23.19,3079.21,30960.0,13635.99,3855.36,66.0
2021-01-26,23.02,3031.77,30937.04,13626.06,3849.62,62.0
2021-01-27,37.21,2875.13,30303.17,13270.6,3750.77,40.0
2021-01-28,30.21,2935.12,30603.36,13337.16,3787.38,45.0
2021-01-29,33.09,2887.08,29982.62,13070.69,3714.24,38.0
2021-02-01,30.24,2999.99,30211.91,13403.39,3773.86,43.400000000000006
2021-02-02,25.56,3047.33,30687.48,13612.78,3826.31,60.46666666666667
2021-02-03,22.91,2982.87,30723.6,13610.54,3830.17,59.2
2021-02-04,21.77,3008.42,31055.86,13777.74,3871.74,61.06666666666667
2021-02-05,20.87,2985.01,31148.24,13856.3,3886.83,68.0
2021-02-08,21.24,3078.48,31385.76,13987.64,3915.59,72.86666666666667
2021-02-09,21.63,3064.95,31375.83,14007.7,3911.23,75.4
2021-02-10,21.99,3074.86,31437.8,13972.53,3909.88,75.26666666666667
2021-02-11,21.25,3180.84,31430.7,14025.77,3916.38,76.0
2021-02-12,19.97,3219.87,31458.4,14095.47,3934.83,77.66666666666667
2021-02-16,21.46,3238.92,31522.75,14047.5,3932.59,73.93333333333334
2021-02-17,21.5,3178.24,31613.02,13965.5,3931.33,70.2
2021-02-18,22.49,3146.79,31493.34,13865.36,3913.97,62.53333333333334
2021-02-19,22.05,3223.46,31494.32,13874.47,3906.71,56.24
2021-02-22,23.45,3102.01,31521.69,13533.05,3876.5,52.48
2021-02-23,23.11,3083.88,31537.35,13465.2,3881.37,50.56
2021-02-24,21.34,3183.74,31961.86,13597.97,3925.43,63.8
2021-02-25,28.89,2999.16,31402.01,13119.43,3829.34,46.16
2021-02-26,27.95,3067.62,30932.37,13192.35,3811.15,53.52
2021-03-01,23.35,3169.11,31535.51,13588.83,3901.82,58.52
2021-03-02,24.1,3070.94,31391.52,13358.79,3870.29,50.32000000000001
2021-03-03,26.67,2975.58,31270.09,12997.75,3819.72,43.84
2021-03-04,28.57,2831.63,30924.14,12723.47,3768.47,37.8
2021-03-05,24.66,2920.75,31496.3,12920.15,3841.94,41.52
2021-03-08,25.47,2762.75,31802.44,12609.16,3821.35,39.08
2021-03-09,24.03,2932.21,31832.74,13073.82,3875.44,43.36
2021-03-10,22.56,2879.32,32297.02,13068.83,3898.81,45.56
2021-03-11,21.91,2997.13,32485.59,13398.67,3939.34,50.48
2021-03-12,20.69,2965.09,32778.64,13319.86,3943.34,53.720000000000006
2021-03-15,20.03,3032.05,32953.46,13459.71,3968.94,56.52
2021-03-16,19.79,3070.32,32825.95,13471.57,3962.71,54.8
2021-03-17,19.23,3107.92,33015.37,13525.2,3974.12,57.86666666666667
2021-03-18,21.58,2976.22,32862.3,13116.17,3915.46,52.333333333333336
2021-03-19,20.95,3011.37,32627.97,13215.24,3913.1,50.833333333333336
2021-03-22,18.88,3077.55,32731.2,13377.54,3940.59,50.7
2021-03-23,20.3,2994.21,32423.15,13227.7,3910.52,41.8
2021-03-24,21.2,2953.97,32420.06,12961.89,3889.14,37.66666666666667
2021-03-25,19.81,2959.88,32619.48,12977.68,3909.52,37.833333333333336
2021-03-26,18.86,3106.28,33072.88,13138.72,3974.54,37.56666666666667
2021-03-29,20.74,3054.63,33171.37,13059.65,3971.09,39.56666666666667
2021-03-30,19.61,3044.55,33066.96,13045.39,3958.55,42.03333333333334
2021-03-31,19.4,3124.94,32981.55,13246.87,3972.89,44.56666666666667
2021-04-01,17.33,3240.17,33153.21,13480.11,4019.87,46.400000000000006
2021-04-05,17.91,3305.43,33527.19,13705.59,4077.91,54.56666666666667
2021-04-06,18.12,3266.1,33430.24,13698.38,4073.94,53.5
2021-04-07,17.16,3266.46,33446.26,13688.84,4079.95,52.53333333333333
