Algorithm,Model,Dataset,Parameters,MSE,MAE,R-Squared,Adj-R-Squared
RF,Model 2,Holdout Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",0.021566,0.099640,0.295461,0.284054
RF,Model 2,Holdout Set,"max_depth = 10, max_features = log2, min_samples_leaf = 10, n_estimators = 100",0.021587,0.094768,0.294791,0.283374
RF,Model 2,Holdout Set,"max_depth = 10, max_features = log2, min_samples_leaf = 10, n_estimators = 300",0.021719,0.094925,0.290464,0.278977
RF,Model 2,Holdout Set,"max_depth = 10, max_features = log2, min_samples_leaf = 10, n_estimators = 500",0.021526,0.094519,0.296759,0.285374
RF,Model 2,Holdout Set,"max_depth = 10, max_features = log2, min_samples_leaf = 20, n_estimators = 100",0.021950,0.095097,0.282925,0.271315
RF,Model 2,Holdout Set,"max_depth = 10, max_features = log2, min_samples_leaf = 20, n_estimators = 300",0.021917,0.094792,0.283985,0.272392
RF,Model 2,Holdout Set,"max_depth = 10, max_features = log2, min_samples_leaf = 20, n_estimators = 500",0.021860,0.094768,0.285867,0.274305
RF,Model 2,Holdout Set,"max_depth = 10, max_features = log2, min_samples_leaf = 5, n_estimators = 100",0.021447,0.094781,0.299338,0.287994
RF,Model 2,Holdout Set,"max_depth = 10, max_features = log2, min_samples_leaf = 5, n_estimators = 300",0.021573,0.094859,0.295247,0.283837
RF,Model 2,Holdout Set,"max_depth = 10, max_features = log2, min_samples_leaf = 5, n_estimators = 500",0.021421,0.094535,0.300217,0.288887
RF,Model 2,Holdout Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 10, n_estimators = 100",0.020760,0.093132,0.321798,0.310818
RF,Model 2,Holdout Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 10, n_estimators = 300",0.020602,0.092776,0.326963,0.316067
RF,Model 2,Holdout Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 10, n_estimators = 500",0.020584,0.092927,0.327543,0.316656
RF,Model 2,Holdout Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",0.020980,0.093184,0.314610,0.303513
RF,Model 2,Holdout Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",0.020794,0.092893,0.320695,0.309697
RF,Model 2,Holdout Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",0.020762,0.093071,0.321738,0.310757
RF,Model 2,Holdout Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 5, n_estimators = 100",0.020890,0.093935,0.317536,0.306486
RF,Model 2,Holdout Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 5, n_estimators = 300",0.020723,0.093295,0.322998,0.312037
RF,Model 2,Holdout Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 5, n_estimators = 500",0.020800,0.093527,0.320494,0.309492
RF,Model 2,Holdout Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",0.020759,0.097861,0.321841,0.310862
RF,Model 2,Holdout Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",0.020686,0.097394,0.324224,0.313283
RF,Model 2,Holdout Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",0.020642,0.097149,0.325663,0.314746
RF,Model 2,Holdout Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",0.020983,0.098209,0.314504,0.303405
RF,Model 2,Holdout Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 20, n_estimators = 300",0.020818,0.097723,0.319909,0.308898
RF,Model 2,Holdout Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 20, n_estimators = 500",0.020817,0.097434,0.319918,0.308907
RF,Model 2,Holdout Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",0.021028,0.097937,0.313040,0.301918
RF,Model 2,Holdout Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",0.021067,0.097909,0.311771,0.300628
RF,Model 2,Holdout Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",0.020981,0.097689,0.314577,0.303480
RF,Model 2,Holdout Set,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100",0.021391,0.094279,0.301188,0.289875
RF,Model 2,Holdout Set,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300",0.021157,0.093232,0.308827,0.297636
RF,Model 2,Holdout Set,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 500",0.021095,0.093269,0.310836,0.299678
RF,Model 2,Holdout Set,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 100",0.021834,0.094324,0.286719,0.275171
RF,Model 2,Holdout Set,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 300",0.021528,0.093601,0.296717,0.285330
RF,Model 2,Holdout Set,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 500",0.021543,0.093757,0.296221,0.284826
RF,Model 2,Holdout Set,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100",0.021184,0.093992,0.307958,0.296754
RF,Model 2,Holdout Set,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300",0.021045,0.093508,0.312475,0.301344
RF,Model 2,Holdout Set,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500",0.021225,0.094054,0.306599,0.295372
RF,Model 2,Holdout Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 10, n_estimators = 100",0.020184,0.090929,0.340621,0.329945
RF,Model 2,Holdout Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 10, n_estimators = 300",0.020195,0.091090,0.340259,0.329578
RF,Model 2,Holdout Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 10, n_estimators = 500",0.020228,0.091250,0.339177,0.328478
RF,Model 2,Holdout Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",0.020602,0.091950,0.326953,0.316056
RF,Model 2,Holdout Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",0.020588,0.091829,0.327412,0.316522
RF,Model 2,Holdout Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",0.020579,0.092050,0.327710,0.316826
RF,Model 2,Holdout Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 5, n_estimators = 100",0.020047,0.092034,0.345097,0.334494
RF,Model 2,Holdout Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 5, n_estimators = 300",0.019887,0.091101,0.350316,0.339797
RF,Model 2,Holdout Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 5, n_estimators = 500",0.020055,0.091728,0.344837,0.334230
RF,Model 2,Holdout Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",0.022002,0.100792,0.281235,0.269598
RF,Model 2,Holdout Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",0.022038,0.100720,0.280047,0.268391
RF,Model 2,Holdout Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",0.022106,0.100837,0.277837,0.266145
RF,Model 2,Holdout Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",0.021979,0.100675,0.281978,0.270353
RF,Model 2,Holdout Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 300",0.021924,0.100535,0.283772,0.272176
RF,Model 2,Holdout Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 500",0.022004,0.100654,0.281144,0.269505
RF,Model 2,Holdout Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",0.022777,0.101650,0.255894,0.243846
RF,Model 2,Holdout Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",0.022613,0.101360,0.261273,0.249313
RF,Model 2,Holdout Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",0.022609,0.101408,0.261399,0.249441
RF,Model 2,Holdout Set,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 100",0.024492,0.101320,0.199882,0.186928
RF,Model 2,Holdout Set,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 300",0.024131,0.100317,0.211671,0.198908
RF,Model 2,Holdout Set,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 500",0.023975,0.100184,0.216780,0.204099
RF,Model 2,Holdout Set,"max_depth = 5, max_features = log2, min_samples_leaf = 20, n_estimators = 100",0.024150,0.100770,0.211043,0.198270
RF,Model 2,Holdout Set,"max_depth = 5, max_features = log2, min_samples_leaf = 20, n_estimators = 300",0.024142,0.100355,0.211318,0.198550
RF,Model 2,Holdout Set,"max_depth = 5, max_features = log2, min_samples_leaf = 20, n_estimators = 500",0.024007,0.100406,0.215731,0.203033
RF,Model 2,Holdout Set,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 100",0.024058,0.100234,0.214046,0.201322
RF,Model 2,Holdout Set,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 300",0.024055,0.100444,0.214157,0.201434
RF,Model 2,Holdout Set,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 500",0.023976,0.100408,0.216730,0.204049
RF,Model 2,Holdout Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 10, n_estimators = 100",0.023531,0.099884,0.231256,0.218810
RF,Model 2,Holdout Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 10, n_estimators = 300",0.023141,0.099036,0.244011,0.231772
RF,Model 2,Holdout Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 10, n_estimators = 500",0.023149,0.099112,0.243752,0.231508
RF,Model 2,Holdout Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",0.023644,0.099822,0.227579,0.215074
RF,Model 2,Holdout Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",0.023131,0.098904,0.244348,0.232113
RF,Model 2,Holdout Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",0.023117,0.099006,0.244795,0.232568
RF,Model 2,Holdout Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 5, n_estimators = 100",0.023408,0.099600,0.235297,0.222917
RF,Model 2,Holdout Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 5, n_estimators = 300",0.023001,0.098718,0.248599,0.236434
RF,Model 2,Holdout Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 5, n_estimators = 500",0.023013,0.098851,0.248192,0.236020
RF,Model 2,Training Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",0.017798,0.068948,0.541028,0.539997
RF,Model 2,Training Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",0.017780,0.068832,0.541499,0.540468
RF,Model 2,Training Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",0.017804,0.068835,0.540864,0.539832
RF,Model 2,Training Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",0.019285,0.070465,0.502676,0.501558
RF,Model 2,Training Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 20, n_estimators = 300",0.019263,0.070379,0.503250,0.502134
RF,Model 2,Training Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 20, n_estimators = 500",0.019269,0.070355,0.503093,0.501976
RF,Model 2,Training Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",0.016118,0.067928,0.584361,0.583426
RF,Model 2,Training Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",0.016135,0.067834,0.583904,0.582969
RF,Model 2,Training Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",0.016162,0.067825,0.583227,0.582290
RF,Model 2,Training Set,"max_depth = 10, max_features = log2, min_samples_leaf = 10, n_estimators = 100",0.022275,0.078146,0.425571,0.424280
RF,Model 2,Training Set,"max_depth = 10, max_features = log2, min_samples_leaf = 10, n_estimators = 300",0.022127,0.077759,0.429389,0.428107
RF,Model 2,Training Set,"max_depth = 10, max_features = log2, min_samples_leaf = 10, n_estimators = 500",0.022060,0.077552,0.431114,0.429835
RF,Model 2,Training Set,"max_depth = 10, max_features = log2, min_samples_leaf = 20, n_estimators = 100",0.024008,0.079892,0.380883,0.379491
RF,Model 2,Training Set,"max_depth = 10, max_features = log2, min_samples_leaf = 20, n_estimators = 300",0.023714,0.079268,0.388457,0.387083
RF,Model 2,Training Set,"max_depth = 10, max_features = log2, min_samples_leaf = 20, n_estimators = 500",0.023651,0.079199,0.390105,0.388734
RF,Model 2,Training Set,"max_depth = 10, max_features = log2, min_samples_leaf = 5, n_estimators = 100",0.020463,0.076665,0.472296,0.471110
RF,Model 2,Training Set,"max_depth = 10, max_features = log2, min_samples_leaf = 5, n_estimators = 300",0.020345,0.076533,0.475351,0.474171
RF,Model 2,Training Set,"max_depth = 10, max_features = log2, min_samples_leaf = 5, n_estimators = 500",0.020346,0.076437,0.475319,0.474140
RF,Model 2,Training Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 10, n_estimators = 100",0.021292,0.076122,0.450932,0.449698
RF,Model 2,Training Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 10, n_estimators = 300",0.021135,0.075678,0.454982,0.453756
RF,Model 2,Training Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 10, n_estimators = 500",0.021085,0.075588,0.456262,0.455040
RF,Model 2,Training Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",0.022705,0.077425,0.414484,0.413168
RF,Model 2,Training Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",0.022658,0.077290,0.415712,0.414399
RF,Model 2,Training Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",0.022662,0.077256,0.415609,0.414295
RF,Model 2,Training Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 5, n_estimators = 100",0.019527,0.075015,0.496440,0.495308
RF,Model 2,Training Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 5, n_estimators = 300",0.019368,0.074500,0.500535,0.499412
RF,Model 2,Training Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 5, n_estimators = 500",0.019386,0.074469,0.500090,0.498966
RF,Model 2,Training Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",0.015707,0.059185,0.594960,0.594050
RF,Model 2,Training Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",0.015676,0.058979,0.595752,0.594843
RF,Model 2,Training Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",0.015699,0.058984,0.595170,0.594260
RF,Model 2,Training Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",0.018081,0.064627,0.533731,0.532683
RF,Model 2,Training Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 20, n_estimators = 300",0.018060,0.064537,0.534275,0.533228
RF,Model 2,Training Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 20, n_estimators = 500",0.018072,0.064522,0.533969,0.532922
RF,Model 2,Training Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",0.012982,0.053937,0.665214,0.664461
RF,Model 2,Training Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",0.012987,0.053762,0.665106,0.664353
RF,Model 2,Training Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",0.013017,0.053736,0.664309,0.663555
RF,Model 2,Training Set,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100",0.020175,0.070479,0.479721,0.478552
RF,Model 2,Training Set,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300",0.020014,0.070194,0.483896,0.482736
RF,Model 2,Training Set,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 500",0.019978,0.070045,0.484808,0.483650
RF,Model 2,Training Set,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 100",0.022553,0.075252,0.418415,0.417107
RF,Model 2,Training Set,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 300",0.022469,0.074827,0.420580,0.419277
RF,Model 2,Training Set,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 500",0.022430,0.074730,0.421570,0.420270
RF,Model 2,Training Set,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100",0.017023,0.065606,0.561013,0.560026
RF,Model 2,Training Set,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300",0.016895,0.065150,0.564317,0.563338
RF,Model 2,Training Set,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500",0.016929,0.065078,0.563438,0.562456
RF,Model 2,Training Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 10, n_estimators = 100",0.019269,0.068517,0.503088,0.501971
RF,Model 2,Training Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 10, n_estimators = 300",0.019140,0.068071,0.506412,0.505303
RF,Model 2,Training Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 10, n_estimators = 500",0.019136,0.068003,0.506520,0.505411
RF,Model 2,Training Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",0.021576,0.072987,0.443603,0.442352
RF,Model 2,Training Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",0.021566,0.072819,0.443854,0.442603
RF,Model 2,Training Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",0.021534,0.072744,0.444696,0.443448
RF,Model 2,Training Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 5, n_estimators = 100",0.016074,0.063296,0.585477,0.584545
RF,Model 2,Training Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 5, n_estimators = 300",0.016065,0.062993,0.585717,0.584785
RF,Model 2,Training Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 5, n_estimators = 500",0.016072,0.062925,0.585533,0.584602
RF,Model 2,Training Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",0.022628,0.082388,0.416481,0.415169
RF,Model 2,Training Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",0.022644,0.082373,0.416055,0.414743
RF,Model 2,Training Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",0.022666,0.082368,0.415484,0.414170
RF,Model 2,Training Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",0.023095,0.082347,0.404425,0.403086
RF,Model 2,Training Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 300",0.023090,0.082331,0.404553,0.403215
RF,Model 2,Training Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 500",0.023102,0.082319,0.404255,0.402916
RF,Model 2,Training Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",0.022033,0.082533,0.431811,0.430534
RF,Model 2,Training Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",0.022076,0.082520,0.430708,0.429428
RF,Model 2,Training Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",0.022101,0.082515,0.430062,0.428781
RF,Model 2,Training Set,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 100",0.028341,0.090705,0.269147,0.267504
RF,Model 2,Training Set,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 300",0.028114,0.090150,0.275016,0.273386
RF,Model 2,Training Set,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 500",0.027939,0.089886,0.279529,0.277909
RF,Model 2,Training Set,"max_depth = 5, max_features = log2, min_samples_leaf = 20, n_estimators = 100",0.028329,0.090145,0.269449,0.267806
RF,Model 2,Training Set,"max_depth = 5, max_features = log2, min_samples_leaf = 20, n_estimators = 300",0.028312,0.089942,0.269888,0.268246
RF,Model 2,Training Set,"max_depth = 5, max_features = log2, min_samples_leaf = 20, n_estimators = 500",0.028130,0.089650,0.274586,0.272955
RF,Model 2,Training Set,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 100",0.027648,0.090222,0.287027,0.285424
RF,Model 2,Training Set,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 300",0.027531,0.089927,0.290026,0.288430
RF,Model 2,Training Set,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 500",0.027395,0.089747,0.293557,0.291969
RF,Model 2,Training Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 10, n_estimators = 100",0.027164,0.088830,0.299493,0.297918
RF,Model 2,Training Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 10, n_estimators = 300",0.026879,0.088220,0.306861,0.305302
RF,Model 2,Training Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 10, n_estimators = 500",0.026811,0.088086,0.308599,0.307045
RF,Model 2,Training Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",0.027500,0.088630,0.290835,0.289241
RF,Model 2,Training Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",0.027183,0.088049,0.299008,0.297433
RF,Model 2,Training Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",0.027088,0.087927,0.301456,0.299886
RF,Model 2,Training Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 5, n_estimators = 100",0.026441,0.088596,0.318139,0.316607
RF,Model 2,Training Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 5, n_estimators = 300",0.026209,0.087964,0.324137,0.322618
RF,Model 2,Training Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 5, n_estimators = 500",0.026251,0.087974,0.323041,0.321519
RF,Model 3,Holdout Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",0.002721,0.031018,0.695347,0.690346
RF,Model 3,Holdout Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",0.002722,0.031009,0.695183,0.690179
RF,Model 3,Holdout Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",0.002713,0.030964,0.696163,0.691176
RF,Model 3,Holdout Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",0.002753,0.031105,0.691690,0.686630
RF,Model 3,Holdout Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 20, n_estimators = 300",0.002760,0.031117,0.690973,0.685900
RF,Model 3,Holdout Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 20, n_estimators = 500",0.002758,0.031097,0.691198,0.686129
RF,Model 3,Holdout Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",0.002689,0.030884,0.698873,0.693931
RF,Model 3,Holdout Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",0.002698,0.030934,0.697887,0.692928
RF,Model 3,Holdout Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",0.002694,0.030900,0.698377,0.693426
RF,Model 3,Holdout Set,"max_depth = 10, max_features = log2, min_samples_leaf = 10, n_estimators = 100",0.004238,0.039659,0.525426,0.517636
RF,Model 3,Holdout Set,"max_depth = 10, max_features = log2, min_samples_leaf = 10, n_estimators = 300",0.004270,0.039709,0.521898,0.514050
RF,Model 3,Holdout Set,"max_depth = 10, max_features = log2, min_samples_leaf = 10, n_estimators = 500",0.004273,0.039711,0.521512,0.513658
RF,Model 3,Holdout Set,"max_depth = 10, max_features = log2, min_samples_leaf = 20, n_estimators = 100",0.004342,0.039889,0.513778,0.505796
RF,Model 3,Holdout Set,"max_depth = 10, max_features = log2, min_samples_leaf = 20, n_estimators = 300",0.004351,0.039698,0.512827,0.504831
RF,Model 3,Holdout Set,"max_depth = 10, max_features = log2, min_samples_leaf = 20, n_estimators = 500",0.004361,0.039778,0.511691,0.503675
RF,Model 3,Holdout Set,"max_depth = 10, max_features = log2, min_samples_leaf = 5, n_estimators = 100",0.004150,0.039026,0.535235,0.527606
RF,Model 3,Holdout Set,"max_depth = 10, max_features = log2, min_samples_leaf = 5, n_estimators = 300",0.004210,0.039507,0.528522,0.520783
RF,Model 3,Holdout Set,"max_depth = 10, max_features = log2, min_samples_leaf = 5, n_estimators = 500",0.004223,0.039595,0.527144,0.519382
RF,Model 3,Holdout Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 10, n_estimators = 100",0.003843,0.036998,0.569674,0.562610
RF,Model 3,Holdout Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 10, n_estimators = 300",0.003888,0.037283,0.564627,0.557481
RF,Model 3,Holdout Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 10, n_estimators = 500",0.003898,0.037275,0.563507,0.556342
RF,Model 3,Holdout Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",0.004031,0.037592,0.548565,0.541155
RF,Model 3,Holdout Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",0.003999,0.037675,0.552173,0.544823
RF,Model 3,Holdout Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",0.003992,0.037574,0.552922,0.545583
RF,Model 3,Holdout Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 5, n_estimators = 100",0.003920,0.037363,0.560994,0.553788
RF,Model 3,Holdout Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 5, n_estimators = 300",0.003845,0.037134,0.569463,0.562396
RF,Model 3,Holdout Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 5, n_estimators = 500",0.003835,0.037037,0.570519,0.563469
RF,Model 3,Holdout Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",0.002715,0.031055,0.695982,0.690991
RF,Model 3,Holdout Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",0.002717,0.031072,0.695731,0.690736
RF,Model 3,Holdout Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",0.002708,0.031014,0.696705,0.691727
RF,Model 3,Holdout Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",0.002751,0.031111,0.691926,0.686869
RF,Model 3,Holdout Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 20, n_estimators = 300",0.002758,0.031130,0.691176,0.686107
RF,Model 3,Holdout Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 20, n_estimators = 500",0.002755,0.031116,0.691443,0.686379
RF,Model 3,Holdout Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",0.002689,0.031004,0.698875,0.693932
RF,Model 3,Holdout Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",0.002690,0.031018,0.698810,0.693866
RF,Model 3,Holdout Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",0.002687,0.030981,0.699140,0.694202
RF,Model 3,Holdout Set,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100",0.004043,0.037645,0.547225,0.539793
RF,Model 3,Holdout Set,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300",0.004051,0.037671,0.546341,0.538894
