Algorithm,Model,Dataset,Parameters,MSE,MAE,R-Squared,Adj-R-Squared
RF,Model 3,Holdout Set,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 500",0.004065,0.037797,0.544834,0.537363
RF,Model 3,Holdout Set,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 100",0.004197,0.038332,0.529991,0.522276
RF,Model 3,Holdout Set,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 300",0.004248,0.038631,0.524296,0.516488
RF,Model 3,Holdout Set,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 500",0.004233,0.038588,0.526006,0.518226
RF,Model 3,Holdout Set,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100",0.003908,0.037217,0.562434,0.555251
RF,Model 3,Holdout Set,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300",0.003923,0.037370,0.560733,0.553523
RF,Model 3,Holdout Set,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500",0.003938,0.037399,0.559014,0.551775
RF,Model 3,Holdout Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 10, n_estimators = 100",0.003788,0.036051,0.575774,0.568811
RF,Model 3,Holdout Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 10, n_estimators = 300",0.003777,0.035960,0.577063,0.570120
RF,Model 3,Holdout Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 10, n_estimators = 500",0.003770,0.035911,0.577862,0.570932
RF,Model 3,Holdout Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",0.003929,0.036676,0.559979,0.552757
RF,Model 3,Holdout Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",0.003909,0.036496,0.562258,0.555073
RF,Model 3,Holdout Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",0.003908,0.036509,0.562435,0.555253
RF,Model 3,Holdout Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 5, n_estimators = 100",0.003664,0.035554,0.589721,0.582986
RF,Model 3,Holdout Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 5, n_estimators = 300",0.003625,0.035358,0.594083,0.587420
RF,Model 3,Holdout Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 5, n_estimators = 500",0.003624,0.035331,0.594236,0.587575
RF,Model 3,Holdout Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",0.002913,0.032210,0.673788,0.668433
RF,Model 3,Holdout Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",0.002916,0.032204,0.673435,0.668075
RF,Model 3,Holdout Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",0.002912,0.032191,0.673913,0.668561
RF,Model 3,Holdout Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",0.002932,0.032232,0.671672,0.666283
RF,Model 3,Holdout Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 300",0.002928,0.032212,0.672094,0.666712
RF,Model 3,Holdout Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 500",0.002926,0.032200,0.672354,0.666975
RF,Model 3,Holdout Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",0.002912,0.032214,0.673910,0.668558
RF,Model 3,Holdout Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",0.002919,0.032214,0.673173,0.667808
RF,Model 3,Holdout Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",0.002915,0.032201,0.673543,0.668184
RF,Model 3,Holdout Set,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 100",0.005290,0.045460,0.407582,0.397858
RF,Model 3,Holdout Set,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 300",0.005320,0.045962,0.404293,0.394515
RF,Model 3,Holdout Set,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 500",0.005284,0.045756,0.408309,0.398597
RF,Model 3,Holdout Set,"max_depth = 5, max_features = log2, min_samples_leaf = 20, n_estimators = 100",0.005336,0.045637,0.402500,0.392692
RF,Model 3,Holdout Set,"max_depth = 5, max_features = log2, min_samples_leaf = 20, n_estimators = 300",0.005333,0.045815,0.402755,0.392952
RF,Model 3,Holdout Set,"max_depth = 5, max_features = log2, min_samples_leaf = 20, n_estimators = 500",0.005311,0.045750,0.405272,0.395509
RF,Model 3,Holdout Set,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 100",0.005304,0.045725,0.406054,0.396305
RF,Model 3,Holdout Set,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 300",0.005318,0.045992,0.404511,0.394736
RF,Model 3,Holdout Set,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 500",0.005288,0.045855,0.407799,0.398078
RF,Model 3,Holdout Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 10, n_estimators = 100",0.004822,0.043210,0.460017,0.451154
RF,Model 3,Holdout Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 10, n_estimators = 300",0.004841,0.043154,0.457859,0.448960
RF,Model 3,Holdout Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 10, n_estimators = 500",0.004854,0.043222,0.456424,0.447501
RF,Model 3,Holdout Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",0.004844,0.043271,0.457522,0.448617
RF,Model 3,Holdout Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",0.004836,0.043073,0.458422,0.449532
RF,Model 3,Holdout Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",0.004829,0.043091,0.459210,0.450333
RF,Model 3,Holdout Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 5, n_estimators = 100",0.004842,0.043309,0.457775,0.448875
RF,Model 3,Holdout Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 5, n_estimators = 300",0.004821,0.043115,0.460123,0.451261
RF,Model 3,Holdout Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 5, n_estimators = 500",0.004822,0.043108,0.460047,0.451184
RF,Model 3,Training Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",0.001496,0.024145,0.794903,0.794450
RF,Model 3,Training Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",0.001493,0.024120,0.795342,0.794890
RF,Model 3,Training Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",0.001491,0.024102,0.795644,0.795193
RF,Model 3,Training Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",0.001675,0.025017,0.770416,0.769909
RF,Model 3,Training Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 20, n_estimators = 300",0.001673,0.025003,0.770615,0.770109
RF,Model 3,Training Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 20, n_estimators = 500",0.001672,0.024987,0.770815,0.770309
RF,Model 3,Training Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",0.001334,0.023489,0.817184,0.816780
RF,Model 3,Training Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",0.001331,0.023468,0.817587,0.817184
RF,Model 3,Training Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",0.001328,0.023450,0.817914,0.817512
RF,Model 3,Training Set,"max_depth = 10, max_features = log2, min_samples_leaf = 10, n_estimators = 100",0.002471,0.032011,0.661292,0.660544
RF,Model 3,Training Set,"max_depth = 10, max_features = log2, min_samples_leaf = 10, n_estimators = 300",0.002472,0.032019,0.661104,0.660356
RF,Model 3,Training Set,"max_depth = 10, max_features = log2, min_samples_leaf = 10, n_estimators = 500",0.002475,0.032031,0.660656,0.659907
RF,Model 3,Training Set,"max_depth = 10, max_features = log2, min_samples_leaf = 20, n_estimators = 100",0.002644,0.032696,0.637558,0.636758
RF,Model 3,Training Set,"max_depth = 10, max_features = log2, min_samples_leaf = 20, n_estimators = 300",0.002664,0.032720,0.634729,0.633923
RF,Model 3,Training Set,"max_depth = 10, max_features = log2, min_samples_leaf = 20, n_estimators = 500",0.002669,0.032720,0.634112,0.633304
RF,Model 3,Training Set,"max_depth = 10, max_features = log2, min_samples_leaf = 5, n_estimators = 100",0.002259,0.031070,0.690270,0.689586
RF,Model 3,Training Set,"max_depth = 10, max_features = log2, min_samples_leaf = 5, n_estimators = 300",0.002284,0.031291,0.686908,0.686216
RF,Model 3,Training Set,"max_depth = 10, max_features = log2, min_samples_leaf = 5, n_estimators = 500",0.002291,0.031357,0.685995,0.685302
RF,Model 3,Training Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 10, n_estimators = 100",0.002177,0.029779,0.701604,0.700945
RF,Model 3,Training Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 10, n_estimators = 300",0.002206,0.029963,0.697608,0.696941
RF,Model 3,Training Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 10, n_estimators = 500",0.002201,0.029878,0.698241,0.697575
RF,Model 3,Training Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",0.002417,0.030694,0.668668,0.667936
RF,Model 3,Training Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",0.002402,0.030708,0.670680,0.669953
RF,Model 3,Training Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",0.002399,0.030650,0.671093,0.670367
RF,Model 3,Training Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 5, n_estimators = 100",0.002031,0.029357,0.721639,0.721024
RF,Model 3,Training Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 5, n_estimators = 300",0.002018,0.029338,0.723312,0.722701
RF,Model 3,Training Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 5, n_estimators = 500",0.002021,0.029317,0.722954,0.722343
RF,Model 3,Training Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",0.001257,0.021041,0.827746,0.827366
RF,Model 3,Training Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",0.001252,0.021003,0.828356,0.827976
RF,Model 3,Training Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",0.001252,0.020995,0.828425,0.828046
RF,Model 3,Training Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",0.001571,0.023659,0.784609,0.784134
RF,Model 3,Training Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 20, n_estimators = 300",0.001570,0.023638,0.784774,0.784299
RF,Model 3,Training Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 20, n_estimators = 500",0.001569,0.023628,0.784876,0.784401
RF,Model 3,Training Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",0.000928,0.018260,0.872802,0.872521
RF,Model 3,Training Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",0.000922,0.018201,0.873588,0.873309
RF,Model 3,Training Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",0.000921,0.018187,0.873742,0.873464
RF,Model 3,Training Set,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100",0.002073,0.027874,0.715747,0.715119
RF,Model 3,Training Set,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300",0.002073,0.027908,0.715806,0.715179
RF,Model 3,Training Set,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 500",0.002072,0.027907,0.715891,0.715264
RF,Model 3,Training Set,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 100",0.002435,0.030278,0.666134,0.665397
RF,Model 3,Training Set,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 300",0.002454,0.030343,0.663623,0.662881
RF,Model 3,Training Set,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 500",0.002441,0.030254,0.665332,0.664592
RF,Model 3,Training Set,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100",0.001664,0.025425,0.771936,0.771433
RF,Model 3,Training Set,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300",0.001670,0.025454,0.771022,0.770516
RF,Model 3,Training Set,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500",0.001668,0.025414,0.771302,0.770797
RF,Model 3,Training Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 10, n_estimators = 100",0.001864,0.026196,0.744509,0.743945
RF,Model 3,Training Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 10, n_estimators = 300",0.001855,0.026149,0.745709,0.745147
RF,Model 3,Training Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 10, n_estimators = 500",0.001856,0.026157,0.745601,0.745039
RF,Model 3,Training Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",0.002248,0.028614,0.691880,0.691200
RF,Model 3,Training Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",0.002230,0.028515,0.694284,0.693609
RF,Model 3,Training Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",0.002224,0.028480,0.695094,0.694421
RF,Model 3,Training Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 5, n_estimators = 100",0.001470,0.023653,0.798439,0.797994
RF,Model 3,Training Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 5, n_estimators = 300",0.001458,0.023559,0.800090,0.799648
RF,Model 3,Training Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 5, n_estimators = 500",0.001460,0.023544,0.799886,0.799444
RF,Model 3,Training Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",0.002116,0.028957,0.709935,0.709294
RF,Model 3,Training Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",0.002113,0.028937,0.710390,0.709750
RF,Model 3,Training Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",0.002112,0.028927,0.710407,0.709767
RF,Model 3,Training Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",0.002143,0.028983,0.706254,0.705605
RF,Model 3,Training Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 300",0.002140,0.028968,0.706571,0.705923
RF,Model 3,Training Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 500",0.002141,0.028958,0.706560,0.705912
RF,Model 3,Training Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",0.002093,0.028942,0.713054,0.712420
RF,Model 3,Training Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",0.002090,0.028926,0.713521,0.712888
RF,Model 3,Training Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",0.002088,0.028912,0.713694,0.713062
RF,Model 3,Training Set,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 100",0.003707,0.040270,0.491831,0.490709
RF,Model 3,Training Set,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 300",0.003732,0.040555,0.488432,0.487302
RF,Model 3,Training Set,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 500",0.003697,0.040315,0.493171,0.492051
RF,Model 3,Training Set,"max_depth = 5, max_features = log2, min_samples_leaf = 20, n_estimators = 100",0.003756,0.040390,0.485152,0.484015
RF,Model 3,Training Set,"max_depth = 5, max_features = log2, min_samples_leaf = 20, n_estimators = 300",0.003766,0.040555,0.483706,0.482566
RF,Model 3,Training Set,"max_depth = 5, max_features = log2, min_samples_leaf = 20, n_estimators = 500",0.003745,0.040432,0.486596,0.485462
RF,Model 3,Training Set,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 100",0.003703,0.040406,0.492394,0.491273
RF,Model 3,Training Set,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 300",0.003718,0.040519,0.490293,0.489168
RF,Model 3,Training Set,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 500",0.003695,0.040397,0.493458,0.492340
RF,Model 3,Training Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 10, n_estimators = 100",0.003318,0.037988,0.545117,0.544113
RF,Model 3,Training Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 10, n_estimators = 300",0.003335,0.037963,0.542815,0.541806
RF,Model 3,Training Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 10, n_estimators = 500",0.003357,0.038049,0.539774,0.538758
RF,Model 3,Training Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",0.003328,0.038009,0.543825,0.542817
RF,Model 3,Training Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",0.003348,0.037937,0.540996,0.539983
RF,Model 3,Training Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",0.003353,0.037928,0.540331,0.539316
RF,Model 3,Training Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 5, n_estimators = 100",0.003319,0.037985,0.544938,0.543933
RF,Model 3,Training Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 5, n_estimators = 300",0.003318,0.037931,0.545140,0.544136
RF,Model 3,Training Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 5, n_estimators = 500",0.003331,0.037936,0.543362,0.542354
RF,Model 4,Holdout Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",0.002783,0.031438,0.688343,0.683227
RF,Model 4,Holdout Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",0.002778,0.031415,0.688935,0.683829
RF,Model 4,Holdout Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",0.002774,0.031388,0.689331,0.684232
RF,Model 4,Holdout Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",0.002829,0.031517,0.683241,0.678042
RF,Model 4,Holdout Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 20, n_estimators = 300",0.002815,0.031480,0.684759,0.679585
RF,Model 4,Holdout Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 20, n_estimators = 500",0.002814,0.031463,0.684932,0.679760
RF,Model 4,Holdout Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",0.002771,0.031342,0.689668,0.684574
RF,Model 4,Holdout Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",0.002753,0.031327,0.691719,0.686659
RF,Model 4,Holdout Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",0.002756,0.031312,0.691369,0.686303
RF,Model 4,Holdout Set,"max_depth = 10, max_features = log2, min_samples_leaf = 10, n_estimators = 100",0.004282,0.039954,0.520477,0.512606
RF,Model 4,Holdout Set,"max_depth = 10, max_features = log2, min_samples_leaf = 10, n_estimators = 300",0.004303,0.039886,0.518111,0.510201
RF,Model 4,Holdout Set,"max_depth = 10, max_features = log2, min_samples_leaf = 10, n_estimators = 500",0.004276,0.039729,0.521218,0.513359
RF,Model 4,Holdout Set,"max_depth = 10, max_features = log2, min_samples_leaf = 20, n_estimators = 100",0.004203,0.039122,0.529307,0.521581
RF,Model 4,Holdout Set,"max_depth = 10, max_features = log2, min_samples_leaf = 20, n_estimators = 300",0.004318,0.039736,0.516441,0.508503
RF,Model 4,Holdout Set,"max_depth = 10, max_features = log2, min_samples_leaf = 20, n_estimators = 500",0.004357,0.039994,0.512075,0.504066
RF,Model 4,Holdout Set,"max_depth = 10, max_features = log2, min_samples_leaf = 5, n_estimators = 100",0.004130,0.039078,0.537488,0.529896
RF,Model 4,Holdout Set,"max_depth = 10, max_features = log2, min_samples_leaf = 5, n_estimators = 300",0.004178,0.039440,0.532142,0.524463
RF,Model 4,Holdout Set,"max_depth = 10, max_features = log2, min_samples_leaf = 5, n_estimators = 500",0.004155,0.039376,0.534771,0.527135
RF,Model 4,Holdout Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 10, n_estimators = 100",0.003874,0.037293,0.566168,0.559046
RF,Model 4,Holdout Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 10, n_estimators = 300",0.003891,0.037178,0.564283,0.557131
RF,Model 4,Holdout Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 10, n_estimators = 500",0.003906,0.037244,0.562580,0.555400
RF,Model 4,Holdout Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",0.004055,0.038055,0.545953,0.538500
RF,Model 4,Holdout Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",0.004002,0.037669,0.551876,0.544520
RF,Model 4,Holdout Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",0.004004,0.037642,0.551612,0.544252
RF,Model 4,Holdout Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 5, n_estimators = 100",0.003798,0.037069,0.574648,0.567666
RF,Model 4,Holdout Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 5, n_estimators = 300",0.003837,0.037266,0.570286,0.563232
RF,Model 4,Holdout Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 5, n_estimators = 500",0.003833,0.037158,0.570785,0.563740
RF,Model 4,Holdout Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",0.002783,0.031557,0.688325,0.683209
RF,Model 4,Holdout Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",0.002775,0.031477,0.689306,0.684206
RF,Model 4,Holdout Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",0.002771,0.031448,0.689685,0.684591
RF,Model 4,Holdout Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",0.002832,0.031596,0.682853,0.677648
RF,Model 4,Holdout Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 20, n_estimators = 300",0.002814,0.031521,0.684845,0.679672
RF,Model 4,Holdout Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 20, n_estimators = 500",0.002811,0.031486,0.685222,0.680055
RF,Model 4,Holdout Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",0.002775,0.031572,0.689310,0.684210
RF,Model 4,Holdout Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",0.002753,0.031468,0.691743,0.686683
RF,Model 4,Holdout Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",0.002754,0.031431,0.691567,0.686504
RF,Model 4,Holdout Set,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100",0.004037,0.037670,0.547925,0.540504
RF,Model 4,Holdout Set,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300",0.004064,0.037857,0.544913,0.537443
RF,Model 4,Holdout Set,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 500",0.004057,0.037832,0.545728,0.538271
RF,Model 4,Holdout Set,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 100",0.004122,0.038332,0.538447,0.530871
RF,Model 4,Holdout Set,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 300",0.004179,0.038515,0.532071,0.524390
RF,Model 4,Holdout Set,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 500",0.004186,0.038456,0.531214,0.523519
RF,Model 4,Holdout Set,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100",0.003892,0.037559,0.564181,0.557027
RF,Model 4,Holdout Set,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300",0.003913,0.037493,0.561838,0.554646
RF,Model 4,Holdout Set,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500",0.003890,0.037229,0.564404,0.557254
RF,Model 4,Holdout Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 10, n_estimators = 100",0.003779,0.035994,0.576880,0.569935
RF,Model 4,Holdout Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 10, n_estimators = 300",0.003782,0.035987,0.576458,0.569506
RF,Model 4,Holdout Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 10, n_estimators = 500",0.003765,0.035876,0.578382,0.571461
RF,Model 4,Holdout Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",0.003861,0.036447,0.567685,0.560589
RF,Model 4,Holdout Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",0.003898,0.036356,0.563557,0.556393
RF,Model 4,Holdout Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",0.003870,0.036305,0.566620,0.559507
RF,Model 4,Holdout Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 5, n_estimators = 100",0.003615,0.035392,0.595233,0.588589
RF,Model 4,Holdout Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 5, n_estimators = 300",0.003612,0.035421,0.595578,0.588939
RF,Model 4,Holdout Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 5, n_estimators = 500",0.003599,0.035311,0.597000,0.590385
RF,Model 4,Holdout Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",0.002934,0.032335,0.671463,0.666070
RF,Model 4,Holdout Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",0.002939,0.032343,0.670906,0.665504
RF,Model 4,Holdout Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",0.002938,0.032326,0.670980,0.665579
RF,Model 4,Holdout Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",0.002962,0.032381,0.668350,0.662906
RF,Model 4,Holdout Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 300",0.002958,0.032353,0.668788,0.663351
RF,Model 4,Holdout Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 500",0.002956,0.032336,0.669011,0.663578
RF,Model 4,Holdout Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",0.002943,0.032351,0.670449,0.665039
RF,Model 4,Holdout Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",0.002936,0.032340,0.671197,0.665800
RF,Model 4,Holdout Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",0.002938,0.032333,0.670975,0.665575
RF,Model 4,Holdout Set,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 100",0.005306,0.045806,0.405890,0.396138
RF,Model 4,Holdout Set,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 300",0.005355,0.046229,0.400393,0.390550
RF,Model 4,Holdout Set,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 500",0.005285,0.045945,0.408206,0.398492
RF,Model 4,Holdout Set,"max_depth = 5, max_features = log2, min_samples_leaf = 20, n_estimators = 100",0.005376,0.046078,0.397963,0.388081
RF,Model 4,Holdout Set,"max_depth = 5, max_features = log2, min_samples_leaf = 20, n_estimators = 300",0.005391,0.046330,0.396326,0.386417
