Model,Rank,Feature,Importance,Cumulative_Importance
Model 1,1,Spread_cur,0.3088770282366274,0.3088770282366274
Model 1,2,TradingTurnover_cur,0.06909028723323761,0.377967315469865
Model 1,3,TradingMoney_cur,0.06901732357362185,0.44698463904348684
Model 1,4,QuarterlyReturn_Lag1,0.06807359117930534,0.5150582302227922
Model 1,5,TradingVolume_cur,0.06135963910171736,0.5764178693245096
Model 1,6,SOX_QoQ,0.04513301846950588,0.6215508877940155
Model 1,7,SP500_QoQ,0.03675037004813516,0.6583012578421507
Model 1,8,ROE_last1,0.03385445022433028,0.692155708066481
Model 1,9,VIX_QoQ,0.03331551253899108,0.7254712206054721
Model 1,10,Last3mCumulativeRevenue_last1,0.0251110772602429,0.750582297865715
Model 1,11,DJIA_QoQ,0.017663601891037946,0.768245899756753
Model 1,12,IXIC_QoQ,0.015533397300331953,0.7837792970570849
Model 1,13,VIX_QoQ_Lag2,0.014502385712740632,0.7982816827698256
Model 1,14,EPS_last1,0.014397739651126605,0.8126794224209521
Model 1,15,FnG_QoQ_Lag2,0.014377874566988864,0.8270572969879411
Model 1,16,ROA_last1,0.01424274926619306,0.8413000462541341
Model 1,17,VIX_QoQ_Lag1,0.012174944587879714,0.8534749908420138
Model 1,18,Last3mCumulativeRevenueGrowthRate_last1,0.012076396232039778,0.8655513870740537
Model 1,19,QuarterlyReturn_Lag2,0.010490253658480579,0.8760416407325342
Model 1,20,QuarterlyReturn_Lag3,0.00927043457468142,0.8853120753072157
Model 1,1,Spread_cur,0.32294673337540997,0.32294673337540997
Model 1,2,TradingTurnover_cur,0.07599305379210126,0.3989397871675112
Model 1,3,TradingVolume_cur,0.06462780236806456,0.46356758953557575
Model 1,4,TradingMoney_cur,0.06144913961615161,0.5250167291517274
Model 1,5,QuarterlyReturn_Lag1,0.05937805380876981,0.5843947829604972
Model 1,6,SOX_QoQ,0.04553933612566377,0.6299341190861609
Model 1,7,VIX_QoQ,0.03395465694144062,0.6638887760276015
Model 1,8,SP500_QoQ,0.028233423256491582,0.6921221992840931
Model 1,9,ROE_last1,0.026027904197551525,0.7181501034816447
Model 1,10,Last3mCumulativeRevenue_last1,0.025794847686272042,0.7439449511679167
Model 1,11,DJIA_QoQ,0.023071839615593365,0.76701679078351
Model 1,12,IXIC_QoQ,0.0191208971460546,0.7861376879295646
Model 1,13,FnG_QoQ_Lag2,0.016096111830412225,0.8022337997599769
Model 1,14,VIX_QoQ_Lag2,0.013919416814763812,0.8161532165747407
Model 1,15,EPS_last1,0.013638812099983702,0.8297920286747245
Model 1,16,QuarterlyReturn_Lag3,0.01231659758111653,0.842108626255841
Model 1,17,Last3mCumulativeRevenueGrowthRate_last1,0.0110650820582474,0.8531737083140885
Model 1,18,VIX_QoQ_Lag1,0.010748627672363046,0.8639223359864515
Model 1,19,QuarterlyReturn_Lag2,0.010349804884445361,0.8742721408708969
Model 1,20,ROA_last1,0.009848224495759414,0.8841203653666563
Model 1,1,Spread_cur,0.33366277416601026,0.33366277416601026
Model 1,2,TradingTurnover_cur,0.07551471930449759,0.40917749347050786
Model 1,3,TradingVolume_cur,0.06494457637903849,0.47412206984954636
Model 1,4,TradingMoney_cur,0.05864583891791028,0.5327679087674566
Model 1,5,QuarterlyReturn_Lag1,0.05615381898273061,0.5889217277501873
Model 1,6,SOX_QoQ,0.046513415540319146,0.6354351432905064
Model 1,7,VIX_QoQ,0.033613924574616115,0.6690490678651225
Model 1,8,SP500_QoQ,0.026360688197765842,0.6954097560628884
Model 1,9,Last3mCumulativeRevenue_last1,0.02574479148468402,0.7211545475475724
Model 1,10,ROE_last1,0.02524135797196157,0.7463959055195339
Model 1,11,DJIA_QoQ,0.02326943283853132,0.7696653383580653
Model 1,12,IXIC_QoQ,0.018615109632179945,0.7882804479902452
Model 1,13,VIX_QoQ_Lag2,0.013699087413994728,0.8019795354042399
Model 1,14,FnG_QoQ_Lag2,0.013551007977939558,0.8155305433821795
Model 1,15,EPS_last1,0.0135150848631578,0.8290456282453372
Model 1,16,QuarterlyReturn_Lag3,0.011739732176232498,0.8407853604215697
Model 1,17,VIX_QoQ_Lag1,0.01125125501771355,0.8520366154392832
Model 1,18,ROA_last1,0.011109966016009285,0.8631465814552925
Model 1,19,Last3mCumulativeRevenueGrowthRate_last1,0.010600290949511098,0.8737468724048036
Model 1,20,QuarterlyReturn_Lag2,0.009321066207456827,0.8830679386122605
Model 1,1,Spread_cur,0.3372553657460605,0.3372553657460605
Model 1,2,TradingVolume_cur,0.06964689813856227,0.4069022638846228
Model 1,3,TradingTurnover_cur,0.06947537520880825,0.47637763909343106
Model 1,4,TradingMoney_cur,0.0669549724036861,0.5433326114971172
Model 1,5,QuarterlyReturn_Lag1,0.05868320228332414,0.6020158137804413
Model 1,6,SOX_QoQ,0.04929951083274447,0.6513153246131858
Model 1,7,SP500_QoQ,0.034599244686867245,0.685914569300053
Model 1,8,VIX_QoQ,0.031337898789153475,0.7172524680892065
Model 1,9,Last3mCumulativeRevenue_last1,0.02144430538349053,0.738696773472697
Model 1,10,ROE_last1,0.01862792478136417,0.7573246982540612
Model 1,11,DJIA_QoQ,0.018496701419562254,0.7758213996736235
Model 1,12,FnG_QoQ_Lag2,0.017192260277195028,0.7930136599508185
Model 1,13,IXIC_QoQ,0.016889174511560613,0.8099028344623791
Model 1,14,VIX_QoQ_Lag2,0.016148321267297226,0.8260511557296764
Model 1,15,VIX_QoQ_Lag1,0.013490103137763167,0.8395412588674396
Model 1,16,EPS_last1,0.012972708039130027,0.8525139669065696
Model 1,17,Last3mCumulativeRevenueGrowthRate_last1,0.011808433128714874,0.8643224000352844
Model 1,18,ROA_last1,0.011595531191372625,0.875917931226657
Model 1,19,QuarterlyReturn_Lag3,0.010076855378605273,0.8859947866052622
Model 1,20,TotalUnempPct_QoQ_last1,0.008018808859821652,0.8940135954650839
Model 1,1,Spread_cur,0.3412443395811354,0.3412443395811354
Model 1,2,TradingVolume_cur,0.07315350121871843,0.41439784079985387
Model 1,3,TradingTurnover_cur,0.07155169037548968,0.48594953117534356
Model 1,4,TradingMoney_cur,0.0619004661916348,0.5478499973669784
Model 1,5,QuarterlyReturn_Lag1,0.05489446340099613,0.6027444607679745
Model 1,6,SOX_QoQ,0.04984588067390982,0.6525903414418843
Model 1,7,VIX_QoQ,0.0343914231910687,0.686981764632953
Model 1,8,SP500_QoQ,0.026440940925904256,0.7134227055588572
Model 1,9,Last3mCumulativeRevenue_last1,0.0232214612077112,0.7366441667665684
Model 1,10,DJIA_QoQ,0.02187387151264709,0.7585180382792155
Model 1,11,IXIC_QoQ,0.019162628198945535,0.777680666478161
Model 1,12,FnG_QoQ_Lag2,0.017430926601241986,0.795111593079403
Model 1,13,ROE_last1,0.01742601723492129,0.8125376103143244
Model 1,14,VIX_QoQ_Lag2,0.015105794893898732,0.8276434052082231
Model 1,15,VIX_QoQ_Lag1,0.011718529562089911,0.8393619347703131
Model 1,16,EPS_last1,0.011436487861756345,0.8507984226320694
Model 1,17,Last3mCumulativeRevenueGrowthRate_last1,0.01091285021593391,0.8617112728480033
Model 1,18,QuarterlyReturn_Lag3,0.008864209844659863,0.8705754826926632
Model 1,19,TotalUnempPct_QoQ_last1,0.008315964030833302,0.8788914467234965
Model 1,20,ROA_last1,0.008283162569117547,0.887174609292614
Model 1,1,Spread_cur,0.34595229154935414,0.34595229154935414
Model 1,2,TradingTurnover_cur,0.07552833010964377,0.4214806216589979
Model 1,3,TradingVolume_cur,0.07018921821603163,0.49166983987502955
Model 1,4,TradingMoney_cur,0.06019651592363853,0.551866355798668
Model 1,5,QuarterlyReturn_Lag1,0.053797984376122716,0.6056643401747908
Model 1,6,SOX_QoQ,0.051139159016570186,0.6568034991913609
Model 1,7,VIX_QoQ,0.03471870752739559,0.6915222067187565
Model 1,8,SP500_QoQ,0.025161920614739135,0.7166841273334956
Model 1,9,Last3mCumulativeRevenue_last1,0.024545490475168318,0.7412296178086639
Model 1,10,DJIA_QoQ,0.02266310961414822,0.7638927274228121
Model 1,11,IXIC_QoQ,0.02003076813690663,0.7839234955597187
Model 1,12,ROE_last1,0.017162712220127253,0.801086207779846
Model 1,13,FnG_QoQ_Lag2,0.014998149288139279,0.8160843570679852
Model 1,14,VIX_QoQ_Lag2,0.014700215290294872,0.8307845723582801
Model 1,15,VIX_QoQ_Lag1,0.012611389704491995,0.8433959620627721
Model 1,16,Last3mCumulativeRevenueGrowthRate_last1,0.010605459273658807,0.854001421336431
Model 1,17,EPS_last1,0.009878722707488574,0.8638801440439196
Model 1,18,ROA_last1,0.00925034612836026,0.8731304901722798
Model 1,19,TotalUnempPct_QoQ_last1,0.008192468155233645,0.8813229583275135
Model 1,20,FnG_QoQ,0.007902083081682136,0.8892250414091957
Model 1,1,Spread_cur,0.3330928991210174,0.3330928991210174
Model 1,2,TradingVolume_cur,0.07496689737386533,0.4080597964948828
Model 1,3,TradingTurnover_cur,0.06897766972975189,0.47703746622463467
Model 1,4,TradingMoney_cur,0.06775187043331292,0.5447893366579476
Model 1,5,QuarterlyReturn_Lag1,0.06326272719207558,0.6080520638500232
Model 1,6,SOX_QoQ,0.051320264073919535,0.6593723279239427
Model 1,7,SP500_QoQ,0.03447205278537301,0.6938443807093158
Model 1,8,VIX_QoQ,0.034263663540970074,0.7281080442502859
Model 1,9,Last3mCumulativeRevenue_last1,0.022604718843576125,0.750712763093862
Model 1,10,DJIA_QoQ,0.021198798250100494,0.7719115613439625
Model 1,11,VIX_QoQ_Lag2,0.018021227138945307,0.7899327884829078
Model 1,12,FnG_QoQ_Lag2,0.017401887919380365,0.8073346764022882
Model 1,13,IXIC_QoQ,0.01659196993018522,0.8239266463324734
Model 1,14,ROA_last1,0.012832417022840709,0.836759063355314
Model 1,15,ROE_last1,0.012488137617937736,0.8492472009732518
Model 1,16,Last3mCumulativeRevenueGrowthRate_last1,0.011692019103625863,0.8609392200768776
Model 1,17,VIX_QoQ_Lag1,0.01083012885935577,0.8717693489362334
Model 1,18,EPS_last1,0.010105152212998196,0.8818745011492316
Model 1,19,IXIC_QoQ_Lag3,0.009511225746888773,0.8913857268961204
Model 1,20,TotalUnempPct_QoQ_last1,0.008291389094040225,0.8996771159901606
Model 1,1,Spread_cur,0.33988036397716076,0.33988036397716076
Model 1,2,TradingVolume_cur,0.07696817497944439,0.4168485389566051
Model 1,3,TradingTurnover_cur,0.07435170774021761,0.4912002466968227
Model 1,4,TradingMoney_cur,0.06170487075933455,0.5529051174561572
Model 1,5,QuarterlyReturn_Lag1,0.05600270562951335,0.6089078230856706
Model 1,6,SOX_QoQ,0.050831359910601025,0.6597391829962717
Model 1,7,VIX_QoQ,0.0361541773516423,0.6958933603479139
Model 1,8,SP500_QoQ,0.027736433527547812,0.7236297938754618
Model 1,9,DJIA_QoQ,0.02490934177272523,0.748539135648187
Model 1,10,Last3mCumulativeRevenue_last1,0.02371686055185788,0.7722559962000448
Model 1,11,IXIC_QoQ,0.019917519222952165,0.792173515422997
Model 1,12,FnG_QoQ_Lag2,0.018428191401630874,0.8106017068246278
Model 1,13,VIX_QoQ_Lag2,0.014847434743386137,0.825449141568014
Model 1,14,VIX_QoQ_Lag1,0.011906226523344703,0.8373553680913587
Model 1,15,ROE_last1,0.011252120284273337,0.848607488375632
Model 1,16,Last3mCumulativeRevenueGrowthRate_last1,0.01107983028050764,0.8596873186561397
Model 1,17,ROA_last1,0.009673604887424634,0.8693609235435643
Model 1,18,EPS_last1,0.00822351130457861,0.877584434848143
Model 1,19,TotalUnempPct_QoQ_last1,0.007940430375091194,0.8855248652232341
Model 1,20,IXIC_QoQ_Lag3,0.007912064619996727,0.8934369298432309
Model 1,1,Spread_cur,0.3517688514393162,0.3517688514393162
Model 1,2,TradingTurnover_cur,0.07471997260429489,0.4264888240436111
Model 1,3,TradingVolume_cur,0.07341648372755576,0.4999053077711669
Model 1,4,TradingMoney_cur,0.06033676073996677,0.5602420685111337
Model 1,5,QuarterlyReturn_Lag1,0.055810862200775704,0.6160529307119094
Model 1,6,SOX_QoQ,0.051292601361710134,0.6673455320736195
Model 1,7,VIX_QoQ,0.03419878412036906,0.7015443161939885
Model 1,8,SP500_QoQ,0.027290907293012385,0.7288352234870009
Model 1,9,DJIA_QoQ,0.024880423034241764,0.7537156465212427
Model 1,10,Last3mCumulativeRevenue_last1,0.022989434933492533,0.7767050814547352
Model 1,11,IXIC_QoQ,0.02103218919884448,0.7977372706535797
Model 1,12,VIX_QoQ_Lag2,0.015108703039641255,0.812845973693221
Model 1,13,FnG_QoQ_Lag2,0.014968920265214989,0.827814893958436
Model 1,14,VIX_QoQ_Lag1,0.011691045269660926,0.8395059392280969
Model 1,15,ROE_last1,0.01109721401570031,0.8506031532437972
Model 1,16,Last3mCumulativeRevenueGrowthRate_last1,0.01101283241091096,0.8616159856547082
Model 1,17,ROA_last1,0.009115668704644113,0.8707316543593523
Model 1,18,IXIC_QoQ_Lag3,0.00866040761228404,0.8793920619716363
Model 1,19,FnG_QoQ,0.008139870806491995,0.8875319327781284
Model 1,20,TotalUnempPct_QoQ_last1,0.007894339496163347,0.8954262722742917
Model 1,1,Spread_cur,0.293636894020993,0.293636894020993
Model 1,2,TradingVolume_cur,0.0789368333794568,0.3725737274004498
Model 1,3,QuarterlyReturn_Lag1,0.06651778181243767,0.4390915092128875
Model 1,4,TradingMoney_cur,0.06233708278731318,0.5014285920002006
Model 1,5,TradingTurnover_cur,0.05639000466819099,0.5578185966683916
Model 1,6,SOX_QoQ,0.04686315132935131,0.6046817479977429
Model 1,7,VIX_QoQ,0.043379038903992306,0.6480607869017352
Model 1,8,Last3mCumulativeRevenueGrowthRate_last1,0.024349216987860127,0.6724100038895953
Model 1,9,ROE_last1,0.02318302147696169,0.695593025366557
Model 1,10,SP500_QoQ,0.021708751885647283,0.7173017772522042
Model 1,11,DJIA_QoQ,0.020088693620935415,0.7373904708731397
Model 1,12,IXIC_QoQ,0.017026452271643396,0.754416923144783
Model 1,13,EPS_last1,0.015147656995932218,0.7695645801407153
Model 1,14,Last3mCumulativeRevenue_last1,0.014361144878564214,0.7839257250192795
Model 1,15,FnG_QoQ_Lag2,0.013124027996698408,0.7970497530159779
Model 1,16,VIX_QoQ_Lag2,0.012932975145796128,0.8099827281617741
Model 1,17,ROA_last1,0.0109908584688355,0.8209735866306096
Model 1,18,FnG_QoQ,0.01084602194182046,0.8318196085724301
Model 1,19,TotalUnempPct_QoQ_last1,0.010201574961509106,0.8420211835339392
Model 1,20,IXIC_QoQ_Lag3,0.01011377939923105,0.8521349629331703
Model 1,1,Spread_cur,0.2921999869727549,0.2921999869727549
Model 1,2,TradingTurnover_cur,0.07424664156697665,0.36644662853973153
Model 1,3,TradingVolume_cur,0.07080683784599534,0.4372534663857269
Model 1,4,QuarterlyReturn_Lag1,0.05832103409404623,0.4955745004797731
Model 1,5,TradingMoney_cur,0.05610341918654405,0.5516779196663172
Model 1,6,SOX_QoQ,0.03981999935599618,0.5914979190223134
Model 1,7,VIX_QoQ,0.0379895874084863,0.6294875064307998
Model 1,8,DJIA_QoQ,0.028318079802083035,0.6578055862328828
Model 1,9,SP500_QoQ,0.02568535044346958,0.6834909366763523
Model 1,10,ROE_last1,0.02187077380913518,0.7053617104854875
Model 1,11,Last3mCumulativeRevenue_last1,0.02130519930488647,0.726666909790374
Model 1,12,Last3mCumulativeRevenueGrowthRate_last1,0.018687146851639795,0.7453540566420137
Model 1,13,IXIC_QoQ,0.01751626459549533,0.7628703212375091
Model 1,14,FnG_QoQ_Lag2,0.015122848851238204,0.7779931700887472
Model 1,15,ROA_last1,0.014662081119143975,0.7926552512078913
Model 1,16,VIX_QoQ_Lag2,0.01355581258306414,0.8062110637909554
Model 1,17,VIX_QoQ_Lag1,0.013281709826226316,0.8194927736171818
Model 1,18,EPS_last1,0.013038785094000247,0.832531558711182
Model 1,19,FnG_QoQ,0.010630755654806888,0.8431623143659889
Model 1,20,IXIC_QoQ_Lag3,0.009911607739395008,0.8530739221053839
Model 1,1,Spread_cur,0.3014490829649882,0.3014490829649882
Model 1,2,TradingTurnover_cur,0.07275884334136447,0.37420792630635263
Model 1,3,TradingVolume_cur,0.06892123557368653,0.44312916188003915
Model 1,4,TradingMoney_cur,0.06038437884452297,0.5035135407245621
Model 1,5,QuarterlyReturn_Lag1,0.05920569851836864,0.5627192392429308
Model 1,6,SOX_QoQ,0.042508638273024424,0.6052278775159552
Model 1,7,VIX_QoQ,0.0353796582402565,0.6406075357562117
Model 1,8,DJIA_QoQ,0.02628041993009077,0.6668879556863024
Model 1,9,SP500_QoQ,0.025134014067991556,0.692021969754294
Model 1,10,ROE_last1,0.021163965369864066,0.7131859351241581
Model 1,11,Last3mCumulativeRevenue_last1,0.019899128693925627,0.7330850638180837
Model 1,12,IXIC_QoQ,0.016633122041654527,0.7497181858597383
Model 1,13,Last3mCumulativeRevenueGrowthRate_last1,0.015613193362927224,0.7653313792226655
Model 1,14,ROA_last1,0.01530697543164232,0.7806383546543078
Model 1,15,FnG_QoQ_Lag2,0.014479271486483586,0.7951176261407913
Model 1,16,EPS_last1,0.013491117324413594,0.8086087434652048
Model 1,17,VIX_QoQ_Lag2,0.013303375133447105,0.821912118598652
Model 1,18,VIX_QoQ_Lag1,0.012252431808932221,0.8341645504075842
Model 1,19,FnG_QoQ,0.010391280353829885,0.844555830761414
Model 1,20,IXIC_QoQ_Lag3,0.00960109473515937,0.8541569254965734
Model 1,1,Spread_cur,0.29234513152338776,0.29234513152338776
Model 1,2,TradingVolume_cur,0.07729997325368823,0.369645104777076
Model 1,3,QuarterlyReturn_Lag1,0.0671858023759288,0.4368309071530048
Model 1,4,TradingMoney_cur,0.06102218337944208,0.4978530905324469
Model 1,5,TradingTurnover_cur,0.05097338240779311,0.54882647294024
Model 1,6,VIX_QoQ,0.047012228133188234,0.5958387010734283
Model 1,7,SOX_QoQ,0.04458326536392399,0.6404219664373523
Model 1,8,Last3mCumulativeRevenueGrowthRate_last1,0.02441113203444083,0.6648330984717931
Model 1,9,DJIA_QoQ,0.02122668706746505,0.6860597855392581
Model 1,10,SP500_QoQ,0.021197682366294667,0.7072574679055528
Model 1,11,IXIC_QoQ,0.020304588119376764,0.7275620560249295
Model 1,12,ROE_last1,0.019743409068223135,0.7473054650931527
Model 1,13,VIX_QoQ_Lag2,0.018080037406610353,0.765385502499763
Model 1,14,FnG_QoQ_Lag2,0.01772184621323322,0.7831073487129963
Model 1,15,Last3mCumulativeRevenue_last1,0.016321401651347222,0.7994287503643435
Model 1,16,EPS_last1,0.013595796125475212,0.8130245464898187
Model 1,17,TotalUnempPct_QoQ_last1,0.011903193015541783,0.8249277395053605
Model 1,18,FnG_QoQ,0.010802981509744814,0.8357307210151053
Model 1,19,VIX_QoQ_Lag1,0.0099258631418887,0.845656584156994
Model 1,20,ROA_last1,0.009529754361093748,0.8551863385180877
Model 1,1,Spread_cur,0.3110765881379654,0.3110765881379654
Model 1,2,TradingTurnover_cur,0.07345925334515678,0.3845358414831222
Model 1,3,TradingVolume_cur,0.06664253297962724,0.45117837446274944
Model 1,4,TradingMoney_cur,0.05757540956883256,0.508753784031582
Model 1,5,QuarterlyReturn_Lag1,0.05622353420571305,0.564977318237295
Model 1,6,VIX_QoQ,0.039184650567761256,0.6041619688050562
Model 1,7,SOX_QoQ,0.0388339466426033,0.6429959154476595
Model 1,8,DJIA_QoQ,0.030156316484640882,0.6731522319323004
Model 1,9,SP500_QoQ,0.02287669148129072,0.6960289234135911
Model 1,10,IXIC_QoQ,0.020166476262691347,0.7161953996762824
Model 1,11,Last3mCumulativeRevenue_last1,0.01943217794630983,0.7356275776225922
Model 1,12,ROE_last1,0.018206514830491644,0.7538340924530839
Model 1,13,Last3mCumulativeRevenueGrowthRate_last1,0.01757414868942907,0.7714082411425129
Model 1,14,FnG_QoQ_Lag2,0.016621781046422732,0.7880300221889357
Model 1,15,VIX_QoQ_Lag2,0.015164364878056816,0.8031943870669925
Model 1,16,ROA_last1,0.013902550426503252,0.8170969374934958
Model 1,17,VIX_QoQ_Lag1,0.01256738990517645,0.8296643273986722
Model 1,18,FnG_QoQ,0.010943400843117857,0.8406077282417901
Model 1,19,IXIC_QoQ_Lag3,0.009962708198772322,0.8505704364405624
Model 1,20,EPS_last1,0.00944366087914045,0.8600140973197029
Model 1,1,Spread_cur,0.31380686910859024,0.31380686910859024
Model 1,2,TradingTurnover_cur,0.07475899018304312,0.38856585929163334
Model 1,3,TradingVolume_cur,0.06497873800569257,0.4535445972973259
Model 1,4,TradingMoney_cur,0.06278818218897202,0.5163327794862979
Model 1,5,QuarterlyReturn_Lag1,0.05639201822104461,0.5727247977073424
Model 1,6,SOX_QoQ,0.04248236203850241,0.6152071597458448
Model 1,7,VIX_QoQ,0.037207400149491573,0.6524145598953364
Model 1,8,DJIA_QoQ,0.02741192586644842,0.6798264857617848
Model 1,9,SP500_QoQ,0.02390225593644012,0.703728741698225
Model 1,10,Last3mCumulativeRevenue_last1,0.019420219775389127,0.7231489614736141
Model 1,11,IXIC_QoQ,0.0186869756926089,0.741835937166223
Model 1,12,ROE_last1,0.017249143380854915,0.7590850805470779
Model 1,13,FnG_QoQ_Lag2,0.015659023715354856,0.7747441042624328
Model 1,14,Last3mCumulativeRevenueGrowthRate_last1,0.014935859238886778,0.7896799635013195
Model 1,15,VIX_QoQ_Lag2,0.01472847301294816,0.8044084365142676
Model 1,16,ROA_last1,0.013226444005719217,0.8176348805199869
Model 1,17,VIX_QoQ_Lag1,0.012269816664219758,0.8299046971842067
Model 1,18,FnG_QoQ,0.010537405012558914,0.8404421021967656
Model 1,19,EPS_last1,0.009457984079987032,0.8499000862767526
Model 1,20,TotalUnempPct_QoQ_last1,0.009374183784375116,0.8592742700611278
Model 1,1,Spread_cur,0.28493760262294304,0.28493760262294304
Model 1,2,TradingVolume_cur,0.09000523056426955,0.3749428331872126
Model 1,3,QuarterlyReturn_Lag1,0.0679850728839352,0.4429279060711478
Model 1,4,TradingTurnover_cur,0.05797471024263053,0.5009026163137783
Model 1,5,TradingMoney_cur,0.05724491015841226,0.5581475264721906
Model 1,6,SOX_QoQ,0.0516333118209995,0.6097808382931901
Model 1,7,VIX_QoQ,0.04854535928969982,0.6583261975828899
Model 1,8,SP500_QoQ,0.0236245206333909,0.6819507182162808
Model 1,9,IXIC_QoQ,0.02134225276379006,0.7032929709800709
Model 1,10,DJIA_QoQ,0.02005320170008942,0.7233461726801603
Model 1,11,Last3mCumulativeRevenueGrowthRate_last1,0.019016237385736278,0.7423624100658966
Model 1,12,FnG_QoQ_Lag2,0.015972322409225134,0.7583347324751217
Model 1,13,ROE_last1,0.014796152636132657,0.7731308851112544
Model 1,14,Last3mCumulativeRevenue_last1,0.013290517293861418,0.7864214024051158
Model 1,15,VIX_QoQ_Lag1,0.012721658777814152,0.79914306118293
Model 1,16,VIX_QoQ_Lag2,0.012235897622936535,0.8113789588058665
Model 1,17,EPS_last1,0.012228557372686109,0.8236075161785527
Model 1,18,TotalUnempPct_QoQ_last1,0.011595515393576708,0.8352030315721294
Model 1,19,FnG_QoQ,0.010587006459102846,0.8457900380312322
Model 1,20,VIX_QoQ_Lag3,0.008254104445722428,0.8540441424769546
Model 1,1,Spread_cur,0.3130201317252833,0.3130201317252833
Model 1,2,TradingVolume_cur,0.07452989363544003,0.38755002536072336
Model 1,3,TradingTurnover_cur,0.0698210531193943,0.45737107848011765
Model 1,4,TradingMoney_cur,0.05987359098417327,0.5172446694642909
Model 1,5,QuarterlyReturn_Lag1,0.05966590891174197,0.5769105783760329
Model 1,6,SOX_QoQ,0.04290433657567742,0.6198149149517103
Model 1,7,VIX_QoQ,0.04174368854210464,0.6615586034938149
Model 1,8,DJIA_QoQ,0.02997948260792328,0.6915380861017382
Model 1,9,SP500_QoQ,0.027061830257261547,0.7185999163589997
Model 1,10,IXIC_QoQ,0.0197450779916329,0.7383449943506326
Model 1,11,FnG_QoQ_Lag2,0.01664128434295758,0.7549862786935901
Model 1,12,Last3mCumulativeRevenueGrowthRate_last1,0.015821423078563143,0.7708077017721533
Model 1,13,Last3mCumulativeRevenue_last1,0.015344241995926478,0.7861519437680797
Model 1,14,VIX_QoQ_Lag1,0.014124327102902508,0.8002762708709822
Model 1,15,ROE_last1,0.013763132718857474,0.8140394035898396
Model 1,16,VIX_QoQ_Lag2,0.011576037931289349,0.825615441521129
Model 1,17,FnG_QoQ,0.011038861818505297,0.8366543033396343
Model 1,18,VIX_QoQ_Lag3,0.009573929653654629,0.846228232993289
Model 1,19,TotalUnempPct_QoQ_last1,0.009268787133759877,0.8554970201270489
Model 1,20,IXIC_QoQ_Lag3,0.009213842968983952,0.8647108630960328
Model 1,1,Spread_cur,0.3124680145834751,0.3124680145834751
Model 1,2,TradingTurnover_cur,0.07324661799136895,0.38571463257484406
Model 1,3,TradingVolume_cur,0.07048821633773951,0.45620284891258356
Model 1,4,TradingMoney_cur,0.06434621025692869,0.5205490591695122
Model 1,5,QuarterlyReturn_Lag1,0.059577588162701145,0.5801266473322133
Model 1,6,SOX_QoQ,0.045286853638824794,0.6254135009710381
Model 1,7,VIX_QoQ,0.040026947571208504,0.6654404485422466
Model 1,8,SP500_QoQ,0.02847863040367985,0.6939190789459264
Model 1,9,DJIA_QoQ,0.027559918928051187,0.7214789978739776
Model 1,10,IXIC_QoQ,0.018512012665061597,0.7399910105390393
Model 1,11,Last3mCumulativeRevenue_last1,0.01812706782527402,0.7581180783643133
Model 1,12,FnG_QoQ_Lag2,0.01593131624886079,0.7740493946131741
Model 1,13,Last3mCumulativeRevenueGrowthRate_last1,0.014061710508397654,0.7881111051215718
Model 1,14,VIX_QoQ_Lag1,0.012993591532627356,0.8011046966541991
Model 1,15,VIX_QoQ_Lag2,0.012712639838893662,0.8138173364930928
Model 1,16,ROE_last1,0.012032647434806835,0.8258499839278997
Model 1,17,FnG_QoQ,0.01084710349799614,0.8366970874258958
Model 1,18,IXIC_QoQ_Lag3,0.01037304354941548,0.8470701309753113
Model 1,19,TotalUnempPct_QoQ_last1,0.009905035859301447,0.8569751668346127
Model 1,20,VIX_QoQ_Lag3,0.008373253332139613,0.8653484201667523
Model 1,1,Spread_cur,0.6546339021377847,0.6546339021377847
Model 1,2,SOX_QoQ,0.12997667917538253,0.7846105813131672
Model 1,3,QuarterlyReturn_Lag3,0.04261610482860568,0.8272266861417729
Model 1,4,ROE_last1,0.02274268054133493,0.8499693666831077
Model 1,5,QuarterlyReturn_Lag1,0.020841172813403964,0.8708105394965117
Model 1,6,VIX_QoQ,0.014752945499293648,0.8855634849958053
Model 1,7,QuarterlyReturn_Lag2,0.012875581695795923,0.8984390666916012
Model 1,8,RediscountRate_QoQ_Lag3_last1,0.012402105622482187,0.9108411723140835
Model 1,9,EPS_last1,0.012041833229864829,0.9228830055439483
Model 1,10,FnG_QoQ_Lag3,0.009319613835261387,0.9322026193792097
Model 1,11,ROA_last1,0.008926843645596174,0.9411294630248058
Model 1,12,FnG_QoQ,0.007046799370650952,0.9481762623954568
Model 1,13,TradingVolume_cur,0.00564665900444248,0.9538229213998993
Model 1,14,VIX_QoQ_Lag1,0.00457097969968001,0.9583939010995793
Model 1,15,TotalUnempPct_last1,0.004180839360001898,0.9625747404595812
Model 1,16,IXIC_QoQ_Lag1,0.004178575464575869,0.9667533159241571
Model 1,17,DJIA_QoQ,0.0036253436741626216,0.9703786595983198
Model 1,18,FnG_QoQ_Lag2,0.0034002751163953915,0.9737789347147152
Model 1,19,TradingTurnover_cur,0.0032070379659609525,0.9769859726806762
Model 1,20,RediscountRate_QoQ_Lag2_last1,0.0028009242773419777,0.9797868969580182
Model 1,1,Spread_cur,0.6580711357230378,0.6580711357230378
Model 1,2,SOX_QoQ,0.12928320650661726,0.7873543422296551
