Model,Rank,Feature,Importance,Cumulative_Importance
Model 1,18,ClosingPrice_cur,0.008850462473846767,0.9244219666158361
Model 1,19,GrossMargin_last1,0.007643059476505437,0.9320650260923415
Model 1,20,FnG_QoQ_Lag2,0.006003284742966328,0.9380683108353078
Model 1,1,Spread_cur,0.5168240315993228,0.5168240315993228
Model 1,2,SOX_QoQ,0.09722038900327945,0.6140444206026022
Model 1,3,QuarterlyReturn_Lag1,0.04951291850099768,0.6635573391035999
Model 1,4,QuarterlyReturn_Lag3,0.046103984274897994,0.709661323378498
Model 1,5,QuarterlyReturn_Lag2,0.03366402534585405,0.743325348724352
Model 1,6,ROE_last1,0.02428825400198935,0.7676136027263413
Model 1,7,TradingVolume_cur,0.021752612033473076,0.7893662147598144
Model 1,8,EPS_last1,0.02058990264990845,0.8099561174097228
Model 1,9,VIX_QoQ,0.014581657598043477,0.8245377750077664
Model 1,10,TradingTurnover_cur,0.013918312161698141,0.8384560871694645
Model 1,11,TradingMoney_cur,0.01281354116175707,0.8512696283312216
Model 1,12,ROA_last1,0.012019122245457477,0.863288750576679
Model 1,13,Last3mCumulativeRevenueGrowthRate_last1,0.01112039345702524,0.8744091440337042
Model 1,14,FnG_QoQ,0.010721959196584595,0.8851311032302888
Model 1,15,Last3mCumulativeRevenue_last1,0.010591288592545333,0.8957223918228341
Model 1,16,ClosingPrice_cur,0.00940960014406155,0.9051319919668956
Model 1,17,RediscountRate_QoQ_Lag3_last1,0.009144985779512982,0.9142769777464086
Model 1,18,FnG_QoQ_Lag3,0.00851910633955449,0.922796084085963
Model 1,19,GrossMargin_last1,0.007666024028795959,0.930462108114759
Model 1,20,TotalUnempPct_QoQ_Lag3_last1,0.006566881250199236,0.9370289893649583
Model 1,1,Spread_cur,0.5178029203329535,0.5178029203329535
Model 1,2,SOX_QoQ,0.09710574023028341,0.6149086605632369
Model 1,3,QuarterlyReturn_Lag1,0.04936440460256276,0.6642730651657996
Model 1,4,QuarterlyReturn_Lag3,0.04506425241707853,0.7093373175828782
Model 1,5,QuarterlyReturn_Lag2,0.03374601956957196,0.7430833371524501
Model 1,6,ROE_last1,0.024601925937406004,0.7676852630898561
Model 1,7,TradingVolume_cur,0.022326213036440227,0.7900114761262963
Model 1,8,EPS_last1,0.019768545582624687,0.8097800217089209
Model 1,9,VIX_QoQ,0.014538695985054908,0.8243187176939758
Model 1,10,TradingTurnover_cur,0.013952915942956879,0.8382716336369327
Model 1,11,TradingMoney_cur,0.013211129247603268,0.851482762884536
Model 1,12,ROA_last1,0.01163109119658236,0.8631138540811183
Model 1,13,Last3mCumulativeRevenueGrowthRate_last1,0.011262446743443216,0.8743763008245615
Model 1,14,FnG_QoQ,0.010611374679671411,0.884987675504233
Model 1,15,Last3mCumulativeRevenue_last1,0.010472629905019801,0.8954603054092528
Model 1,16,RediscountRate_QoQ_Lag3_last1,0.009495902488671418,0.9049562078979242
Model 1,17,ClosingPrice_cur,0.009374002212149903,0.9143302101100741
Model 1,18,FnG_QoQ_Lag3,0.008542774566740154,0.9228729846768142
Model 1,19,GrossMargin_last1,0.007606284709375578,0.9304792693861899
Model 1,20,TotalUnempPct_QoQ_Lag3_last1,0.0067034805618897296,0.9371827499480796
Model 1,1,Spread_cur,0.5553313893638178,0.5553313893638178
Model 1,2,SOX_QoQ,0.1068395586410175,0.6621709480048352
Model 1,3,QuarterlyReturn_Lag1,0.042689103299894914,0.7048600513047302
Model 1,4,QuarterlyReturn_Lag2,0.03415314408645027,0.7390131953911805
Model 1,5,ROE_last1,0.03026486855096366,0.7692780639421442
Model 1,6,QuarterlyReturn_Lag3,0.020643683962197373,0.7899217479043416
Model 1,7,EPS_last1,0.017956516000562646,0.8078782639049042
Model 1,8,TradingVolume_cur,0.017699253161768055,0.8255775170666723
Model 1,9,VIX_QoQ,0.0150192368355471,0.8405967539022193
Model 1,10,TradingTurnover_cur,0.01197785558260771,0.852574609484827
Model 1,11,RediscountRate_QoQ_Lag3_last1,0.010358540124816197,0.8629331496096432
Model 1,12,Last3mCumulativeRevenueGrowthRate_last1,0.010196780678891855,0.873129930288535
Model 1,13,ROA_last1,0.009999572401668691,0.8831295026902037
Model 1,14,TradingMoney_cur,0.009572975798065434,0.8927024784882692
Model 1,15,FnG_QoQ,0.009175535027522523,0.9018780135157918
Model 1,16,Last3mCumulativeRevenue_last1,0.008518713557132549,0.9103967270729243
Model 1,17,ClosingPrice_cur,0.007542099255428018,0.9179388263283523
Model 1,18,TotalUnempPct_QoQ_Lag3_last1,0.006750935420821989,0.9246897617491743
Model 1,19,FnG_QoQ_Lag2,0.006132287325676557,0.9308220490748509
Model 1,20,GrossMargin_last1,0.005720837864142393,0.9365428869389932
Model 1,1,Spread_cur,0.5561661433472217,0.5561661433472217
Model 1,2,SOX_QoQ,0.10602154698710252,0.6621876903343242
Model 1,3,QuarterlyReturn_Lag1,0.043173152561553345,0.7053608428958775
Model 1,4,QuarterlyReturn_Lag2,0.03319798375174765,0.7385588266476252
Model 1,5,ROE_last1,0.024388782343165452,0.7629476089907906
Model 1,6,QuarterlyReturn_Lag3,0.01940923896365034,0.7823568479544409
Model 1,7,EPS_last1,0.019162431956938734,0.8015192799113797
Model 1,8,TradingVolume_cur,0.018622097061069008,0.8201413769724487
Model 1,9,VIX_QoQ,0.015229911631767937,0.8353712886042166
Model 1,10,TradingTurnover_cur,0.01145055748581851,0.8468218460900351
Model 1,11,ROA_last1,0.01090429825916491,0.8577261443492
Model 1,12,FnG_QoQ,0.01080649339503672,0.8685326377442367
Model 1,13,RediscountRate_QoQ_Lag3_last1,0.010297497788291891,0.8788301355325286
Model 1,14,TradingMoney_cur,0.010079352170887871,0.8889094877034165
Model 1,15,Last3mCumulativeRevenueGrowthRate_last1,0.009666654090953528,0.8985761417943701
Model 1,16,Last3mCumulativeRevenue_last1,0.00885691624282454,0.9074330580371947
Model 1,17,ClosingPrice_cur,0.00769184423805229,0.9151249022752469
Model 1,18,TotalUnempPct_QoQ_Lag3_last1,0.007124260813735013,0.9222491630889819
Model 1,19,FnG_QoQ_Lag2,0.006169469176664882,0.9284186322656467
Model 1,20,IXIC_QoQ_Lag1,0.005429107087539103,0.9338477393531858
Model 1,1,Spread_cur,0.5569981247463069,0.5569981247463069
Model 1,2,SOX_QoQ,0.10563012314829415,0.6626282478946011
Model 1,3,QuarterlyReturn_Lag1,0.04349280946678236,0.7061210573613834
Model 1,4,QuarterlyReturn_Lag2,0.03309431031250371,0.7392153676738872
Model 1,5,ROE_last1,0.023645185646795765,0.7628605533206829
Model 1,6,QuarterlyReturn_Lag3,0.01935780462979203,0.7822183579504749
Model 1,7,EPS_last1,0.019288623981192916,0.8015069819316678
Model 1,8,TradingVolume_cur,0.018959681115515877,0.8204666630471836
Model 1,9,VIX_QoQ,0.01540424028621922,0.8358709033334029
Model 1,10,TradingTurnover_cur,0.01154555486194479,0.8474164581953476
Model 1,11,FnG_QoQ,0.010746172840164527,0.8581626310355122
Model 1,12,ROA_last1,0.010509548251437637,0.8686721792869498
Model 1,13,RediscountRate_QoQ_Lag3_last1,0.010340889911630175,0.87901306919858
Model 1,14,TradingMoney_cur,0.010157004636118318,0.8891700738346984
Model 1,15,Last3mCumulativeRevenueGrowthRate_last1,0.009592974779466414,0.8987630486141648
Model 1,16,Last3mCumulativeRevenue_last1,0.008894699639996336,0.9076577482541611
Model 1,17,ClosingPrice_cur,0.007358199653857209,0.9150159479080183
Model 1,18,TotalUnempPct_QoQ_Lag3_last1,0.007178903893326938,0.9221948518013453
Model 1,19,FnG_QoQ_Lag2,0.00631408943363722,0.9285089412349825
Model 1,20,IXIC_QoQ_Lag1,0.005524298618805993,0.9340332398537885
Model 1,1,Spread_cur,0.5946121664309563,0.5946121664309563
Model 1,2,SOX_QoQ,0.12116200758403715,0.7157741740149934
Model 1,3,QuarterlyReturn_Lag1,0.03708982747407969,0.7528640014890732
Model 1,4,QuarterlyReturn_Lag2,0.03131551966626097,0.7841795211553342
Model 1,5,TradingVolume_cur,0.01659063758889912,0.8007701587442333
Model 1,6,VIX_QoQ,0.016130731425429777,0.816900890169663
Model 1,7,QuarterlyReturn_Lag3,0.014548415527817136,0.8314493056974802
Model 1,8,EPS_last1,0.01429489943880079,0.845744205136281
Model 1,9,RediscountRate_QoQ_Lag3_last1,0.011432809373974263,0.8571770145102553
Model 1,10,ROE_last1,0.010421323042887953,0.8675983375531433
Model 1,11,ROA_last1,0.009512604453762709,0.877110942006906
Model 1,12,TradingTurnover_cur,0.008545257601982941,0.885656199608889
Model 1,13,Last3mCumulativeRevenueGrowthRate_last1,0.008480731438580877,0.8941369310474698
Model 1,14,FnG_QoQ,0.008462934206717218,0.902599865254187
Model 1,15,TotalUnempPct_QoQ_Lag3_last1,0.007970696579485733,0.9105705618336727
Model 1,16,Last3mCumulativeRevenue_last1,0.0067983436313195835,0.9173689054649923
Model 1,17,TradingMoney_cur,0.006313318520063592,0.9236822239850558
Model 1,18,ClosingPrice_cur,0.006272631880923229,0.929954855865979
Model 1,19,FnG_QoQ_Lag2,0.005799967701955027,0.935754823567934
Model 1,20,IXIC_QoQ_Lag1,0.005379505641809307,0.9411343292097434
Model 1,1,Spread_cur,0.595617600130935,0.595617600130935
Model 1,2,SOX_QoQ,0.12144855915497338,0.7170661592859084
Model 1,3,QuarterlyReturn_Lag1,0.037396754289834806,0.7544629135757432
Model 1,4,QuarterlyReturn_Lag2,0.030904090693080536,0.7853670042688238
Model 1,5,VIX_QoQ,0.016290380537629483,0.8016573848064532
Model 1,6,TradingVolume_cur,0.01596269505665329,0.8176200798631065
Model 1,7,QuarterlyReturn_Lag3,0.014982708821612739,0.8326027886847193
Model 1,8,EPS_last1,0.014481933800700324,0.8470847224854196
Model 1,9,RediscountRate_QoQ_Lag3_last1,0.011109512413635107,0.8581942348990547
Model 1,10,ROE_last1,0.009093858343081424,0.8672880932421361
Model 1,11,FnG_QoQ,0.009058013172865231,0.8763461064150013
Model 1,12,TradingTurnover_cur,0.008684807091070163,0.8850309135060714
Model 1,13,Last3mCumulativeRevenueGrowthRate_last1,0.008375163596338553,0.8934060771024099
Model 1,14,TotalUnempPct_QoQ_Lag3_last1,0.00823812422959191,0.9016442013320018
Model 1,15,ROA_last1,0.007596025420285848,0.9092402267522877
Model 1,16,Last3mCumulativeRevenue_last1,0.0073810876852199265,0.9166213144375076
Model 1,17,TradingMoney_cur,0.00690685187086952,0.9235281663083771
Model 1,18,ClosingPrice_cur,0.0061473204511981695,0.9296754867595752
Model 1,19,IXIC_QoQ_Lag1,0.005837867741161675,0.9355133545007369
Model 1,20,DJIA_QoQ,0.005692122883140925,0.9412054773838778
Model 1,1,Spread_cur,0.5961981377068294,0.5961981377068294
Model 1,2,SOX_QoQ,0.12036721984662849,0.7165653575534578
Model 1,3,QuarterlyReturn_Lag1,0.03751227559925071,0.7540776331527086
Model 1,4,QuarterlyReturn_Lag2,0.03055916455239562,0.7846367977051042
Model 1,5,VIX_QoQ,0.016610758630488533,0.8012475563355927
Model 1,6,TradingVolume_cur,0.0163238753720411,0.8175714317076338
Model 1,7,QuarterlyReturn_Lag3,0.014705688700026804,0.8322771204076606
Model 1,8,EPS_last1,0.013886211328973786,0.8461633317366344
Model 1,9,RediscountRate_QoQ_Lag3_last1,0.011347010945041165,0.8575103426816756
Model 1,10,ROE_last1,0.009355554182684219,0.8668658968643598
Model 1,11,FnG_QoQ,0.008895359482359238,0.875761256346719
Model 1,12,TradingTurnover_cur,0.008735434586113432,0.8844966909328325
Model 1,13,TotalUnempPct_QoQ_Lag3_last1,0.008585954140694182,0.8930826450735266
Model 1,14,Last3mCumulativeRevenueGrowthRate_last1,0.00819155422054773,0.9012741992940744
Model 1,15,ROA_last1,0.007809834305518069,0.9090840335995924
Model 1,16,Last3mCumulativeRevenue_last1,0.007615678573558238,0.9166997121731507
Model 1,17,TradingMoney_cur,0.007282103701051564,0.9239818158742023
Model 1,18,ClosingPrice_cur,0.005984370216459801,0.9299661860906621
Model 1,19,IXIC_QoQ_Lag1,0.005870365512507904,0.9358365516031699
Model 1,20,DJIA_QoQ,0.005682212968766109,0.9415187645719361
Model 1,1,Spread_cur,0.289877055404949,0.289877055404949
Model 1,2,QuarterlyReturn_Lag1,0.05935255996103097,0.34922961536597996
Model 1,3,TradingVolume_cur,0.05785461507039305,0.407084230436373
Model 1,4,TradingMoney_cur,0.05597862343950671,0.4630628538758797
Model 1,5,TradingTurnover_cur,0.05422332842844815,0.5172861823043279
Model 1,6,Last3mCumulativeRevenue_last1,0.04125261585068997,0.5585387981550178
Model 1,7,EPS_last1,0.03120265549687548,0.5897414536518933
Model 1,8,ROE_last1,0.031165315085590936,0.6209067687374843
Model 1,9,Last3mCumulativeRevenueGrowthRate_last1,0.029056149974897093,0.6499629187123814
Model 1,10,QuarterlyReturn_Lag3,0.0288583730909285,0.67882129180331
Model 1,11,QuarterlyReturn_Lag2,0.027097534844303887,0.7059188266476139
Model 1,12,ROA_last1,0.02670253356085059,0.7326213602084645
Model 1,13,SOX_QoQ,0.026634837715324055,0.7592561979237885
Model 1,14,ClosingPrice_cur,0.01994928926627766,0.7792054871900662
Model 1,15,GrossMargin_last1,0.01845190378103366,0.7976573909710999
Model 1,16,SP500_QoQ,0.016648220201556173,0.8143056111726561
Model 1,17,VIX_QoQ,0.015445274292117707,0.8297508854647738
Model 1,18,IXIC_QoQ,0.012178108237949343,0.8419289937027231
Model 1,19,VIX_QoQ_Lag2,0.01098971028476899,0.8529187039874921
Model 1,20,DJIA_QoQ,0.0104996009090353,0.8634183048965275
Model 1,1,Spread_cur,0.29581800490517973,0.29581800490517973
Model 1,2,QuarterlyReturn_Lag1,0.059874893119776604,0.35569289802495635
Model 1,3,TradingTurnover_cur,0.05921976326073818,0.41491266128569454
Model 1,4,TradingVolume_cur,0.05736977705569798,0.4722824383413925
Model 1,5,TradingMoney_cur,0.04955668533918218,0.5218391236805747
Model 1,6,Last3mCumulativeRevenue_last1,0.040514522351251116,0.5623536460318258
Model 1,7,ROE_last1,0.030747815743369343,0.5931014617751952
Model 1,8,Last3mCumulativeRevenueGrowthRate_last1,0.029260000944898862,0.6223614627200941
Model 1,9,EPS_last1,0.02866619427909598,0.6510276569991901
Model 1,10,QuarterlyReturn_Lag3,0.027776191284973106,0.6788038482841632
Model 1,11,SOX_QoQ,0.027300652932445713,0.706104501216609
Model 1,12,QuarterlyReturn_Lag2,0.02720032419386598,0.7333048254104749
Model 1,13,ROA_last1,0.026856125425735945,0.7601609508362108
Model 1,14,ClosingPrice_cur,0.0206038218667647,0.7807647727029755
Model 1,15,GrossMargin_last1,0.018310611054327408,0.7990753837573029
Model 1,16,VIX_QoQ,0.018226989398050737,0.8173023731553537
Model 1,17,SP500_QoQ,0.014042355222730066,0.8313447283780838
Model 1,18,DJIA_QoQ,0.013457290886683657,0.8448020192647675
Model 1,19,IXIC_QoQ,0.011734964225801801,0.8565369834905693
Model 1,20,FnG_QoQ_Lag2,0.00963135939865279,0.8661683428892221
Model 1,1,Spread_cur,0.29537924856386083,0.29537924856386083
Model 1,2,QuarterlyReturn_Lag1,0.06094852220288586,0.3563277707667467
Model 1,3,TradingTurnover_cur,0.05885643768250401,0.41518420844925075
Model 1,4,TradingVolume_cur,0.05706281174412417,0.47224702019337494
Model 1,5,TradingMoney_cur,0.0506728422579747,0.5229198624513497
Model 1,6,Last3mCumulativeRevenue_last1,0.040392636510646854,0.5633124989619965
Model 1,7,ROE_last1,0.03338792514647196,0.5967004241084685
Model 1,8,Last3mCumulativeRevenueGrowthRate_last1,0.028616776677183306,0.6253172007856518
Model 1,9,SOX_QoQ,0.027646979294974842,0.6529641800806266
Model 1,10,QuarterlyReturn_Lag3,0.027204814673163144,0.6801689947537898
Model 1,11,QuarterlyReturn_Lag2,0.026990268351410277,0.7071592631052
Model 1,12,EPS_last1,0.026702800708289606,0.7338620638134896
Model 1,13,ROA_last1,0.02612050963844466,0.7599825734519343
Model 1,14,ClosingPrice_cur,0.020912346821290118,0.7808949202732245
Model 1,15,VIX_QoQ,0.018664085332970783,0.7995590056061953
Model 1,16,GrossMargin_last1,0.018444778498509493,0.8180037841047048
Model 1,17,SP500_QoQ,0.014014215517035727,0.8320179996217405
Model 1,18,DJIA_QoQ,0.013288280508947686,0.8453062801306882
Model 1,19,IXIC_QoQ,0.011232862860138523,0.8565391429908267
Model 1,20,FnG_QoQ_Lag2,0.009047202488984269,0.865586345479811
Model 1,1,Spread_cur,0.31819399001799364,0.31819399001799364
Model 1,2,TradingTurnover_cur,0.0594142054524906,0.37760819547048424
Model 1,3,TradingVolume_cur,0.057050739947269766,0.434658935417754
Model 1,4,QuarterlyReturn_Lag1,0.05639944745636438,0.4910583828741184
Model 1,5,TradingMoney_cur,0.05387104247642744,0.5449294253505459
Model 1,6,Last3mCumulativeRevenue_last1,0.04227855623957752,0.5872079815901234
Model 1,7,SOX_QoQ,0.029486839897501713,0.6166948214876251
Model 1,8,ROE_last1,0.02772427617359752,0.6444190976612226
Model 1,9,Last3mCumulativeRevenueGrowthRate_last1,0.023611757649003907,0.6680308553102265
Model 1,10,ROA_last1,0.023313363979111282,0.6913442192893379
Model 1,11,QuarterlyReturn_Lag2,0.02294161684032297,0.7142858361296608
Model 1,12,QuarterlyReturn_Lag3,0.02256861233319905,0.7368544484628599
Model 1,13,EPS_last1,0.021506757116094993,0.7583612055789548
Model 1,14,VIX_QoQ,0.019993927713183462,0.7783551332921382
Model 1,15,SP500_QoQ,0.017986282338994204,0.7963414156311325
Model 1,16,ClosingPrice_cur,0.01650492565155553,0.812846341282688
Model 1,17,GrossMargin_last1,0.014887202810322589,0.8277335440930106
Model 1,18,IXIC_QoQ,0.012379856830197605,0.8401134009232082
Model 1,19,DJIA_QoQ,0.01232152640484886,0.852434927328057
Model 1,20,FnG_QoQ_Lag2,0.01093856155743328,0.8633734888854903
Model 1,1,Spread_cur,0.3295981362615088,0.3295981362615088
Model 1,2,TradingTurnover_cur,0.05954961320775091,0.38914774946925973
Model 1,3,QuarterlyReturn_Lag1,0.056454742042959034,0.44560249151221876
Model 1,4,TradingVolume_cur,0.05501851590903868,0.5006210074212575
Model 1,5,TradingMoney_cur,0.052452452519708405,0.5530734599409659
Model 1,6,Last3mCumulativeRevenue_last1,0.03962335273814005,0.5926968126791059
Model 1,7,SOX_QoQ,0.031882241917323896,0.6245790545964298
Model 1,8,ROE_last1,0.02618217431260471,0.6507612289090345
Model 1,9,Last3mCumulativeRevenueGrowthRate_last1,0.023292266351501063,0.6740534952605356
Model 1,10,QuarterlyReturn_Lag2,0.02237812212774209,0.6964316173882776
Model 1,11,ROA_last1,0.021710168634746403,0.718141786023024
Model 1,12,EPS_last1,0.02140818231129645,0.7395499683343205
Model 1,13,QuarterlyReturn_Lag3,0.021381332029202484,0.760931300363523
Model 1,14,VIX_QoQ,0.021139981327206715,0.7820712816907297
Model 1,15,SP500_QoQ,0.016233006528401994,0.7983042882191317
Model 1,16,ClosingPrice_cur,0.015869635691000337,0.814173923910132
Model 1,17,DJIA_QoQ,0.014759922693598592,0.8289338466037306
Model 1,18,GrossMargin_last1,0.01366876825875666,0.8426026148624872
Model 1,19,IXIC_QoQ,0.012442688761265596,0.8550453036237529
Model 1,20,FnG_QoQ_Lag2,0.011413948888183357,0.8664592525119362
Model 1,1,Spread_cur,0.3297812884046898,0.3297812884046898
Model 1,2,TradingTurnover_cur,0.06127051513759835,0.39105180354228813
Model 1,3,QuarterlyReturn_Lag1,0.05682199145028441,0.4478737949925725
Model 1,4,TradingVolume_cur,0.05525545975903957,0.5031292547516121
Model 1,5,TradingMoney_cur,0.05164406817998354,0.5547733229315956
Model 1,6,Last3mCumulativeRevenue_last1,0.039730588769699544,0.5945039117012952
Model 1,7,SOX_QoQ,0.032269837043655006,0.6267737487449503
Model 1,8,ROE_last1,0.026516591120629724,0.65329033986558
Model 1,9,Last3mCumulativeRevenueGrowthRate_last1,0.023115456975228873,0.6764057968408089
Model 1,10,QuarterlyReturn_Lag2,0.022173788792622735,0.6985795856334317
Model 1,11,VIX_QoQ,0.02181788588887266,0.7203974715223044
Model 1,12,QuarterlyReturn_Lag3,0.021114529595183153,0.7415120011174875
Model 1,13,EPS_last1,0.020988405773269884,0.7625004068907574
Model 1,14,ROA_last1,0.020907637127596145,0.7834080440183535
Model 1,15,SP500_QoQ,0.015692710789361252,0.7991007548077148
Model 1,16,ClosingPrice_cur,0.015582341840116769,0.8146830966478316
Model 1,17,DJIA_QoQ,0.01451569132164097,0.8291987879694726
Model 1,18,GrossMargin_last1,0.013061435203405062,0.8422602231728776
Model 1,19,IXIC_QoQ,0.01269228519986406,0.8549525083727417
Model 1,20,FnG_QoQ_Lag2,0.010742238388027394,0.8656947467607691
Model 1,1,Spread_cur,0.3526560056438087,0.3526560056438087
Model 1,2,TradingVolume_cur,0.0616649345098383,0.414320940153647
Model 1,3,TradingTurnover_cur,0.0600137047156255,0.4743346448692725
Model 1,4,QuarterlyReturn_Lag1,0.056462295026351125,0.5307969398956236
Model 1,5,TradingMoney_cur,0.051789715716079765,0.5825866556117034
Model 1,6,Last3mCumulativeRevenue_last1,0.035750990934581915,0.6183376465462853
Model 1,7,SOX_QoQ,0.03324049339275312,0.6515781399390385
Model 1,8,VIX_QoQ,0.02192860922773124,0.6735067491667697
Model 1,9,Last3mCumulativeRevenueGrowthRate_last1,0.02153177205411524,0.6950385212208849
Model 1,10,SP500_QoQ,0.020933710938541832,0.7159722321594267
Model 1,11,QuarterlyReturn_Lag2,0.018597113810143152,0.7345693459695699
Model 1,12,ROA_last1,0.01718302984959939,0.7517523758191693
Model 1,13,EPS_last1,0.015854584031077087,0.7676069598502464
Model 1,14,QuarterlyReturn_Lag3,0.015773507891755825,0.7833804677420022
Model 1,15,DJIA_QoQ,0.015517255086385242,0.7988977228283874
Model 1,16,ROE_last1,0.014650424688368125,0.8135481475167555
Model 1,17,IXIC_QoQ,0.013591253139738345,0.8271394006564938
Model 1,18,VIX_QoQ_Lag2,0.013009590326603992,0.8401489909830978
Model 1,19,ClosingPrice_cur,0.01178706925999748,0.8519360602430953
Model 1,20,FnG_QoQ_Lag2,0.011381128410936253,0.8633171886540316
Model 1,1,Spread_cur,0.3494363481254296,0.3494363481254296
Model 1,2,TradingTurnover_cur,0.06577185713261018,0.4152082052580398
Model 1,3,TradingVolume_cur,0.05859320450023784,0.47380140975827767
Model 1,4,QuarterlyReturn_Lag1,0.05713557874229032,0.530936988500568
Model 1,5,TradingMoney_cur,0.05132173051989383,0.5822587190204619
Model 1,6,Last3mCumulativeRevenue_last1,0.036911864028200576,0.6191705830486625
Model 1,7,SOX_QoQ,0.03427778998364362,0.6534483730323061
Model 1,8,VIX_QoQ,0.024956669277285858,0.678405042309592
Model 1,9,Last3mCumulativeRevenueGrowthRate_last1,0.02032687798917543,0.6987319202987674
Model 1,10,QuarterlyReturn_Lag2,0.01784807836392519,0.7165799986626926
Model 1,11,SP500_QoQ,0.017606483910690328,0.7341864825733829
Model 1,12,DJIA_QoQ,0.01740356503157754,0.7515900476049605
Model 1,13,ROE_last1,0.01651423299848253,0.768104280603443
Model 1,14,ROA_last1,0.015587673673169208,0.7836919542766122
Model 1,15,EPS_last1,0.015476214718765865,0.799168168995378
Model 1,16,QuarterlyReturn_Lag3,0.015327743943560013,0.814495912938938
Model 1,17,IXIC_QoQ,0.01371568000013962,0.8282115929390776
Model 1,18,FnG_QoQ_Lag2,0.012367149644231284,0.8405787425833089
Model 1,19,ClosingPrice_cur,0.011411759014433828,0.8519905015977427
Model 1,20,VIX_QoQ_Lag2,0.010489993286323916,0.8624804948840666
Model 1,1,Spread_cur,0.3520610214650747,0.3520610214650747
Model 1,2,TradingTurnover_cur,0.06534577743461507,0.41740679889968973
Model 1,3,TradingVolume_cur,0.058168260966763495,0.4755750598664532
Model 1,4,QuarterlyReturn_Lag1,0.05691289553697033,0.5324879554034235
Model 1,5,TradingMoney_cur,0.05083732843460698,0.5833252838380305
Model 1,6,Last3mCumulativeRevenue_last1,0.036549200731269334,0.6198744845692998
Model 1,7,SOX_QoQ,0.03572034863360631,0.6555948332029061
Model 1,8,VIX_QoQ,0.025581764968343204,0.6811765981712493
Model 1,9,Last3mCumulativeRevenueGrowthRate_last1,0.019521205398411408,0.7006978035696607
Model 1,10,SP500_QoQ,0.017360559316028857,0.7180583628856896
Model 1,11,ROE_last1,0.017330058612717632,0.7353884214984072
Model 1,12,QuarterlyReturn_Lag2,0.017297442849221436,0.7526858643476286
Model 1,13,DJIA_QoQ,0.016790377920756015,0.7694762422683846
Model 1,14,ROA_last1,0.01551115214117895,0.7849873944095636
Model 1,15,EPS_last1,0.015496228315019484,0.8004836227245831
Model 1,16,QuarterlyReturn_Lag3,0.015291361359737785,0.8157749840843208
Model 1,17,IXIC_QoQ,0.01367545159892679,0.8294504356832476
Model 1,18,ClosingPrice_cur,0.01136311219665833,0.8408135478799059
Model 1,19,FnG_QoQ_Lag2,0.011018400454373852,0.8518319483342798
Model 1,20,VIX_QoQ_Lag2,0.010102298478479162,0.861934246812759
Model 1,1,Spread_cur,0.2722782622225218,0.2722782622225218
Model 1,2,TradingTurnover_cur,0.05994457643867508,0.3322228386611969
Model 1,3,QuarterlyReturn_Lag1,0.05819849481255207,0.39042133347374897
Model 1,4,TradingMoney_cur,0.05672954343358404,0.447150876907333
Model 1,5,TradingVolume_cur,0.0547806378862642,0.5019315147935972
Model 1,6,Last3mCumulativeRevenue_last1,0.04518524163091428,0.5471167564245115
Model 1,7,ROE_last1,0.03619395106528032,0.5833107074897919
Model 1,8,QuarterlyReturn_Lag3,0.031033030792255965,0.6143437382820478
Model 1,9,Last3mCumulativeRevenueGrowthRate_last1,0.02980936253757409,0.6441531008196218
Model 1,10,EPS_last1,0.0284363587721111,0.672589459591733
Model 1,11,QuarterlyReturn_Lag2,0.02725594088788812,0.6998454004796211
Model 1,12,SOX_QoQ,0.026747980980588865,0.7265933814602099
Model 1,13,ROA_last1,0.02410707327302615,0.7507004547332361
Model 1,14,ClosingPrice_cur,0.022229998393415617,0.7729304531266518
Model 1,15,GrossMargin_last1,0.019651287355132524,0.7925817404817843
Model 1,16,VIX_QoQ,0.01942443049867785,0.8120061709804621
Model 1,17,SP500_QoQ,0.01171986307860275,0.8237260340590649
Model 1,18,DJIA_QoQ,0.010937826736390039,0.8346638607954548
Model 1,19,IXIC_QoQ,0.009981437387912549,0.8446452981833674
Model 1,20,FnG_QoQ_Lag2,0.008940665560296763,0.8535859637436641
Model 1,1,Spread_cur,0.27240593252267836,0.27240593252267836
Model 1,2,TradingTurnover_cur,0.060988764244348036,0.3333946967670264
Model 1,3,QuarterlyReturn_Lag1,0.06009366027870352,0.3934883570457299
Model 1,4,TradingVolume_cur,0.05834739207631225,0.4518357491220421
Model 1,5,TradingMoney_cur,0.055016781016659126,0.5068525301387012
Model 1,6,Last3mCumulativeRevenue_last1,0.042946726990865436,0.5497992571295667
Model 1,7,ROE_last1,0.03448221323686685,0.5842814703664335
Model 1,8,QuarterlyReturn_Lag3,0.03021736123676397,0.6144988316031975
Model 1,9,Last3mCumulativeRevenueGrowthRate_last1,0.03012897769152543,0.644627809294723
Model 1,10,ROA_last1,0.02786081207332755,0.6724886213680505
Model 1,11,EPS_last1,0.02767496286696646,0.700163584235017
Model 1,12,QuarterlyReturn_Lag2,0.0275719783325018,0.7277355625675188
Model 1,13,SOX_QoQ,0.023774471136380315,0.7515100337038991
Model 1,14,ClosingPrice_cur,0.022775553456975257,0.7742855871608744
Model 1,15,GrossMargin_last1,0.019131136756470785,0.7934167239173452
Model 1,16,VIX_QoQ,0.01777075756413282,0.811187481481478
Model 1,17,DJIA_QoQ,0.01382995291309806,0.8250174343945761
