Algorithm,Model,Parameters,Rank,Feature,Importance,Cumulative_Importance
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 500",16,VIX_QoQ_Lag1,0.0032482498232350395,0.9163506355058747
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 500",17,VIX_QoQ_Lag3,0.0031302101612669755,0.9194808456671417
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 500",18,FnG_QoQ_Lag3,0.0030454750110631397,0.9225263206782048
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 500",19,SOX_QoQ_Lag3,0.002988554352475546,0.9255148750306804
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 500",20,VIX_QoQ,0.0029274720289234066,0.9284423470596038
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 100",1,QuarterlyVolatility_Lag1,0.35877590032343876,0.35877590032343876
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 100",2,QuarterlyVolatility_Lag2,0.15664764064440995,0.5154235409678487
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 100",3,Spread_cur,0.15009321342116116,0.6655167543890099
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 100",4,QuarterlyVolatility_Lag3,0.06714068626343304,0.732657440652443
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 100",5,TradingMoney_cur,0.031100982959550928,0.7637584236119939
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 100",6,TradingTurnover_cur,0.03087273037993907,0.794631153991933
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 100",7,TradingVolume_cur,0.025893283094905264,0.8205244370868382
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 100",8,Last3mCumulativeRevenueGrowthRate_last1,0.019467106079170658,0.8399915431660089
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 100",9,Last3mCumulativeRevenue_last1,0.01795527059463338,0.8579468137606423
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 100",10,ROE_last1,0.016981902826546033,0.8749287165871883
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 100",11,ROA_last1,0.01626231766439294,0.8911910342515812
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 100",12,ClosingPrice_cur,0.011101958508028522,0.9022929927596097
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 100",13,EPS_last1,0.008953882026790433,0.9112468747864002
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 100",14,GrossMargin_last1,0.007298496596545555,0.9185453713829458
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 100",15,VIX_QoQ_Lag2,0.004045420461328109,0.922590791844274
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 100",16,VIX_QoQ_Lag3,0.003335415348354224,0.9259262071926282
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 100",17,VIX_QoQ_Lag1,0.0029369324572498167,0.928863139649878
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 100",18,IXIC_QoQ_Lag1,0.0027531989499290496,0.9316163385998071
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 100",19,VIX_QoQ,0.002696335620641582,0.9343126742204486
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 100",20,SOX_QoQ_Lag3,0.0026908995774495574,0.9370035737978982
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 300",1,QuarterlyVolatility_Lag1,0.3710364220982098,0.3710364220982098
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 300",2,QuarterlyVolatility_Lag2,0.15865074926474673,0.5296871713629565
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 300",3,Spread_cur,0.14375066312500875,0.6734378344879652
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 300",4,QuarterlyVolatility_Lag3,0.06563033814340959,0.7390681726313748
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 300",5,TradingTurnover_cur,0.03215887676572129,0.7712270493970961
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 300",6,TradingMoney_cur,0.03185515123575544,0.8030822006328515
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 300",7,TradingVolume_cur,0.025540756179670224,0.8286229568125217
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 300",8,Last3mCumulativeRevenue_last1,0.01800382985635033,0.846626786668872
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 300",9,Last3mCumulativeRevenueGrowthRate_last1,0.01655875627748248,0.8631855429463545
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 300",10,ROA_last1,0.01565220576908414,0.8788377487154386
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 300",11,ROE_last1,0.015544666277336916,0.8943824149927755
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 300",12,ClosingPrice_cur,0.010251909305378315,0.9046343242981538
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 300",13,EPS_last1,0.008779967291796257,0.9134142915899501
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 300",14,GrossMargin_last1,0.007043423942484683,0.9204577155324348
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 300",15,VIX_QoQ_Lag2,0.0035976066999092657,0.9240553222323441
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 300",16,VIX_QoQ_Lag1,0.0031274882550147523,0.9271828104873588
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 300",17,SOX_QoQ_Lag3,0.0028830345769054063,0.9300658450642643
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 300",18,VIX_QoQ_Lag3,0.0028542489145095473,0.9329200939787738
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 300",19,VIX_QoQ,0.002748577913002886,0.9356686718917767
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 300",20,IXIC_QoQ_Lag1,0.0025696526745502234,0.9382383245663269
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 500",1,QuarterlyVolatility_Lag1,0.36288133944861073,0.36288133944861073
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 500",2,QuarterlyVolatility_Lag2,0.16074593681615676,0.5236272762647675
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 500",3,Spread_cur,0.14963348852521619,0.6732607647899836
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 500",4,QuarterlyVolatility_Lag3,0.0664108157485194,0.739671580538503
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 500",5,TradingMoney_cur,0.0324102760703387,0.7720818566088418
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 500",6,TradingTurnover_cur,0.031210495530682097,0.8032923521395239
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 500",7,TradingVolume_cur,0.025846364117885684,0.8291387162574095
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 500",8,Last3mCumulativeRevenue_last1,0.01746443996668076,0.8466031562240903
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 500",9,ROE_last1,0.01671829630300586,0.8633214525270961
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 500",10,Last3mCumulativeRevenueGrowthRate_last1,0.015839562751846167,0.8791610152789423
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 500",11,ROA_last1,0.01495307082631959,0.8941140861052619
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 500",12,ClosingPrice_cur,0.01074036046753889,0.9048544465728008
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 500",13,EPS_last1,0.008578079831345684,0.9134325264041465
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 500",14,GrossMargin_last1,0.007066276463365346,0.9204988028675118
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 500",15,VIX_QoQ_Lag2,0.0033442455996100548,0.923843048467122
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 500",16,VIX_QoQ_Lag1,0.002969666778297884,0.9268127152454199
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 500",17,SOX_QoQ_Lag3,0.0028650787437004216,0.9296777939891203
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 500",18,VIX_QoQ_Lag3,0.002800299364176614,0.9324780933532969
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 500",19,VIX_QoQ,0.002686175238687151,0.9351642685919841
RF,Model 3,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 500",20,SOX_QoQ_Lag2,0.0024703814547779404,0.937634650046762
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",1,QuarterlyVolatility_Lag1,0.7212348021420679,0.7212348021420679
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",2,Spread_cur,0.0899653774758996,0.8112001796179675
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",3,QuarterlyVolatility_Lag3,0.026233074037754957,0.8374332536557225
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",4,QuarterlyVolatility_Lag2,0.01789804185080059,0.8553312955065231
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",5,Last3mCumulativeRevenueGrowthRate_last1,0.011294004224192957,0.866625299730716
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",6,ROE_last1,0.009384203711307179,0.8760095034420232
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",7,Last3mCumulativeRevenue_last1,0.008135937439990559,0.8841454408820137
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",8,GrossMargin_last1,0.007846616602490548,0.8919920574845043
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",9,ClosingPrice_cur,0.007444418210278129,0.8994364756947824
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",10,TradingVolume_cur,0.007213750026377028,0.9066502257211594
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",11,TradingMoney_cur,0.007190108647703246,0.9138403343688626
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",12,EPS_last1,0.0067614883957532465,0.9206018227646159
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",13,ROA_last1,0.006473298911819918,0.9270751216764358
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",14,TradingTurnover_cur,0.0057331706919052025,0.932808292368341
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",15,SOX_QoQ,0.00556045210651796,0.938368744474859
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",16,FnG_QoQ_Lag2,0.00523905198651859,0.9436077964613776
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",17,VIX_QoQ,0.005073073822438673,0.9486808702838163
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",18,FnG_QoQ_Lag1,0.003880240868884831,0.9525611111527011
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",19,FnG_QoQ_Lag3,0.0033874024312473276,0.9559485135839485
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",20,FnG_QoQ,0.003356294455719983,0.9593048080396684
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",1,QuarterlyVolatility_Lag1,0.7209339578909866,0.7209339578909866
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",2,Spread_cur,0.09010141274404788,0.8110353706350345
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",3,QuarterlyVolatility_Lag3,0.026038584202096923,0.8370739548371314
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",4,QuarterlyVolatility_Lag2,0.01757639219007399,0.8546503470272054
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",5,Last3mCumulativeRevenueGrowthRate_last1,0.011474123718105318,0.8661244707453107
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",6,ROE_last1,0.009433982495293678,0.8755584532406044
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",7,Last3mCumulativeRevenue_last1,0.008527204857307794,0.8840856580979123
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",8,GrossMargin_last1,0.007886523525892239,0.8919721816238045
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",9,ClosingPrice_cur,0.007514943296069533,0.899487124919874
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",10,TradingVolume_cur,0.007364130738061393,0.9068512556579355
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",11,TradingMoney_cur,0.007152111338908159,0.9140033669968436
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",12,EPS_last1,0.0068354557398623995,0.920838822736706
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",13,ROA_last1,0.006649993678003821,0.9274888164147098
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",14,TradingTurnover_cur,0.005736487265133915,0.9332253036798437
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",15,SOX_QoQ,0.005669327436345879,0.9388946311161895
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",16,VIX_QoQ,0.005091948527828654,0.9439865796440182
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",17,FnG_QoQ_Lag2,0.004913434324116228,0.9489000139681345
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",18,FnG_QoQ_Lag1,0.003754469590837442,0.952654483558972
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",19,FnG_QoQ,0.0036637978424427908,0.9563182814014147
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",20,FnG_QoQ_Lag3,0.003507195639533763,0.9598254770409484
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",1,QuarterlyVolatility_Lag1,0.7205196146140195,0.7205196146140195
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",2,Spread_cur,0.0901866870964059,0.8107063017104253
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",3,QuarterlyVolatility_Lag3,0.02596303614377995,0.8366693378542053
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",4,QuarterlyVolatility_Lag2,0.0177039323627934,0.8543732702169987
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",5,Last3mCumulativeRevenueGrowthRate_last1,0.011423988629546446,0.8657972588465451
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",6,ROE_last1,0.00923933601458709,0.8750365948611322
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",7,Last3mCumulativeRevenue_last1,0.008552709588904061,0.8835893044500363
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",8,GrossMargin_last1,0.00796215341961823,0.8915514578696545
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",9,ClosingPrice_cur,0.007502923048516922,0.8990543809181715
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",10,TradingVolume_cur,0.007219578793322412,0.9062739597114939
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",11,TradingMoney_cur,0.0070630848028359885,0.91333704451433
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",12,EPS_last1,0.006841477579726584,0.9201785220940565
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",13,ROA_last1,0.006691562439788863,0.9268700845338453
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",14,TradingTurnover_cur,0.005799184661806068,0.9326692691956514
RF,Model 3,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",15,SOX_QoQ,0.005702767898981994,0.9383720370946333
