Algorithm,Model,Dataset,Parameters,MSE,MAE,R-Squared,Adj-R-Squared
XGB,Model 2,Training Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 500",0.004834,0.050193,0.875339,0.875094
XGB,Model 2,Training Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 100",0.006124,0.055401,0.842066,0.841756
XGB,Model 2,Training Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 300",0.002837,0.039251,0.926849,0.926705
XGB,Model 2,Training Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 500",0.001544,0.028992,0.960173,0.960094
XGB,Model 3,Holdout Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 100",0.004290,0.042192,0.519596,0.512710
XGB,Model 3,Holdout Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 300",0.003080,0.033148,0.655060,0.650115
XGB,Model 3,Holdout Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 500",0.002921,0.032059,0.672903,0.668215
XGB,Model 3,Holdout Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 100",0.003926,0.040128,0.560355,0.554053
XGB,Model 3,Holdout Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 300",0.002866,0.031849,0.679075,0.674475
XGB,Model 3,Holdout Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 500",0.002813,0.031432,0.684976,0.680461
XGB,Model 3,Holdout Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 100",0.003987,0.039630,0.553562,0.547163
XGB,Model 3,Holdout Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 300",0.002868,0.031897,0.678857,0.674254
XGB,Model 3,Holdout Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 500",0.002865,0.031687,0.679232,0.674634
XGB,Model 3,Holdout Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 100",0.002918,0.032079,0.673283,0.668601
XGB,Model 3,Holdout Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 300",0.002822,0.031578,0.684017,0.679488
XGB,Model 3,Holdout Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 500",0.002803,0.031630,0.686140,0.681642
XGB,Model 3,Holdout Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 100",0.002757,0.031207,0.691279,0.686854
XGB,Model 3,Holdout Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 300",0.002783,0.031700,0.688347,0.683880
XGB,Model 3,Holdout Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 500",0.002797,0.031954,0.686770,0.682280
XGB,Model 3,Holdout Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 100",0.002872,0.031839,0.678404,0.673794
XGB,Model 3,Holdout Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 300",0.002894,0.032299,0.675962,0.671318
XGB,Model 3,Holdout Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 500",0.002908,0.032574,0.674349,0.669682
XGB,Model 3,Holdout Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 100",0.002849,0.031691,0.680996,0.676423
XGB,Model 3,Holdout Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 300",0.002799,0.031793,0.686564,0.682072
XGB,Model 3,Holdout Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 500",0.002812,0.031990,0.685167,0.680654
XGB,Model 3,Holdout Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 100",0.002774,0.031431,0.689345,0.684892
XGB,Model 3,Holdout Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 300",0.002862,0.032359,0.679545,0.674952
XGB,Model 3,Holdout Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 500",0.002915,0.032866,0.673614,0.668936
XGB,Model 3,Holdout Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 100",0.002918,0.031940,0.673188,0.668503
XGB,Model 3,Holdout Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 300",0.003003,0.032776,0.663779,0.658959
XGB,Model 3,Holdout Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 500",0.003054,0.033290,0.658035,0.653134
XGB,Model 3,Training Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 100",0.003244,0.038162,0.555280,0.554421
XGB,Model 3,Training Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 300",0.002242,0.029603,0.692588,0.691995
XGB,Model 3,Training Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 500",0.002049,0.028358,0.719056,0.718513
XGB,Model 3,Training Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 100",0.002852,0.035889,0.609059,0.608304
XGB,Model 3,Training Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 300",0.001811,0.027247,0.751798,0.751319
XGB,Model 3,Training Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 500",0.001603,0.026026,0.780261,0.779837
XGB,Model 3,Training Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 100",0.002506,0.034380,0.656453,0.655789
XGB,Model 3,Training Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 300",0.001331,0.024660,0.817486,0.817134
XGB,Model 3,Training Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 500",0.001111,0.022936,0.847631,0.847336
XGB,Model 3,Training Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 100",0.002049,0.028353,0.719094,0.718551
XGB,Model 3,Training Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 300",0.001794,0.027055,0.754030,0.753555
XGB,Model 3,Training Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 500",0.001666,0.026479,0.771610,0.771169
XGB,Model 3,Training Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 100",0.001604,0.026030,0.780158,0.779734
XGB,Model 3,Training Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 300",0.001244,0.023977,0.829433,0.829103
XGB,Model 3,Training Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 500",0.001052,0.022546,0.855775,0.855497
XGB,Model 3,Training Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 100",0.001103,0.022880,0.848810,0.848518
XGB,Model 3,Training Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 300",0.000726,0.019143,0.900521,0.900329
XGB,Model 3,Training Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 500",0.000520,0.016354,0.928679,0.928541
XGB,Model 3,Training Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 100",0.001889,0.027473,0.741087,0.740587
XGB,Model 3,Training Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 300",0.001604,0.026204,0.780133,0.779708
XGB,Model 3,Training Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 500",0.001445,0.025407,0.801884,0.801502
XGB,Model 3,Training Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 100",0.001386,0.024886,0.809981,0.809614
XGB,Model 3,Training Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 300",0.000970,0.021788,0.866959,0.866702
XGB,Model 3,Training Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 500",0.000754,0.019566,0.896623,0.896424
XGB,Model 3,Training Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 100",0.000881,0.020867,0.879259,0.879026
XGB,Model 3,Training Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 300",0.000436,0.015033,0.940220,0.940105
XGB,Model 3,Training Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 500",0.000240,0.011141,0.967154,0.967091
XGB,Model 4,Holdout Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 100",0.004296,0.042184,0.518921,0.512025
XGB,Model 4,Holdout Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 300",0.003106,0.033165,0.652246,0.647262
XGB,Model 4,Holdout Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 500",0.002941,0.032104,0.670703,0.665983
XGB,Model 4,Holdout Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 100",0.003989,0.040301,0.553323,0.546921
XGB,Model 4,Holdout Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 300",0.002883,0.032049,0.677153,0.672526
XGB,Model 4,Holdout Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 500",0.002842,0.031694,0.681801,0.677241
XGB,Model 4,Holdout Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 100",0.004004,0.039849,0.551640,0.545214
XGB,Model 4,Holdout Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 300",0.002938,0.032314,0.670958,0.666241
XGB,Model 4,Holdout Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 500",0.002939,0.032154,0.670897,0.666180
XGB,Model 4,Holdout Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 100",0.002928,0.032028,0.672090,0.667390
XGB,Model 4,Holdout Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 300",0.002804,0.031519,0.685959,0.681457
XGB,Model 4,Holdout Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 500",0.002795,0.031661,0.687051,0.682566
XGB,Model 4,Holdout Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 100",0.002838,0.031676,0.682222,0.677667
XGB,Model 4,Holdout Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 300",0.002837,0.031884,0.682280,0.677726
XGB,Model 4,Holdout Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 500",0.002882,0.032260,0.677226,0.672600
XGB,Model 4,Holdout Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 100",0.002934,0.032108,0.671498,0.666790
XGB,Model 4,Holdout Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 300",0.002975,0.032677,0.666884,0.662110
XGB,Model 4,Holdout Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 500",0.003025,0.033198,0.661309,0.656454
XGB,Model 4,Holdout Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 100",0.002866,0.031937,0.679075,0.674475
XGB,Model 4,Holdout Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 300",0.002830,0.032049,0.683117,0.678575
XGB,Model 4,Holdout Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 500",0.002838,0.032239,0.682149,0.677594
XGB,Model 4,Holdout Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 100",0.002855,0.031740,0.680265,0.675682
XGB,Model 4,Holdout Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 300",0.002951,0.032508,0.669589,0.664853
XGB,Model 4,Holdout Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 500",0.002997,0.033025,0.664363,0.659552
XGB,Model 4,Holdout Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 100",0.003093,0.032895,0.653689,0.648725
XGB,Model 4,Holdout Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 300",0.003186,0.033838,0.643247,0.638134
XGB,Model 4,Holdout Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 500",0.003226,0.034385,0.638785,0.633608
XGB,Model 4,Training Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 100",0.003279,0.038382,0.554175,0.553288
XGB,Model 4,Training Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 300",0.002265,0.029768,0.692094,0.691481
XGB,Model 4,Training Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 500",0.002070,0.028489,0.718635,0.718075
XGB,Model 4,Training Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 100",0.002875,0.036102,0.609086,0.608308
XGB,Model 4,Training Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 300",0.001830,0.027414,0.751278,0.750783
XGB,Model 4,Training Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 500",0.001627,0.026199,0.778849,0.778409
XGB,Model 4,Training Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 100",0.002528,0.034559,0.656277,0.655593
XGB,Model 4,Training Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 300",0.001349,0.024803,0.816666,0.816302
XGB,Model 4,Training Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 500",0.001128,0.023074,0.846601,0.846296
XGB,Model 4,Training Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 100",0.002064,0.028460,0.719355,0.718796
XGB,Model 4,Training Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 300",0.001804,0.027122,0.754741,0.754253
XGB,Model 4,Training Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 500",0.001672,0.026514,0.772730,0.772278
XGB,Model 4,Training Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 100",0.001626,0.026202,0.778965,0.778525
XGB,Model 4,Training Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 300",0.001255,0.024111,0.829351,0.829011
XGB,Model 4,Training Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 500",0.001049,0.022553,0.857398,0.857115
XGB,Model 4,Training Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 100",0.001128,0.023081,0.846698,0.846393
XGB,Model 4,Training Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 300",0.000735,0.019227,0.900112,0.899913
XGB,Model 4,Training Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 500",0.000511,0.016239,0.930531,0.930393
XGB,Model 4,Training Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 100",0.001897,0.027561,0.742173,0.741660
XGB,Model 4,Training Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 300",0.001608,0.026289,0.781409,0.780974
XGB,Model 4,Training Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 500",0.001440,0.025392,0.804231,0.803841
XGB,Model 4,Training Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 100",0.001408,0.025048,0.808631,0.808250
XGB,Model 4,Training Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 300",0.000970,0.021855,0.868134,0.867872
XGB,Model 4,Training Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 500",0.000740,0.019454,0.899350,0.899150
XGB,Model 4,Training Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 100",0.000898,0.021017,0.877881,0.877638
XGB,Model 4,Training Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 300",0.000426,0.014885,0.942025,0.941909
XGB,Model 4,Training Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 500",0.000236,0.011052,0.967872,0.967808
